NFLX US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.833,-2.263,-1.628,-1.603,-1.097,-0.118,-1.604,-1.741,,-1.972,-1.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6329,315.1899,326.5823,-320.2532,79.8405,-136.488,131.6456,-205.0633,-385.4595,-348.458,461.681,,36.6481,-172.678,239.371,-130.801,-42.692,104.809
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.566,3.313,3.303,1.533,-5.821,2.861,18.925,5.75,-8.77,5.697,6.998,4.41,7.234,27.59,21.742,23.752,16.565,43.245,26.641,25.05,22.547,35.924,34.933,38.096,37.411,52.974,50.471,51.336,54.358,73.37,65.409,74.559,98.24,110.824,93.623,56.835,-7.025,10.655,11.946,14.904,0.93,46.649,49.491,74.004,88.944,117.372,97.537,45.516,38.426,40.49,42.238,20.731,39.879,51.232,79.127,90.269,223.792,13.962,116.237,131.33,299.616,428.636,378.81,119.396,399.659,500.916,1012.323,149.333,795.87,1035.602,861.46,506.417,2034.502,1593.789,1660.959,550.853,1979.692,1623.054,1621.847,39.336,1468.874,1679.332,1909.049,1148.15,2614.579,2513.856,2702.954
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.181,0.044,0.013,0.052,-33.801,2.83,10.553,8.961,8.892,6.701,17.665,10.909,9.274,9.203,9.345,14.562,15.364,15.048,20.531,20.33,20.423,22.086,29.851,27.442,27.464,38.007,42.61,31.163,21.616,-2.441,4.491,4.271,7.007,-1.759,17.178,17.669,25.583,35.829,46.354,38.242,-37.855,14.73,14.155,12.806,-22.447,12.221,10.477,27.61,23.521,45.57,-51.638,-13.353,-54.187,9.492,44.287,-24.025,-14.538,55.607,230.266,347.079,-437.637,86.803,315.406,71.484,-35.739,327.787,240.776,211.888,-56.576,382.245,182.103,223.605,-15.948,163.754,191.722,231.627,210.312,282.37,366.55,339.445
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.375,3.313,3.303,2.271,-5.79,2.891,18.925,5.569,-8.814,5.684,6.946,38.211,4.404,17.037,12.781,14.86,9.864,25.58,15.732,15.776,13.344,26.579,20.371,22.732,22.363,32.443,30.141,30.913,32.272,43.519,37.967,47.095,60.233,68.214,62.46,35.219,-4.584,6.164,7.675,7.897,2.689,29.471,31.822,48.421,53.115,71.018,59.295,83.371,23.696,26.335,29.432,43.178,27.658,40.755,51.517,66.748,178.222,65.6,129.59,185.517,290.124,384.349,402.835,133.934,344.052,270.65,665.244,586.97,709.067,720.196,789.976,542.156,1706.715,1353.013,1449.071,607.429,1597.447,1440.951,1398.242,55.284,1305.12,1487.61,1677.422,937.838,2332.209,2147.306,2363.509
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.566,3.313,3.303,1.533,-5.821,2.861,18.925,5.569,-8.814,5.684,6.946,38.211,4.404,17.037,12.781,14.86,9.864,25.58,15.732,15.776,13.344,26.579,20.371,22.732,22.363,32.443,30.141,30.913,32.272,43.519,37.967,47.095,60.233,68.214,62.46,35.219,-4.584,6.164,7.675,7.897,2.689,29.471,31.822,48.421,53.115,71.018,59.295,83.371,23.696,26.335,29.432,43.178,27.658,40.755,51.517,66.748,178.222,65.6,129.59,185.517,290.124,384.349,402.835,133.934,344.052,270.65,665.244,586.97,709.067,720.196,789.976,542.156,1706.715,1353.013,1449.071,607.429,1597.447,1440.951,1398.242,55.284,1305.12,1487.61,1677.422,937.838,2332.209,2147.306,2363.509
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.375,3.313,3.303,2.271,-5.79,2.891,18.925,5.569,-8.814,5.684,6.946,38.211,4.404,17.037,12.781,14.86,9.864,25.58,15.732,15.776,13.344,26.579,20.371,22.732,22.363,32.443,30.141,30.913,32.272,43.519,37.967,47.095,60.233,68.214,62.46,35.219,-4.584,6.164,7.675,7.897,2.689,29.471,31.822,48.421,53.115,71.018,59.295,83.371,23.696,26.335,29.432,43.178,27.658,40.755,51.517,66.748,178.222,65.6,129.59,185.517,290.124,384.349,402.835,133.934,344.052,270.65,665.244,586.97,709.067,720.196,789.976,542.156,1706.715,1353.013,1449.071,607.429,1597.447,1440.951,1398.242,55.284,1305.12,1487.61,1677.422,937.838,2332.209,2147.306,2363.509
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.375,3.313,3.303,2.271,-5.79,2.891,18.925,5.569,-8.814,5.684,6.946,38.211,4.404,17.037,12.781,14.86,9.864,25.58,15.732,15.776,13.344,26.579,20.371,22.732,22.363,32.443,30.141,30.913,32.272,43.519,37.967,47.095,60.233,68.214,62.46,35.219,-4.584,6.164,7.675,7.897,2.689,29.471,31.822,48.421,53.115,71.018,59.295,83.371,23.696,26.335,29.432,43.178,27.658,40.755,51.517,66.748,178.222,65.6,129.59,185.517,290.124,384.349,402.835,133.934,344.052,270.65,665.244,586.97,709.067,720.196,789.976,542.156,1706.715,1353.013,1449.071,607.429,1597.447,1440.951,1398.242,55.284,1305.12,1487.61,1677.422,937.838,2332.209,2147.306,2363.509
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.375,3.313,3.303,2.271,-5.79,2.891,18.925,5.569,-8.814,5.684,6.946,38.211,4.404,17.037,12.781,14.86,9.864,25.58,15.732,15.776,13.344,26.579,20.371,22.732,22.363,32.443,30.141,30.913,32.272,43.519,37.967,47.095,60.233,68.214,62.46,35.219,-4.584,6.164,7.675,7.897,2.689,29.471,31.822,48.421,53.115,71.018,59.295,83.371,23.696,26.335,29.432,43.178,27.658,40.755,51.517,66.748,178.222,65.6,129.59,185.517,290.124,384.349,402.835,133.934,344.052,270.65,665.244,586.97,709.067,720.196,789.976,542.156,1706.715,1353.013,1449.071,607.429,1597.447,1440.951,1398.242,55.284,1305.12,1487.61,1677.422,937.838,2332.209,2147.306,2363.509
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.832,,,,,,,,,,,,,-0.541,,,,-0.5415,-1.471,-1.0582,-1.042,-0.7131,-0.0767,-1.0426,-1.1317,0,-1.2818,-0.8008,0,0,0,0,0,0,0,0,0,16.3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,339,249,258,-253,63.074,-136,104,-162,-304.513,-248.671,364.728,0,28.952,-136.4156,189.1031,-103.3328,-33.7267,82.7991
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.024,306.908,324.1,318.318,331.072,337.204,351.078,358.974,363.286,365.477,364.6965,369.712,372.33,375.851,371.4956,386.491,408.681,476.567,478.968,480.851,476.217,465.283,456.092,439.432,432.474,422.856,412.342,411.138,405.104,393.022,375.263,370.377,367.402,364.994,368.088,369.313,367.29,367.983,375.074,388.192,388.682,388.787,388.934,391.804,407.344,413.756,416.29,418.719,419.972,421.197,422.247,423.626,425.34,426.869,427.668,428.117,428.483,428.937,429.738,430.6,431.396,432.404,433.108,434.174,435.097,435.809,436.385,436.947,437.587,438.09,438.547,439.352,440.569,441.526,442.22,443.224,443.159,442.778,443.462,444.146,444.557,444.878,445.2,445.244,443.881,441.537,435.923,432.09,430.065,428.239
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0914,-0.0093,-0.0071,-0.0075,0.01,0.01,0.0064,-0.0157,0.0086,0.0514,0.0157,-0.0243,0.0157,0.0186,0.1029,0.0114,0.0414,0.0271,0.0314,0.02,0.0543,0.0343,0.0343,0.03,0.0614,0.0486,0.0557,0.0543,0.08,0.0771,0.0829,0.0871,0.1186,0.1043,0.1286,0.1629,0.1857,0.17,0.0943,-0.0114,0.0157,0.02,0.02,0.0071,0.0729,0.0771,0.1157,0.1271,0.1686,0.1414,0.1971,0.0557,0.06,0.07,0.1,0.06,0.1,0.12,0.16,0.41,0.15,0.3,0.43,0.67,0.88,0.92,0.31,0.79,0.62,1.52,1.34,1.61,1.63,1.79,1.23,3.85,3.05,3.27,1.37,3.6,3.24,3.14,0.12,2.93,3.35,3.8,2.15,5.4,4.99,5.52
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0914,-0.0093,-0.0071,-0.0075,0.01,0.01,0.0064,-0.0157,0.0086,0.0514,0.0157,-0.0243,0.0157,0.0186,0.1029,0.0114,0.0414,0.0271,0.0314,0.02,0.0543,0.0343,0.0343,0.03,0.0614,0.0486,0.0557,0.0543,0.08,0.0771,0.0829,0.0871,0.1186,0.1043,0.1286,0.1629,0.1857,0.17,0.0943,-0.0114,0.0157,0.02,0.02,0.0071,0.0729,0.0771,0.1157,0.1271,0.1686,0.1414,0.1971,0.0557,0.06,0.07,0.1,0.06,0.1,0.12,0.16,0.41,0.15,0.3,0.43,0.67,0.88,0.92,0.31,0.79,0.62,1.52,1.34,1.61,1.63,1.79,1.23,3.85,3.05,3.27,1.37,3.6,3.24,3.14,0.12,2.93,3.35,3.8,2.15,5.4,4.99,5.52
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0007,-0.0071,0.0069,0.015,0.0179,0.0171,-0.0043,0.02,0.0614,0.0271,-0.0243,0.0157,0.0186,0.1029,0.0114,0.0414,0.0271,0.0314,0.0186,0.0429,0.0314,0.0314,0.0291,0.0538,0.0457,0.0526,0.0527,0.0799,0.074,0.0794,0.0871,0.115,0.1018,0.1286,0.1629,0.1857,0.17,0.0943,-0.0114,0.0157,0.02,0.02,0.0486,0.0729,0.0771,0.1157,0.1271,0.1686,0.1414,0.1971,0.0557,0.06,0.07,0.1,0.06,0.1,0.12,0.16,0.41,0.15,0.3,0.4574,0.67,0.88,0.92,0.31,0.79,0.62,1.52,1.34,1.61,2.4042,2.3531,1.8094,3.2799,3.1954,2.9655,1.6043,3.2319,2.5563,2.584,0.9434,2.93,3.4166,3.4901,2.5852,5.1584,4.9146,5.7125
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.024,306.908,324.1,417.004,431.368,440.44,449.974,358.974,454.825,451.143,452.067,369.712,452.144,462.084,438.487,465.192,484.225,492.415,494.69,494.704,489.237,476.63,469.294,453.88,446.999,435.904,422.177,424.963,417.62,405.566,388.353,383.425,380.268,377.517,379.358,379.722,377.363,377.09,388.073,388.192,411.663,411.103,413.903,421.022,424.13,426.93,429.128,430.836,431.438,432.74,432.516,433.811,436.097,437.606,438.257,437.993,438.154,438.389,440.063,445.458,446.262,447.362,448.142,450.359,451.552,451.919,451.116,451.922,452.195,451.552,451.367,452.494,453.945,455.088,455.283,455.641,455.129,454.925,455.795,452.984,450.169,450.344,451.649,452.417,451.572,450.011,444.292,441.654,439.739,437.898
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0914,-0.0093,-0.0071,-0.0057,0.0079,0.0071,0.005,-0.0157,0.0057,0.0414,0.0129,-0.0243,0.0129,0.0157,0.0871,0.01,0.0357,0.0257,0.03,0.02,0.0529,0.0329,0.0343,0.03,0.06,0.0471,0.0543,0.0529,0.0771,0.0743,0.08,0.0843,0.1143,0.1,0.1243,0.1586,0.18,0.1657,0.0914,-0.0114,0.0157,0.0186,0.0186,0.0071,0.07,0.0743,0.1129,0.1229,0.1643,0.1371,0.1929,0.0543,0.06,0.07,0.1,0.06,0.09,0.12,0.15,0.4,0.15,0.29,0.41,0.64,0.85,0.89,0.3,0.76,0.6,1.47,1.3,1.57,1.59,1.74,1.19,3.75,2.97,3.19,1.33,3.53,3.2,3.1,0.12,2.88,3.29,3.73,2.11,5.28,4.88,5.4
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0914,-0.0093,-0.0071,-0.0057,0.0079,0.0071,0.005,-0.0157,0.0057,0.0414,0.0129,-0.0243,0.0129,0.0157,0.0871,0.01,0.0357,0.0257,0.03,0.02,0.0529,0.0329,0.0343,0.03,0.06,0.0471,0.0543,0.0529,0.0771,0.0743,0.08,0.0843,0.1143,0.1,0.1243,0.1586,0.18,0.1657,0.0914,-0.0114,0.0157,0.0186,0.0186,0.0071,0.07,0.0743,0.1129,0.1229,0.1643,0.1371,0.1929,0.0543,0.06,0.07,0.1,0.06,0.09,0.12,0.15,0.4,0.15,0.29,0.41,0.64,0.85,0.89,0.3,0.76,0.6,1.47,1.3,1.57,1.59,1.74,1.19,3.75,2.97,3.19,1.33,3.53,3.2,3.1,0.12,2.88,3.29,3.73,2.11,5.28,4.88,5.4
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0007,-0.0071,0.0052,0.0114,0.0136,0.0136,-0.0043,0.0157,0.05,0.0257,-0.0243,0.0129,0.0157,0.0871,0.01,0.0333,0.0257,0.03,0.0186,0.0414,0.03,0.0314,0.0288,0.0538,0.0419,0.0518,0.0512,0.077,0.0717,0.0771,0.0843,0.1109,0.0979,0.1243,0.1586,0.18,0.1657,0.0914,-0.0114,0.0157,0.0186,0.0186,0.0459,0.07,0.0743,0.1129,0.1229,0.1643,0.1371,0.1929,0.0543,0.06,0.07,0.1,0.06,0.09,0.12,0.15,0.4,0.15,0.29,0.4381,0.64,0.85,0.89,0.3,0.76,0.6,1.47,1.3,1.57,2.3368,2.2871,1.7567,3.1947,3.1086,2.8911,1.5582,3.1724,2.5236,2.5478,0.9275,2.88,3.3541,3.4269,2.5356,5.046,4.8033,5.5891
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP
EBITDA,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.026,4.027,6.239,9.282,-0.623,14.188,19.847,15.431,-4.472,25.535,40.87,4.31,-7.391,6.99,8.083,3.943,8.403,26.79,20.004,21.783,14.932,34.142,25.019,24.755,21.894,42.389,42.717,47.062,45.646,61.795,58.955,63.587,69.204,86.651,78.179,87.706,112.066,125.296,108.755,73.698,9.396,27.201,27.263,31.601,43.873,69.143,68.572,95.133,109.977,142.577,124.764,79.358,112.623,90.416,89.688,75.382,64.251,84.501,120.446,168.123,271.991,146.358,227.865,264.376,465.619,481.949,501.829,238.986,525.645,779.915,1063.943,556.33,986.773,1384.589,1343.452,986.185,1995.597,1886.064,1825.506,695.754,2046.228,1661.788,1618.206,643.291,1804.652,1916.568,2007.054,1582.676,2719.768,2684.064,2990.391
