LLY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,0.8844,0.894,1.8949,1.7278,0.4851,0.4967,1.5845,1.4047,0.8269,0.8031,,2.249,0.4835,0.9285,1.6688,,0.5083,0.9209,1.5761,1.8707,0.7218,1.4155,0.2534,2.2376,0.5678,1.6968,1.1559,1.8858,0.702,,1.0819,2.0962,0.11,1.4942,1.5108,1.8606,-0.1745,1.2427,1.2853,1.5682,0.7217,1.2025,1.5926,1.4074,0.6539,1.2323,1.8127,1.878,0.3786,0.863,0.8323,0.9439,1.4472,1.1962,1.4881,1.5613,1.4411,1.4374,1.0592,,1.0926,,-0.4778,1.1623,0.3049,0.8366,1.3462,14.0416,1.7531,0.8868,1.5594,2.6097,1.5997,1.1273,,,0.0669,0.797,1.3864,2.2052,0.7676,1.4172,1.3501,1.905,1.1138,1.7041,1.6771,2.266,0.8431,1.414,1.1641,1.9367,0.2451,1.3573,1.6554,2.3736,0.3741,1.4368,3.3785,3.3627,-0.1602,1.5789,1.3814,2.0821,-0.4978,1.7306,2.2746,2.5998,,1.638,3.3857,,0.3586,,1.8458,1.2876,0.0734,0.7923,1.2043,1.3129,0.2625,1.7673,1.495,0.8575,1.2524,1.2772,1.4695,1.2493,1.3259,1.2423,1.527,0.8581,1.2868,0.3584,,-0.1424,0.5199,0.4942,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,1240.6,1225.4,1281.8,1443.8,1435.5,1376.3,1341.3,1572.6,1557.1,1478.3,1476.5,1655.4,1560,1561,1530.6,1457.1,1309.1,1346.8,1507.3,1548.4,1717.3,1614.8,1631.9,1799.8,1783.3,1698.3,1803.9,2061.1001,1953,1988.7,2160.1,2258,2087,2155,2359.4,2635.3999,2255.6001,2341.6,2585.2,2820.5,2451.1,2621.5,2811.9,2977.7,2805.7,3033.5,2874.4,2828.9,2561.1,2775.2,2785.6,2955.6,2889.4,3088.2,3139.4,3465.5,3376.9,3556.3,3280.4,3644.3,3497.4,3667.7,3601.1,3879.1,3714.7,3866.9,3864.1,4245.3,4226.1,4631,4586.8,5189.6,4807.6,5150.4,5209.5,5204.4,5047,5292.8,5562,5934.2,5485.5,5748.7,5654.8,6187,5839.2,6252.8,6147.9,6046.6,5602,5600.7,5443.3,5957.3,5602,5929.7,5772.6,5808.8,4683.1,4935.6,4875.6,5121.3,4644.7,4978.7,4959.7,5375.6,4865.1,5404.8,5191.7,5760.5,5228.3,5824.3,5658,6160.7,4963.8,5585,5306.9,5637.6,5092.2,5636.7,5476.6,6114,5859.8,5499.4,5740.6,7440,6805.6,6740.1,6772.8,7999.9,7810,6488,6941.6,7301.8,6960,8312.1,9498.6,9353.4,8768,11302.8,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,5292.8,5562,5934.2,5485.5,5748.7,5654.8,6187,5839.2,6252.8,6147.9,6046.6,5602,5600.7,5443.3,5957.3,5602,5929.7,5772.6,5808.8,4683.1,4935.6,4875.6,5121.3,4644.7,4978.7,4959.7,5375.6,4865.1,5404.8,5191.7,5760.5,5228.3,5824.3,5658,6160.7,4963.8,5585,5306.9,5637.6,5092.2,5636.7,5476.6,6114,5859.8,5499.4,5740.6,7440,6805.6,6740.1,6772.8,7999.9,7810,6488,6941.6,7301.8,6960,8312.1,9498.6,9353.4,8768,11302.8,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,343.8,366.7,378.4,434.4,389.5,388.2,392.3,484.2,435.1,445.6,532.5,483.8,446.6,469.5,467.4,436.4,382.1,385.8,451.4,460.4,512.5,459.4,419.7,494.1,518,505.1,502.9,592.4,541.3,548.8,587.8,561.7,457.3,478.6,495.7,583.5,493.5,491.1,548.2,565.2,508.7,491.7,490.1,565.2,522.3,522.2,549,566.7,530.1,524.9,553.7,567.8,621.3,643,679.3,731.5,751.7,796.4,810.1,865.7,859,871.3,845.7,898.2,806.5,860.6,860.4,1019,922.5,998.9,1054.6,1272.8,1111.3,1200.9,1155.2,909.3,816.4,947.4,1051.9,1431.3,1122.5,1023.9,987.6,1232.2,1180.1,1228,1338.1,1321.7,1197.9,1146.7,1203.6,1248.3,1158.3,1165.2,1198.1,1386.5,1222.7,1189.7,1267,1253.1,1192.7,1218.4,1236.9,1389.2,1323,1465,1400.9,1466,1347.9,1571.7,1586.3,1644.9,1164.6,1234.3,1152.9,1129.9,1138.7,1124.9,1175,1282.6,1215.1,1222,1326.4,1719.8,1878.6,1953.2,1430.8,2050.2,2072.1,1430.5,1579.1,1548.1,1626.7,1807.4,1860.1,1788,1673.5,2170.2,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5,998.9,1054.6,1272.8,1111.3,1200.9,1155.2,,816.4,947.4,1051.9,1431.3,1122.5,1023.9,987.6,1232.2,1180.1,1228,1338.1,1321.7,1197.9,1146.7,1203.6,1248.3,1158.3,1165.2,1198.1,1386.5,1222.7,1189.7,1267,1253.1,1192.7,1218.4,1236.9,1389.2,1323,1465,1400.9,1466,1347.9,1571.7,1586.3,1644.9,1164.6,1234.3,1152.9,1129.9,1138.7,1124.9,1175,1282.6,1215.1,1222,1326.4,1719.8,1878.6,1953.2,1430.8,2050.2,2072.1,1430.5,1579.1,1548.1,1626.7,1807.4,1860.1,1788,1673.5,2170.2,
Gross Profit,GROSS_PROFIT,896.8,858.7,903.4001,1009.4001,1046,988.1,949.0001,1088.4,1122,1032.7,944,1171.6,1113.4,1091.5,1063.2,1020.7,927,961.0001,1055.9001,1088,1204.8,1155.4001,1212.2,1305.7,1265.3,1193.2,1301,1468.7001,1411.7,1439.9,1572.3,1696.3,1629.7,1676.4,1863.7,2051.8999,1762.1001,1850.5,2037,2255.3,1942.4,2129.8,2321.8,2412.5,2283.4,2511.3,2325.4,2262.2,2031,2250.3,2231.9,2387.8,2268.1,2445.2,2460.1,2734,2625.2,2759.9,2470.3,2778.6,2638.4,2796.4,2755.4,2980.9,2908.2,3006.3,3003.7,3226.3,3303.6,3632.1,3532.2,3916.8,3696.3,3949.5,4054.3,4295.1,4230.6,4345.4,4510.1,4502.9,4363,4724.8,4667.2,4954.8,4659.1,5024.8,4809.8,4724.9,4404.1,4454,4239.7,4709,4443.7,4764.5,4574.5,4422.3,3460.4,3745.9,3608.6,3868.2,3452,3760.3,3722.8,3986.4,3542.1,3939.8,3790.8,4294.5,3880.4,4252.6,4071.7,4515.8,3799.2,4350.7,4154,4507.7,3953.5,4511.8,4301.6,4831.4,4644.7,4277.4,4414.2,5720.2,4927,4786.9,5342,5949.7,5737.9,5057.5,5362.5,5753.7,5333.3,6504.7,7638.5,7565.4,7094.5,9132.6,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Operating Expenses,IS_OPERATING_EXPN,466.7,501.1,537,624.1,550.2,557.8,540,655.2,541.9,595.2,731.8,680.2,605.1,634.8,650.1,619.7,457.3,532.8,638.3,667,643.9,696.8,704.7,850.9,736,752.4,763.8,929.2,772.9,899.4,932.6,1060.5,906.4,1054.1,1235,1329.2,1006,1110.1,1139.3,1285.8,1146.8,1304.2,1306.4,1489.4,1284.4,1463.6,1431.9,1472.6,1280.1,1460.7,1337.4,1495.1,1444.1,1585.8,1531.5,1844.2,1710.5,1854.4,1606.7,1803.7,1792.6,1908.5,1821.9,1999.5,1883.7,2012.7,1953.9,2168.8,2171,2379.1,2322.3,2709.4,2427.6,2651.6,2602.2,2785.9,2476.5,2853.6,3373.7,3297.9,2729.7,2969.9,2974.2,3505.8,3374,3435.9,3223.9,3656.3,3022.8,3251.8,3153.5,3644.6,3021.8,3261.5,3029.8,3521.5,2625.6,2859.3,3046.6,3491.8,2926.8,2957.3,2761.5,3586.5,2826.3,3016.5,2847.3,3418.3,3897.5,3052.5,3530,4343.6,2503,4355.6,2811,3607.5,3308.4,3013.5,2870.9,3431.2,3053.9,3080.6,3135.9,3728.1,3771.7,3383.5,3460.8,4032.5,3333.6,3847.4,3686,3917.3,3839.3,4379,7188.1,5177.6,4585.5,5417.8,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.8,,,,1550.5,,1649.2,1726.6,1529.2,1708.2,1701.8,1953.3,1614.4,1755.4,1694.9,1988.7,1785.7,2043,1917.8,2133.4,1847.5,1931.1,1757.4,1977.5,1652,1867.6,1652.4,1953.6,1484.9,1663.9,1672.1,1799.9,1523.5,1635.4,1575.7,1798.4,1473.9,1622.6,1565.4,1790.1,1567.7,1730.4,1578.5,1803.5,1338.7,1485.6,1457.2,1693.6,1517.1,1586.3,1412.3,1698.1,1549.6,1448.6,1569.1,1553.9,1576,1685.7,1577.9,1592,1557.9,1625.1,1614.2,1643.2,1749.2,1925.4,1803.9,1924.6,1952.2,2117.3,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.7,587.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.8,,1524.7,1477.8,,,1700.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.3,1040.4,1122.1,1216.7,1039.1,1187.2,1219.8,1438.1,1124,1260.6,1280.9,1355.3,1151.5,1320.7,1342.8,1463.1,1348.1,1330.4,1377.4,1475.4,1109.3,1195.4,1243.2,1185.7,1039.3,1169.5,1143.4,1444.2,1221,1335.9,1236.4,1450.6,1258.3,1272.1,1340,1486.9,1107.5,1271,1280.9,1391.8,1230.5,1402.2,1380.9,1581.4,1392.1,1390.2,1465.4,1838,1672.1,1655,1705.3,1898.3,1610.1,1781.9,1802.9,1995.9,1985.1,2356.5,2409.1,2562.7,2522.8,2711.2,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,549.8,127.9,76.2,27.3,59.5,79,464.3,132.3,25.2,167.6,23.8,0,53.3,204,21.7,63.5,0,92.5,31.4,0,131.3,506.2,364,152.4,42.4,343.9,131.4,58,45.5,177.6,1071.5,50,611.5,1053.2,56.8,1599,72.9,522.1,560.8,25,77.7,151.7,112.2,241.8,101.4,336.2,523.6,42.8,177.6,542.2,165.6,440.4,268.9,278.2,105,97.1,2975.1,690.3,110.5,589.3,
Operating Income (Loss),IS_OPER_INC,430.1,357.6,366.4,385.3,495.8,430.3,409,433.2,580.1,437.5,212.2,491.4,508.3,456.7,413.1,401,469.7,428.2,417.6,421,560.9,458.6,507.5,454.8,529.3,440.8,537.2,539.5,638.8,540.5,639.7,635.8,723.3,622.3,628.7,722.7,756.1,740.4,897.7,969.5,795.6,825.6,1015.4,923.1,999,1047.7,893.5,789.6,750.9,789.6,894.5,892.7,824,859.4,928.6,889.8,914.7,905.5,863.6,974.9,845.8,887.9,933.5,981.4,1024.5,993.6,1049.8,1057.5,1132.6,1253,1209.9,1207.4,1268.7,1297.9,1452.1,1509.2,1754.1,1491.8,1136.4,1205,1633.3,1754.9,1693,1449,1285.1,1588.9,1585.9,1068.6,1381.3,1202.2,1086.2,1064.4,1421.9,1503,1544.7,900.8,834.8,886.6,562,376.4,525.2,803,961.3,399.9,715.8,923.3,943.5,876.2,-17.1,1200.1,541.7,172.2,1296.2,-4.9,1343,900.2,645.1,1498.3,1430.7,1400.2,1590.8,1196.8,1278.3,1992.1,1155.3,1403.4,1881.2,1917.2,2404.3,1210.1,1676.5,1836.4,1494,2125.7,450.4,2387.8,2509,3714.8,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,24.1,66.9,67.8,-74.5,18.4,21.7,39.4,11.2,57.6,83.4,26.8,46,16.5,-788.5,52,-529.2,-11.9,31.3,-9.1,-56,-53.8,-93.5,-137.2,-92.7,123.3,-86.5,-44.7,149,-21.2,-27.2,-15.8,-78.3,-60.4,-49.9,-111.9,-69.5,-46.6,1.9,-31.4,-86,32.4,24.9,-262.9,-89.1,-446.9,-158.9,-477,-321.1,-190.5,635.9,77.3,350.7,119.2,111,-260,-35.7,36.8,23.2,-121,-27.1,197.6,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,42.7,45.4,,43.9,43,45.9,,46.8,45.5,44.1,45.9,41.4,40.4,41.9,22.8,9.6,23.9,22.3,23.9,15.5,19.9,15.8,9.8,9.3,7.5,18.5,,24.6,12,24.3,,5.3,-2.6,-4.8,-21.7,-4,8.7,6.2,2.1,3.5,-4.7,-9.2,28,60.2,45.5,44,36.4,37,36.5,30.9,29.2,30.3,27.3,22.8,25.6,19.2,15.8,21.3,16.5,16.7,10.6,7.6,5.5,3.4,1.9,9.3,13.2,19.5,16.2,18.1,20.4,19.2,19.7,18.1,19.5,14,16.7,16.8,10.2,15.7,22.1,28.7,16.7,55.9,91.5,90.1,82.7,78.2,81.2,83.8,83.4,82.3,81.5,76.6,74,77.9,71,61.4,58.5,68.6,74.3,75.7,93.7,133.8,146.3,
    + Interest Expense,IS_INT_EXPENSE,,,,,16.9,7.3,9,6.6,9,18.3,21.4,23,,,,,16.7,18.7,15.3,53.1,66.2,72.3,75.6,72.2,69.9,75.5,74.1,69.3,60.6,62.5,57.3,53.7,47.9,42.7,45.4,45.3,43.9,43,45.9,51,46.8,45.5,44.1,45.9,41.4,40.4,41.9,22.8,9.6,23.9,22.3,23.9,15.5,19.9,15.8,9.8,9.3,7.5,18.5,16.3,24.6,12,24.3,44.3,65,65.8,62.7,44.6,53,59.1,55.8,60.4,59.8,42.6,44,81.9,87.6,64.3,59.2,50.2,47.6,47.5,47.2,43.2,45.8,45.1,45,50.1,45.3,43,47,42.5,40.3,40.3,39.8,39.7,37.8,35.5,38.1,37.4,40.9,36.8,39.3,44.2,43.4,43.2,47.2,51.4,46.6,53.6,61.9,62.9,61.2,63.3,60.8,57.2,86.5,110.9,107.4,95.9,92.5,88.3,89.6,89.2,87.8,86.9,83.6,81.4,84.9,81.2,81.5,84,102.8,120.3,124.6,138.2,179.6,183.6,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,68.4,67.5,66.3,57,50.4,49.6,58.3,56.3,47.3,53.2,53.9,27.4,18.8,15.2,13.8,10.6,11,16.3,14,15.5,17.8,22.2,24.5,26.1,27.2,25.7,26,23.6,29.7,32.2,34.2,34.4,33.6,28.8,24.2,21.4,20.6,21.2,23.8,24.2,23.5,29.1,31.9,32.6,36.9,45.1,52.7,45.5,41.2,32.1,40.5,30.6,19.4,17.3,13.2,14.3,7.1,5.8,5.8,5.5,5.4,7,7.4,7,10.2,20.1,25.5,34.2,46,48.9,44.5,45.8,37.3,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-186.6,,,,-301.5,-215.4,246.8,,425.4,118.9,123.3,,13.7,64.9,62.9,,16,157.9,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-21.4,22.9,31.4,-111.5,-18.1,-9.2,10.2,-19.1,30.3,60.6,1.2,26.8,0.7,-809.8,35.5,-545.9,-22.5,23.7,-14.6,-59.4,-55.7,-102.8,-150.4,-112.2,107.1,-104.6,-65.1,129.8,-40.9,-45.3,-35.3,-92.3,-77.1,-66.7,-122.1,-85.2,-68.7,-26.8,-48.1,-141.9,-59.1,-65.2,-345.6,19.3,-528.1,-242.7,-560.4,-101.9,-56.6,312.5,3.3,-152.6,-70.7,-73.7,-318.5,-118,-102.4,-115.4,-214.7,-176.9,-106.6,
"Pretax Income (Loss), Adjusted",PRETAX_INC,483.4,389.2,364.3,362.1,555.2,453.5,425,445.5,636.9,486.5,-385.6,444.5,529.8,491.9,417.6,-647.5,432.8,460.5,426.8,378.5,527.9,436.6,437.3,363.8,523.8,465.3,559.4,482.8,576.8,-1288.9,612.3,617.6,703.3,647.3,599.1,715.3,543.5,739,939.2,1023.7,1022.5,854.1,998.4,983.7,1034.4,1061.1,715.3,741.3,806.7,844.2,862.8,944,493.9,887.9,915.9,964,615.5,838.2,968.2,520,944.4,-140.1,1018.5,894.7,1056.7,1040.5,1105.8,215,719.4,926.7,1178.4,1052.3,1056.3,1206.3,-232.8,-3337.4,1683.4,1467.7,1069.5,1137.2,1707.8,1736.5,1671.3,1409.6,1273.9,1531.3,1502.5,1041.8,1335.3,1185.7,1874.7,1012.4,1951.1,1514.9,1513.4,909.9,890.8,940.4,655.5,513.6,617.9,679.7,1047.8,444.6,566.8,944.5,970.7,892,61.2,1260.5,591.6,284.1,1365.7,41.7,1341.1,931.6,731.1,1465.9,1405.8,1663.1,1679.9,1643.7,1437.2,2469.1,1476.4,1593.9,1245.3,1839.9,2053.6,1090.9,1565.5,2096.4,1529.7,2088.9,427.2,2508.8,2536.1,3517.2,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1824.8,-13.6,,,,127.5,,211.4,,-67.8,-110,-123.4,0,,,0,0,211.9,100,,,84,,353.9,,,-36.7,362.3,108.9,,989,,1073.4,,171.9,,,,945.2,451.5,328.1,81.3,187.2,22.4,181,1687.4,4708.5,-37,92.9,633.0138,226,141.2,16.42,73.6,63.6,428.9,91.9,2.1,152.4,16.5,-10.7,12.4,199.2,-476,40.7,0.6,94.2,-44.4,-66.3,162.3,424.7,419.2,333.6,42.4,348.5,340.8,57.7,34,167.8,1031.5,45,617,1063.9,56.8,1624.8,72.9,522.1,645.4,25,76.8,209,112.2,241.8,-47.6,336.2,222.1,747.3,678.1,459.7,554,546.7,376.6,494.7,105,151,3040.4,807.3,87.1,737,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.2,123,,81.3,,145.7,88.9,1659.4,80,,,,,,,,,,,,,,,,,,,,,,,,189.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-495.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,-12.1,-35,75.7,65,-10.9,9.4,-27.4,-35.9,-47,-23.1,-24.1,-11,-10.7,-40.9,-8.8,-7.5,-22.8,0.6,1.7,-75.8,-73.7,-91.6,-83,55.2,-46.1,,4.6,5.5,-0.3,-11.5,-9.8,-50.4,-21.1,,,,,,,,,-0.9,,,,-149,,-301.5,,223.4,,388.4,106.3,107.7,,,,65.3,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,549.8,60.3,26.2,27.32,64.2,91,76.8,138.9,25.2,176.5,27.5,,53.3,208,26.9,63.5,,35.4,31.4,7.4,158.9,190.4,108,78.6,42.4,144.9,335.3,58,45.5,147.6,213.9,50,412,1013.9,56.8,0.3,42.9,192.7,508.5,,,209,59.9,,101.4,-30.1,211.6,423,-128.1,22,,,206.5,38.1,,,,67.7,,435,
"Pretax Income (Loss), GAAP",PRETAX_INC,483.4,389.2,364.3,362.1,555.2,453.5,425,445.5,636.9,486.5,-385.6,444.5,529.8,491.9,417.6,-647.5,432.8,460.5,426.8,378.5,527.9,436.6,437.3,363.8,523.8,465.3,559.4,482.8,576.8,-1288.9,612.3,617.6,703.3,647.3,599.1,715.3,543.5,739,939.2,1023.7,1022.5,854.1,998.4,983.7,1034.4,1061.1,715.3,741.3,806.7,844.2,862.8,944,493.9,887.9,915.9,964,615.5,838.2,968.2,520,944.4,-140.1,1018.5,894.7,1056.7,1040.5,1105.8,215,719.4,926.7,1178.4,1052.3,1056.3,1206.3,-232.8,-3337.4,1683.4,1467.7,1069.5,1137.2,1707.8,1736.5,1671.3,1409.6,1273.9,1531.3,1502.5,1041.8,1335.3,1185.7,1874.7,1012.4,1951.1,1514.9,1513.4,909.9,890.8,940.4,655.5,513.6,617.9,679.7,1047.8,444.6,566.8,944.5,970.7,892,61.2,1260.5,591.6,284.1,1365.7,41.7,1341.1,931.6,731.1,1465.9,1405.8,1663.1,1679.9,1643.7,1437.2,2469.1,1476.4,1593.9,1245.3,1839.9,2053.6,1090.9,1565.5,2096.4,1529.7,2088.9,427.2,2508.8,2536.1,3517.2,
