CAT US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,99,46,54,11,-32,-17,-37,-318,-157,-64,5,-2,34,67,432,148,192,240,244,279,300,323,213,300,296,374,310,,394,435,385,451,430,446,336,301,205,283,219,239,258,315,216,264,162,271,205,167,80,200,213,305,129,399,222,349,412,552,498,551,581,760,667,846,840,1046,769,882,816,823,927,975,922,1106,868,661,-131,360,392,206,236,733,801,988,1243,1022,1154,1562,1611,1709,1702,700,882,965,950,1006,925,1002,1021,763,1248,803,562,-90,272,553,283,-1167,194,803,1061,-1299,1667,1705,1727,1049,1884,1619,1494,1097,1093,459,671,780,1531,1414,1428,2120,1537,1673,2040,1454,1942,2924,2793,2673,2854,2681,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,99,46,54,-19,-32,-17,-37,-327,-2374,-64,5,-2,34,67,432,119,192,240,244,279,300,323,213,300,296,374,310,,394,435,385,451,430,446,336,301,205,283,219,239,258,315,216,264,162,271,205,167,80,200,213,305.329,129,399,222,349,412,552,498,551,581,760,667,846,840,1046,769,882,816,823,927,975,922,1106,868,661,-131,360,392,206,236,733,801,988,1243,1022,1154,1562,1611,1709,1702,700,882,965,950,1006,925,1002,1021,763,1248,803,562,-90,272,553,283,-1167,194,803,1061,-1299,1667,1705,1727,1049,1884,1619,1494,1097,1093,459,671,780,1531,1414,1428,2120,1537,1673,2040,1454,1942,2924,2793,2673,2854,2681,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-19,-11,-12,-26,3,26,9,20,18,7,13,15,25,10,3,3,2,5,4,3,3,3,4,6,3,1,3,4,1,3,0,4,2,1,2,0,2,-2,0,1,3,-1,0,-1,1,1,3,0,1,1,2,0,0,0,-1,0,-1,2,-1,-3,-2,0,
"Net Income, GAAP",NET_INCOME,99,46,54,11,-32,-17,-37,-318,-2374,-64,5,-2,34,67,432,119,192,240,244,279,300,323,213,300,296,374,310,381,394,435,385,451,430,446,336,301,205,283,219,239,258,315,216,264,162,271,205,167,80,200,213,305,129,399,222,349,412,552,498,551,581,760,667,846,840,1046,769,882,816,823,927,975,922,1106,868,661,-112,371,404,232,233,707,792,968,1225,1015,1141,1547,1586,1699,1699,697,880,960,946,1003,922,999,1017,757,1245,802,559,-94,271,550,283,-1171,192,802,1059,-1299,1665,1707,1727,1048,1881,1620,1494,1098,1092,458,668,780,1530,1413,1426,2120,1537,1673,2041,1454,1943,2922,2794,2676,2856,2681,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,99,46,54,11,-32,-17,-37,-318,-2374,-64,5,-2,34,67,432,119,192,240,244,279,300,323,213,300,296,374,310,381,394,435,385,451,430,446,336,301,205,283,219,239,258,315,216,264,162,271,205,167,80,200,213,305,129,399,222,349,412,552,498,551,581,760,667,846,840,1046,769,882,816,823,927,975,922,1106,868,661,-112,371,404,232,233,707,792,968,1225,1015,1141,1547,1586,1699,1699,697,880,960,946,1003,922,999,1017,757,1245,802,559,-94,271,550,283,-1171,192,802,1059,-1299,1665,1707,1727,1048,1881,1620,1494,1098,1092,458,668,780,1530,1413,1426,2120,1537,1673,2041,1454,1943,2922,2794,2676,2856,2681,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,99,46,54,11,-32,-17,-37,-318,-2374,-64,5,-2,34,67,432,119,192,240,244,279,300,323,213,300,296,374,310,381,394,435,385,451,430,446,336,301,205,283,219,239,258,315,216,264,162,271,205,167,80,200,213,305,129,399,222,349,412,552,498,551,581,760,667,846,840,1046,769,882,816,823,927,975,922,1106,868,661,-112,371,404,232,233,707,792,968,1225,1015,1141,1547,1586,1699,1699,697,880,960,946,1003,922,999,1017,757,1245,802,559,-94,271,550,283,-1171,192,802,1059,-1299,1665,1707,1727,1048,1881,1620,1494,1098,1092,458,668,780,1530,1413,1426,2120,1537,1673,2041,1454,1943,2922,2794,2676,2856,2681,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,52,,,,,,,,,,356.368,74.376,-130.3,47.65,65.95,28.6,3.25,28.6,-18.85,206.05,104,205.4,-9.75,-3.55,-134.1,226.05,45.95,-66.95,6.5,-79.4,102.85,100.05,52,65.47,-61.27,54.963,64.856,576.477,123.417,94.176,218.152,1667.422,552.472,90.542,90.018,2564.52,8.64,81.63,80.916,452.452,-140.08,60.9,22.49,522,-217,152.13,179.048,496,64,25.84,29,-457,11,63.13,40,681,1057.88,24.49,36,-24,-74,432.12,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,811.2,811.2,809.6,807.244,807.2,807.2,807.2,807.292,807.2,807.2,807.2,807.616,808,808.64,811.952,814.296,815.336,813.896,812.192,811.6,800.4,798.8,793.2,783.44,775.6,773.6,768,763.22,758.324,754.2,749.4,739.666,734.2,731.8,723.8,716.146,712.6,711.8,710,708.7394,703.152,694.132,689.012,687.048,686.63,686.68,686.64,686.598,687.184,688.02,688.344,688.436,688.632,689.338,692.5,691.846,685.224,684.8,683.6,684,684.2,678.3,678.8,673.6,672,662.1,653.2,647.6,643.9,640.5,638.3,630.4,617.5,614.3,607,602.1,602.1,611.8,622.4,624.2,626.4,629.8,632.6,637,641.4,645.5,646.6,647.1,650,652.9,653.6,654.4,656.2,649.9,639.3,637,626.7,626.3,611.5,605.8,604.9,603.2,584.7,582.3,582.8,584.1,584.7,585.8,587.5,590.2,592.9,596.4,598,596.2,592.1,581.4,572.4,567.8,556.3,550.3,546.8,541.5,542.3,544.5,546.4,547.9,544,538.7,534.5,531,525,517.4,516.2,512.9,509.8,504.4,493.9,487.2,
"Basic EPS, GAAP",IS_EPS,0.1213,0.0575,0.0675,0.0137,-0.04,-0.02,-0.0463,-0.395,-2.9413,-0.0787,0.0063,-0.0025,0.0425,0.0825,0.5325,0.1462,0.2362,0.295,0.3,0.345,0.375,0.405,0.2675,0.3825,0.38,0.485,0.405,0.4975,0.52,0.575,0.515,0.61,0.585,0.61,0.465,0.42,0.29,0.4,0.31,0.3372,0.365,0.455,0.315,0.385,0.235,0.395,0.3,0.245,0.115,0.29,0.31,0.445,0.185,0.58,0.32,0.505,0.6,0.805,0.73,0.81,0.85,1.12,0.98,1.26,1.25,1.58,1.18,1.36,1.27,1.28,1.45,1.55,1.49,1.8,1.43,1.1,-0.19,0.61,0.65,0.37,0.37,1.12,1.25,1.52,1.91,1.57,1.76,2.39,2.44,2.6,2.6,1.07,1.34,1.48,1.48,1.57,1.47,1.6,1.66,1.25,2.06,1.33,0.95,-0.16,0.46,0.94,0.48,-2,0.33,1.36,1.79,-2.18,2.78,2.86,2.92,1.8,3.29,2.85,2.69,2,2,0.84,1.23,1.43,2.8,2.58,2.62,3.94,2.88,3.15,3.89,2.81,3.76,5.7,5.48,5.31,5.78,5.5,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.1213,0.0575,0.0675,0.0137,-0.04,-0.02,-0.0463,-0.395,-0.195,-0.0787,0.0063,-0.0025,0.0425,0.0825,0.5325,0.1813,0.2362,0.295,0.3,0.345,0.375,0.405,0.2675,0.3825,0.38,0.485,0.405,0.4975,0.52,0.575,0.515,0.61,0.585,0.61,0.465,0.42,0.29,0.4,0.31,0.3372,0.365,0.455,0.315,0.385,0.235,0.395,0.3,0.245,0.115,0.29,0.31,0.445,0.185,0.58,0.32,0.505,0.6,0.805,0.73,0.81,0.85,1.12,0.98,1.26,1.25,1.58,1.18,1.36,1.27,1.28,1.45,1.55,1.49,1.8,1.43,1.1,-0.19,0.61,0.65,0.37,0.37,1.12,1.25,1.52,1.91,1.57,1.76,2.39,2.44,2.6,2.6,1.07,1.34,1.48,1.48,1.57,1.47,1.6,1.66,1.25,2.06,1.33,0.95,-0.16,0.46,0.94,0.48,-2,0.33,1.36,1.79,-2.18,2.78,2.86,2.92,1.8,3.29,2.85,2.69,2,2,0.84,1.23,1.43,2.8,2.58,2.62,3.94,2.88,3.15,3.89,2.81,3.76,5.7,5.48,5.31,5.78,5.5,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,0.375,0.405,0.2675,0.3825,0.38,0.485,0.405,0.4975,0.52,0.575,0.515,0.61,0.585,0.61,0.465,0.42,0.29,0.4,0.31,0.3372,0.365,0.455,0.315,0.385,0.235,0.395,0.3,0.385,0.115,0.29,0.31,0.445,0.185,0.58,0.38,0.505,0.6,0.805,0.73,0.81,0.85,1.12,0.98,1.26,1.25,1.58,1.26,1.36,1.27,1.28,1.45,1.55,1.49,1.8,1.43,1.1,0.4059,0.728,0.4397,0.448,0.4773,1.168,1.2571,1.5645,1.8805,1.8916,1.9255,2.7081,2.425,2.5968,2.3943,1.4105,1.4111,1.3741,1.4899,1.4499,1.6353,1.7548,1.7482,1.3577,1.9569,1.4207,1.067,0.8286,0.6768,1.1029,0.8571,0.8474,1.2672,1.5123,1.938,2.1219,2.7987,3.0001,3.0534,2.5808,3.0414,2.9604,2.726,2.9438,1.6002,1.1267,1.562,2.3434,2.9173,2.6261,2.6746,3.0871,2.8962,3.2695,3.9638,4.1264,5.8134,5.7448,5.5512,5.2577,5.6327,6.3898,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,811.2,811.2,809.6,807.244,807.2,807.2,807.2,807.292,807.2,807.2,807.2,807.616,808,808.64,811.952,814.296,815.336,813.896,812.192,811.6,800.4,798.8,793.2,783.44,784,781.8,777.8,763.22,767.6,767.2,762.8,751.17,745,743.6,733.6,725.172,721,722.2,719.8,711.9383,708.42,698.756,692.596,690.866,693.27,695.558,695.038,694.136,695.474,696.364,692.45,692.636,693.652,696.836,712.178,717.302,711.472,709.6,706,712.2,713.2,705.1,710.7,705.4,699.1,688.5,677.2,669.5,665.2,662.8,660,650.8,637.9,635.5,624.8,610.6,602.1,619.8,635.5,641.7,643.5,647,651.6,659.6,664.9,667.2,666,665.9,670.2,669.6,668.7,669.3,671.6,662.7,651.9,649.6,639.3,638.3,622.8,616,612.7,610.7,589.6,582.3,587.7,588.6,589.6,585.8,593.2,595.4,600.1,596.4,608,604.2,599.4,587.6,578.8,573.1,561.2,556.1,551.1,544.5,546.4,549.5,551.4,552.1,547.6,542.6,538.3,534.1,527.6,520.9,519.4,515,512.6,507,496.9,489.5,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.1213,0.0575,0.0675,0.0137,-0.04,-0.02,-0.0463,-0.395,-2.9413,-0.0787,0.0063,-0.0025,0.0425,0.0825,0.5325,0.1462,0.2362,0.295,0.3,0.345,0.375,0.405,0.2675,0.3825,0.38,0.48,0.4,0.4975,0.515,0.565,0.505,0.6,0.575,0.6,0.46,0.415,0.285,0.39,0.305,0.3357,0.365,0.45,0.31,0.38,0.235,0.39,0.295,0.24,0.115,0.29,0.305,0.44,0.185,0.575,0.31,0.485,0.58,0.775,0.7,0.77,0.815,1.08,0.94,1.2,1.2,1.52,1.14,1.32,1.23,1.24,1.4,1.5,1.45,1.74,1.39,1.08,-0.19,0.6,0.64,0.36,0.36,1.09,1.22,1.47,1.84,1.52,1.71,2.32,2.37,2.54,2.54,1.04,1.31,1.45,1.45,1.54,1.44,1.57,1.63,1.23,2.03,1.31,0.94,-0.16,0.46,0.93,0.48,-2,0.32,1.35,1.77,-2.18,2.74,2.82,2.88,1.78,3.25,2.83,2.66,1.97,1.98,0.84,1.22,1.42,2.77,2.56,2.6,3.91,2.86,3.13,3.87,2.79,3.74,5.67,5.45,5.28,5.75,5.48,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.1213,0.0575,0.0675,0.0137,-0.04,-0.02,-0.0463,-0.395,-0.195,-0.0787,0.0063,-0.0025,0.0425,0.0825,0.5325,0.1813,0.2362,0.295,0.3,0.345,0.375,0.405,0.2675,0.3825,0.38,0.48,0.4,0.4975,0.515,0.565,0.505,0.6,0.575,0.6,0.46,0.415,0.285,0.39,0.305,0.3357,0.365,0.45,0.31,0.38,0.235,0.39,0.295,0.24,0.115,0.29,0.305,0.44,0.185,0.575,0.31,0.485,0.58,0.775,0.7,0.77,0.815,1.08,0.94,1.2,1.2,1.52,1.14,1.32,1.23,1.24,1.4,1.5,1.45,1.74,1.39,1.08,-0.19,0.6,0.64,0.36,0.36,1.09,1.22,1.47,1.84,1.52,1.71,2.32,2.37,2.54,2.54,1.04,1.31,1.45,1.45,1.54,1.44,1.57,1.63,1.23,2.03,1.31,0.94,-0.16,0.46,0.93,0.48,-2,0.32,1.35,1.77,-2.18,2.74,2.82,2.88,1.78,3.25,2.83,2.66,1.97,1.98,0.84,1.22,1.42,2.77,2.56,2.6,3.91,2.86,3.13,3.87,2.79,3.74,5.67,5.45,5.28,5.75,5.48,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.1213,0.0575,0.0675,0.0137,-0.04,-0.02,-0.0463,-0.395,-0.195,-0.0787,0.0063,-0.0025,0.0425,0.0825,0.5325,0.1813,0.2362,0.295,0.3,0.345,0.375,0.405,0.2675,0.3825,0.38,0.48,0.4,0.4975,0.515,0.565,0.505,0.6,0.575,0.6,0.46,0.415,0.285,0.39,0.305,0.3357,0.365,0.45,0.31,0.38,0.235,0.39,0.295,0.38,0.115,0.29,0.305,0.44,0.185,0.575,0.365,0.485,0.58,0.775,0.7,0.77,0.815,1.08,0.94,1.2,1.2,1.52,1.22,1.32,1.23,1.24,1.4,1.5,1.45,1.74,1.39,1.08,0.4019,0.72,0.435,0.4343,0.4625,1.1342,1.225,1.5134,1.8117,1.8288,1.8662,2.6285,2.3555,2.5347,2.3395,1.3777,1.3784,1.349,1.46,1.4178,1.6009,1.7267,1.7135,1.3363,1.93,1.4,1.05,0.8286,0.67,1.09,0.85,0.8464,1.2513,1.5021,1.92,2.12,2.7542,2.9551,3.015,2.55,3.008,2.9363,2.7001,2.9087,1.5862,1.1194,1.5477,2.3226,2.8861,2.6068,2.653,3.0678,2.8804,3.2482,3.9458,4.0974,5.7767,5.7176,5.5202,5.2327,5.6011,6.3628,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,284,231,243,169,189,174,131,15,-15,124,244,212,253,306,321,414,494,534,504,585,630,670,446,617,618,734,624,,776,840,722,818,821,931,719,647,584,673,571,611,682,1082,,746,598,751,631,500,466,991,636,747,554,925,722,838,924,1116,1015,1025,1128,1393,1309,1431,1618,1881,1496,1528,1552,1650,1765,1751,1765,2005,1674,984,359,885,838,831,1062,1539,1752,1906,2408,2200,2417,2655,2984,3305,3316,1781,1941,2318,2180,2276,2179,2264,2190,1858,2455,2094,1683,599,1234,1539,1242,-483,1090,1904,2232,2111,2789,2853,2833,2584,2912,2914,2724,2549,2018,1392,1578,1997,2400,2376,2257,2197,2412,2497,2976,2238,3263,4194,3974,3679,4043,4013,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,8.106,7.4459,7.0984,6.3257,4.999,3.1476,2.6565,3.7104,5.5425,7.7792,9.2164,9.7666,11.1408,12.5778,13.6624,14.3426,14.7753,15.0652,15.3505,14.7653,14.7026,14.691,15.1221,15.9373,,,,,16.6764,16.4517,16.3043,15.8399,14.8639,13.6865,12.7659,12.3202,12.3795,12.843,14.7182,,,,,13.3184,12.1271,11.7113,13.0365,13.0492,14.0929,14.2385,13.4968,13.6009,13.3506,13.9662,13.8244,13.827,13.4769,13.3267,13.4376,13.7691,14.4776,15.3803,16.1477,15.9942,15.7116,15.3224,14.5155,14.823,14.9428,14.8295,14.8676,14.2348,12.5244,10.3009,9.0525,8.1933,8.9919,11.5126,12.6171,13.7583,14.6966,16.0786,16.1698,16.0335,16.0963,16.2356,17.1321,18.2868,17.2843,16.3904,15.5026,14.3383,15.6587,16.0774,16.1167,16.0981,15.3867,16.0436,16.2785,16.1075,14.5306,12.817,12.0947,11.537,9.1652,8.71,9.4091,11.2553,16.1388,18.6313,19.51,19.8701,20.2094,20.21,20.1668,20.2444,20.6301,20.022,18.6595,17.2641,16.7313,17.1326,18.1971,18.6539,18.1083,17.546,17.3289,17.8039,17.0343,17.7861,19.5628,20.528,22.5321,23.7175,23.6695,
EBIT,EBIT,148,100,105,41,37,26,-19,-137,-181,-42,79,55,87,138,152,249,325,364,334,411,456,496,277,452,444,560,449,,587,653,533,645,617,706,496,434,352,438,336,368,416,549,311,461,309,458,341,203,170,393,324,437,222,586,385,499,574,763,663,683,756,1021,940,1067,1218,1479,1078,1146,1140,1213,1313,1255,1293,1525,1173,457,-175,347,277,128,508,977,1187,1291,1833,1601,1759,1960,2323,2616,2596,1038,1218,1557,1401,1452,1398,1475,1392,1063,1702,1333,925,-175,494,785,481,-1262,380,1184,1509,1387,2108,2167,2135,1883,2207,2213,2020,1850,1404,784,985,1380,1814,1789,1664,1611,1855,1944,2425,1680,2731,3652,3449,3134,3519,3482,
Gross Margin,GROSS_MARGIN,18.4542,17.17,18.4615,18.3533,15.7757,15.3475,16.3274,13.6697,10.2153,14.7308,18.4535,17.447,17.9088,19.4492,20.2812,23.4533,23.0371,22.8571,22.2571,23.4725,24.4569,24.4719,20.7608,24.1158,25.7804,26.9856,25.9112,,28.2027,27.4127,26.6522,27.2482,28.3479,26.8558,24.9372,24.1028,23.834,23.9561,23.3934,23.431,24.5578,25.2284,23.4777,25.5573,24.2412,24.7449,24.2484,25.3336,19.5282,24.57,22.5025,21.9825,22.2153,25.0337,23.1921,23.2947,25.5141,25.0397,23.2929,22.6235,23.4321,24.4231,24.8747,26.2858,27.7683,27.6568,25.1117,25.1113,26.0483,24.454,25.1966,24.1354,24.61,24.288,23.0029,19.7942,20.8022,24.4639,24.4862,22.8919,25.6252,26.9286,28.3366,25.283,28.4887,26.1279,25.7699,24.8043,28.4087,28.18,28.0268,24.7465,25.6018,25.053,25.8586,25.5937,27.5206,26.8551,27.7364,25.2106,29.8536,28.3754,26.8929,23.9619,26.2869,26.8323,27.1397,19.6783,29.1387,29.5914,31.2976,29.2261,32.0943,31.4539,31.8505,29.0476,31.7318,29.788,31.3529,29.2453,30.0329,27.3582,28.5902,29.5772,31.5471,30.1963,29.5959,26.7575,28.8763,29.143,30.9524,28.8908,34.9388,34.6922,35.3778,33.7786,36.958,37.3,
