SO US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,-20,,172,-326,-27,-2499,18,5,-39,-38,,,-22,-44,-11,-119,-89,-23,-5,-14,134,-42,,,-39.2405,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,6.1538,,,,,,,,,,,,-30.3797,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24,,,,,,,,,,,,154,,,,6,,,,,,,,,,-55.6962,,,
"Pretax Income (Loss), GAAP",PRETAX_INC,210.839,373.365,674.384,162.412,263.057,317.693,655.789,344.461,336.837,398.378,688.354,241.431,327.778,414.337,771.5,258.467,269.469,466.559,714.959,310.013,372.31,489.859,804.973,308.217,417.575,495.562,803.425,287.59,382.853,415.777,722.663,333.707,428.925,490.062,878.552,111.461,403.667,532.184,1188.85,262.299,289.839,450.436,886.251,143.474,335.733,455.859,885.355,187.053,345.053,490.669,872.109,133.169,423.35,623.122,898.051,162.477,459.669,520.691,957.493,404,393.428,542.665,1089.905,188,376.151,617.785,1152.534,242,504.402,644.864,1217.705,250.029,553.537,657.529,1231.145,263,309.085,720.525,1242.117,336,746.384,773.891,1275.36,270,669,969,1476,373,584,968,1562,635,128,471,1337,623,544,949,1127,415,799,945,1470,401,718,908,1616,239,980,-1935,1699,325,1049,-266,1845,120,3419,1076,1712,335,986,626,1576,307,1297,364,1482,-566,1164,1393,1901,-234,896,921,1729,800,1294,1478,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,67.858,128.657,240.047,47.438,98.825,119.867,257.048,121.26,125.084,149.573,258.069,75.274,126.47,140.802,306.998,102.497,106.532,188.628,276.977,112.863,140.312,200.092,314.361,114.235,163.763,185.213,309.864,98.778,141.743,145.097,317.828,86.332,128.899,164.172,290.318,94.611,108.608,152.589,403.439,61.364,91.747,147.825,315.889,32.539,109.945,138.758,284.412,24.885,116.386,154.881,272.283,-15.55,121.168,185.763,279.216,25.853,123.055,159.02,305.615,-4,75.887,146.447,351.436,21,107.022,222.249,405.331,46,155.584,205.581,445.259,28.576,178.138,224.952,434.515,77,167.169,225.717,435.947,69,235.681,247.502,441.927,101,231,349,543,96,200,329,569,236,31,158,468,192,176,321,392,98,274,302,500,118,217,261,439,34,315,-587,590,-175,113,-139,623,-149,1360,145,367,-74,145,5,293,-50,190,-12,372,-283,173,304,414,-96,97,98,297,4,223,290,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,142.981,244.708,434.337,114.974,164.232,197.826,398.741,223.201,211.753,248.805,430.285,166.157,201.308,273.535,464.502,155.97,162.937,277.931,437.982,197.15,231.998,289.767,490.612,194.829,253.812,310.349,493.561,188.812,241.11,270.68,404.835,247.375,300.026,325.89,588.234,16.85,295.059,379.595,785.411,200.935,198.092,302.611,570.362,110.935,225.788,317.101,600.943,162.168,228.667,335.788,599.826,148.719,302.182,437.359,618.835,136.624,336.614,361.671,651.875,408,317.541,396.218,738.469,167,269.129,395.536,747.203,196,348.818,439.283,772.446,221.453,375.399,432.577,796.63,186,141.916,494.808,806.17,267,510.703,526.389,833.433,169,438,620,933,277,384,639,993,399,97,313,869,431,368,628,735,317,525,643,970,283,501,647,1177,205,665,-1348,1109,500,936,-127,1222,269,2059,931,1345,409,841,621,1283,357,1107,376,1110,-283,991,1089,1487,-138,799,823,1432,796,1071,1188,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-94.289,-86.334,-90.233,-48.144,-140.803,-2.185,0,-0.012,0,0,,0,-0.367,0,0,0.367,0,0,0,,-5.419,1.995,8.84,0,-1.493,2.307,0.098,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,142.981,244.708,216.337,114.974,164.232,197.826,398.741,223.201,211.753,248.805,430.285,166.157,201.308,273.535,464.502,155.97,162.937,277.931,437.982,197.15,231.998,289.767,490.612,193.982,253.812,310.349,493.561,188.812,241.11,270.68,404.835,247.375,300.026,325.89,588.234,16.85,295.059,379.595,785.411,200.935,292.381,388.945,660.595,159.079,366.591,319.286,600.943,162.18,228.667,335.788,599.826,148.719,302.549,437.359,618.835,136.257,336.614,361.671,651.878,408,322.96,394.223,729.629,167,270.622,393.229,747.105,196,348.818,439.283,772.446,221.453,375.399,432.577,796.63,186,141.916,494.808,806.17,267,510.703,526.389,833.433,169,438,620,933,277,384,639,993,399,97,313,869,431,368,628,735,317,525,643,970,283,501,647,1177,205,665,-1348,1109,500,936,-127,1222,269,2059,931,1345,409,841,621,1283,357,1107,376,1110,-283,991,1089,1487,-138,799,823,1432,796,1071,1188,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206,0,0,9.974,-0.556,1.382,3.765,8.591,15.519,12.823,-15.454,16.112,16.587,13.123,27.28,23.01,21.343,14.841,118.518,28.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,12,27,-3,-4,22,30,-2,-6,23,54,-13,-29,29,25,-36,-31,5,28,-34,-32,0,5,-72,-45,-22,12,-52,-63,-15,10,-59,-58,-15,
"Net Income, GAAP",NET_INCOME,142.981,244.708,216.337,114.974,164.232,197.826,398.741,223.201,211.753,248.805,430.285,166.157,201.308,273.535,464.502,155.97,162.937,277.931,437.982,197.15,228.792,289.767,490.612,184.855,254.368,308.967,489.796,180.221,225.591,257.857,420.289,231.263,283.439,312.767,560.954,-6.16,273.711,364.754,666.893,172.642,292.381,388.945,660.595,159.079,366.591,319.286,600.943,162.18,228.667,335.788,599.826,148.719,302.549,437.359,618.835,136.257,336.614,361.671,651.875,408,322.96,394.223,729.629,167,270.622,393.229,747.105,196,348.818,439.283,772.446,221.453,375.399,432.577,796.63,186,141.916,494.808,806.17,267,510.703,526.389,833.433,169,438,620,933,277,384,639,993,399,97,313,869,431,368,628,735,317,525,643,970,283,500,635,1150,208,669,-1370,1079,502,942,-150,1168,282,2088,902,1320,445,872,616,1255,391,1139,376,1105,-211,1036,1111,1475,-86,862,838,1422,855,1129,1203,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,29.901,28.734,28.375,27.99,27.029,27.125,26.852,26.994,26.965,25.63,26.169,25.236,24.305,23.051,22.826,23.285,21.334,21.732,22.03,21.904,22.45,22.253,21.788,21.509,21.493,21.707,22.356,40.735,38.578,43.062,45.579,35.781,41.737,41.994,44.925,45.344,49.4,50.769,51.71,50.121,46.937,47.041,48.816,45.206,47.046,46.713,46.565,46.676,4.381,4.396,0,3.81,4.75,5.472,5.473,5.305,5.472,9.539,7.402,,7.402,7.402,7.425,7.771,9.015,8.006,9.12,8,10.129,10.13,10.451,17.29,16.195,16.195,16.194,,16.195,16.195,16.195,16,16.195,16.195,16.195,16,16,16,17,16,16,16,17,16,16,16,17,17,17,17,17,17,17,14,11,12,11,12,11,11,11,11,10,6,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,3,1,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,,0,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,113.08,215.974,187.962,86.984,137.203,170.701,371.889,196.207,184.788,223.175,404.116,140.921,177.003,250.484,441.676,132.685,141.603,256.199,415.952,175.246,206.342,267.514,468.824,163.346,232.875,287.26,467.44,139.486,187.013,214.795,374.71,195.482,241.702,270.773,516.029,-51.504,224.311,313.985,615.183,122.521,245.444,341.904,611.779,113.873,319.545,272.573,554.378,115.504,224.286,331.392,599.826,144.909,297.799,431.887,613.362,130.952,331.142,352.132,644.473,408,315.558,386.821,722.204,159.229,261.607,385.223,737.985,188,338.689,429.153,761.995,204.163,359.204,416.382,780.436,186,125.721,478.613,789.975,251,494.508,510.194,817.238,153,422,604,916,261,368,623,976,383,81,297,852,414,351,611,718,300,508,629,959,271,489,623,1139,197,658,-1381,1069,496,938,-154,1164,278,2084,899,1316,440,868,612,1251,387,1135,372,1101,-215,1032,1107,1472,-87,862,838,1422,855,1129,1203,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,113.08,215.974,187.962,86.984,137.203,170.701,371.889,196.207,184.788,223.175,404.116,140.921,177.003,250.484,441.676,132.685,141.603,256.199,415.952,175.246,206.342,267.514,468.824,163.346,232.875,287.26,467.44,139.486,187.013,214.795,374.71,195.482,241.702,270.773,516.029,-51.504,224.311,313.985,615.183,122.521,245.444,341.904,611.779,113.873,319.545,272.573,554.378,115.504,224.286,331.392,599.826,144.909,297.799,431.887,613.362,130.952,331.142,352.132,644.473,408,315.558,386.821,722.204,159.229,261.607,385.223,737.985,188,338.689,429.153,761.995,204.163,359.204,416.382,780.436,186,125.721,478.613,789.975,251,494.508,510.194,817.238,153,422,604,916,261,368,623,976,383,81,297,852,414,351,611,718,300,508,629,959,271,489,623,1139,197,658,-1381,1069,496,938,-154,1164,278,2084,899,1316,440,868,612,1251,387,1135,372,1101,-215,1032,1107,1472,-87,862,838,1422,855,1129,1203,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,202,-9.116,0,5,0,0,0,0,0,0,0,0,0,-21,0,0,349,278,93,13,235,0,258,60,6,18,105,132,47,81,94,128.25,22,2109,47.9,0,-14,959,-1,-22,-1354,-66,88,-157,-43,210,43,110,-126.76,510.31,203,595,-17.17,37,-60,372,-28.18,30,125,91.79,3,-3,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-94.289,-86.334,-90.233,-48.144,-140.803,-2.185,0,-0.012,0,0,,0,-0.367,0,0,0.367,0,0,0,,-5.419,1.995,8.84,0,-1.493,2.307,0.098,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,633.308,633.308,631.308,644.326,631.308,631.308,631.308,622.88,633.308,633.308,631.844,626.316,633.566,636.108,638.828,643.498,646.452,648.347,650.454,654,661,666,665.774,667,670.105,671.757,673.651,675,678.826,682.786,687.159,691,695,697.659,697.797,697.544,698.527,693.465,678.472,670,653.134,648.696,649.347,661,682.575,686.702,691.687,695,701.012,706.181,710.647,715,718.943,724.627,729.816,733,736.638,738.185,739.345,1482,744.025,746.823,743.214,742,742.195,742.515,742.884,745,750.259,755.137,758.308,760.296,766.15,769.122,772.622,776,779.858,790.748,798.418,810,822.526,828.363,835.953,842,848,855,860,865,868,872,876,869,870,874,878,885,890,895,898,906,910,909,910,911,916,934,968,984,993,998,1003,1007,1011,1014,1023,1034,1038,1044,1048,1052,1057,1058,1058,1058,1060,1061,1061,1062,1063,1065,1082,1090,1091,1092,1092,1092,1094,1096,
"Basic EPS, GAAP",IS_EPS,0.18,0.34,0.3,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.55,0.28,0.348,0.388,0.74,-0.08,0.32,0.45,0.9,0.19,0.38,0.52,0.95,0.16,0.47,0.39,0.8,0.16,0.32,0.47,0.84,0.23,0.41,0.6,0.85,0.17,0.45,0.48,0.87,0.54,0.43,0.52,0.97,0.21,0.35,0.52,0.99,0.25,0.45,0.57,1,0.27,0.47,0.54,1.01,0.24,0.16,0.61,0.99,0.31,0.6,0.62,0.98,0.18,0.5,0.71,1.07,0.3,0.42,0.71,1.11,0.44,0.09,0.34,0.97,0.47,0.39,0.68,0.8,0.3311,0.56,0.69,1.05,0.3,0.53,0.67,1.18,0.2002,0.66,-1.38,1.07,0.49,0.93,-0.15,1.14,0.27,2.01,0.86,1.26,0.42,0.82,0.58,1.18,0.37,1.07,0.35,1.04,-0.2,0.97,1.04,1.36,-0.08,0.79,0.77,1.3,0.78,1.03,1.1,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.18,0.34,0.645,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.55,0.28,0.348,0.388,0.74,-0.08,0.32,0.45,0.9,0.19,0.23,0.39,0.81,-0.33,0.26,0.4,0.8,0.16,0.32,0.47,0.84,0.23,0.41,0.6,0.85,0.17,0.45,0.48,0.87,0.54,0.43,0.52,0.98,0.21,0.35,0.52,0.99,0.25,0.45,0.57,1,0.27,0.47,0.54,1.01,0.24,0.16,0.61,0.99,0.31,0.6,0.62,0.98,0.18,0.5,0.71,1.07,0.3,0.42,0.71,1.11,0.44,0.09,0.34,0.97,0.47,0.39,0.68,0.8,0.3311,0.56,0.69,1.05,0.3,0.53,0.67,1.18,0.2002,0.66,-1.38,1.07,0.49,0.93,-0.15,1.14,0.27,2.01,0.86,1.26,0.42,0.82,0.58,1.18,0.37,1.07,0.35,1.04,-0.2,0.97,1.04,1.36,-0.08,0.79,0.77,1.3,0.78,1.03,1.1,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,0.18,0.34,0.645,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.71,0.28,0.348,0.388,0.74,0.24,0.32,0.45,0.91,0.22,0.23,0.39,1.03,0.21,0.26,0.4,0.8,0.16,0.32,0.47,0.84,0.23,0.41,0.49,0.85,0.22,0.45,0.48,0.87,0.54,0.43,0.52,0.98,0.21,0.35,0.53,0.99,0.25,0.41,0.55,0.99,0.26,0.47,0.54,1.01,0.24,0.4202,0.5937,0.99,0.316,0.6,0.62,0.98,0.18,0.5,0.71,1.07,0.3,0.42,0.6904,1.11,0.44,0.4943,0.6579,1.08,0.48,0.6584,0.68,1.0869,0.3974,0.5648,0.7118,1.1692,0.4424,0.5852,0.75,1.2738,0.3305,0.6848,0.7295,1.1136,0.49,0.9139,0.7939,1.1369,0.2476,0.7033,0.7979,1.3397,0.269,0.7805,0.7769,1.2231,0.4698,0.9512,0.8316,1.229,0.3578,0.9547,1.0742,1.305,0.2615,0.7643,0.7949,1.4167,0.867,1.0347,1.0949,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,633.308,633.308,631.308,644.326,631.308,631.308,631.308,622.88,633.308,633.308,631.844,626.316,633.566,636.108,638.828,643.498,646.452,648.347,650.454,654,661,666,665.774,667,670.105,671.757,673.651,675,678.826,682.786,687.159,691,695,697.659,697.797,697.544,698.527,693.465,678.472,670,653.134,648.696,650.869,661,682.575,691.404,691.728,710,706.298,712.165,716.464,715,724.891,730.286,734.855,733,741.603,742.453,743.695,1482,748.672,751.016,747.817,748.495,747.039,746.387,747.56,1496,755.352,759.846,762.392,766.41,770.322,773.14,776.903,776,781.645,792.068,800.178,810,824.787,832.622,841.835,842,854,862,868,865,877,880,883,869,875,879,881,885,893,899,902,906,915,912,912,911,922,940,975,997,1000,1005,1010,1007,1016,1014,1029,1034,1045,1052,1057,1052,1067,1063,1064,1058,1066,1067,1068,1062,1069,1072,1088,1090,1098,1098,1099,1092,1100,1102,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.18,0.34,0.3,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.55,0.28,0.348,0.388,0.74,-0.08,0.32,0.45,0.9,0.19,0.38,0.52,0.95,0.16,0.47,0.39,0.79,0.16,0.32,0.46,0.83,0.23,0.41,0.59,0.84,0.17,0.45,0.47,0.87,0.54,0.43,0.52,0.97,0.21,0.35,0.52,0.99,0.25,0.45,0.56,1,0.27,0.47,0.54,1,0.24,0.16,0.6,0.99,0.31,0.6,0.61,0.97,0.18,0.49,0.7,1.06,0.3,0.42,0.71,1.11,0.44,0.09,0.34,0.97,0.47,0.39,0.68,0.8,0.3311,0.56,0.69,1.05,0.3,0.53,0.66,1.17,0.1976,0.66,-1.38,1.06,0.49,0.92,-0.15,1.13,0.27,1.99,0.85,1.25,0.42,0.81,0.58,1.18,0.37,1.07,0.35,1.03,-0.2,0.97,1.03,1.35,-0.08,0.79,0.76,1.29,0.78,1.03,1.09,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.18,0.34,0.645,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.55,0.28,0.348,0.388,0.74,-0.08,0.32,0.45,0.9,0.19,0.23,0.39,0.81,-0.33,0.26,0.4,0.79,0.16,0.32,0.46,0.83,0.23,0.41,0.59,0.84,0.17,0.45,0.47,0.87,0.54,0.42,0.52,0.98,0.21,0.35,0.52,0.99,0.25,0.45,0.56,1,0.27,0.47,0.54,1,0.24,0.16,0.6,0.99,0.31,0.6,0.61,0.97,0.18,0.49,0.7,1.06,0.3,0.42,0.71,1.11,0.44,0.09,0.34,0.97,0.47,0.39,0.68,0.8,0.3311,0.56,0.69,1.05,0.3,0.53,0.66,1.17,0.1976,0.66,-1.38,1.06,0.49,0.92,-0.15,1.13,0.27,1.99,0.85,1.25,0.42,0.81,0.58,1.18,0.37,1.07,0.35,1.03,-0.2,0.97,1.03,1.35,-0.08,0.79,0.76,1.29,0.78,1.03,1.09,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.18,0.34,0.645,0.135,0.215,0.275,0.585,0.315,0.295,0.35,0.64,0.225,0.28,0.395,0.69,0.205,0.22,0.39,0.64,0.27,0.31,0.4,0.71,0.24,0.35,0.43,0.69,0.21,0.28,0.31,0.71,0.28,0.348,0.388,0.74,0.24,0.32,0.45,0.91,0.22,0.23,0.39,1.03,0.21,0.26,0.4,0.79,0.16,0.32,0.46,0.83,0.23,0.41,0.47,0.84,0.22,0.45,0.47,0.87,0.54,0.42,0.52,0.98,0.21,0.35,0.53,0.99,0.25,0.41,0.54,0.99,0.26,0.47,0.54,1,0.24,0.4184,0.5885,0.99,0.316,0.6,0.61,0.97,0.18,0.49,0.7,1.06,0.3,0.42,0.6861,1.11,0.44,0.4889,0.6563,1.0756,0.48,0.6532,0.68,1.086,0.3974,0.5648,0.7097,1.1651,0.4424,0.581,0.7462,1.2664,0.3262,0.682,0.7185,1.1074,0.49,0.9062,0.7939,1.129,0.2476,0.6943,0.7873,1.3333,0.269,0.7697,0.7769,1.2204,0.4698,0.9511,0.8283,1.2201,0.3578,0.9539,1.0645,1.2949,0.2613,0.7643,0.7873,1.4037,0.8641,1.0327,1.0873,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
