VMC US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,179.714,207.078,216.619,210.478,169.404,199.732,217.891,208.319,175.1,209.687,231.518,212.646,184.429,231.867,246.375,224.093,195.883,249.355,269.95,270.01,235.602,269.632,288.114,251.362,238.407,289.906,304.028,283.101,265.243,308.593,330.901,294.716,269.483,318.925,334.121,304.235,433.2,517.1,549.8,521.2,466.178,558.747,572.204,563.778,534.908,629.446,631.27,574.912,496.78,554.847,585.098,529.707,497.536,607.258,633.223,571.364,390.494,484.535,526.162,470.472,436.383,571.699,602.76,576.009,544.793,630.279,656.429,578.997,519.992,593.611,627.474,635.807,662.889,776.325,812.503,650.009,522.687,576.025,623.712,522.103,492.37,613.817,616.457,535.494,494.306,601.131,644.972,540.271,513.924,588.197,601.938,529.225,520.507,605.838,654.585,562.899,540.328,616.355,664.537,585.367,553.428,660.694,747.17,603.355,590.01,664.641,703.931,633.27,627.349,740.746,790.957,735.973,695.14,876.967,897.055,812.763,804.836,957.18,1018.115,893.071,847.519,926.056,929.392,872.4,839,962.683,1122.445,1254.6,1271.9,1508.1,1595.4,1382,1347,1529.6,1594.8,1362.1,1240.8,1422.2,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.687,576.025,623.712,522.103,492.37,613.817,616.457,535.494,494.306,601.131,644.972,540.271,513.924,588.197,601.938,529.225,520.507,605.838,654.585,562.899,540.328,616.355,664.537,585.367,553.428,660.694,747.17,603.355,590.01,664.641,703.931,633.27,627.349,740.746,790.957,735.973,695.14,876.967,897.055,812.763,804.836,957.18,1018.115,893.071,847.519,926.056,929.392,872.4,839,962.683,1122.445,1254.6,1271.9,1508.1,1595.4,1382,1347,1529.6,1594.8,1362.1,1240.8,1422.2,
Gross Profit,GROSS_PROFIT,52.306,88.604,89.977,60.534,27.636,66.665,71.349,46.482,35.54,74.513,80.824,58.207,29.694,74.073,85.092,57.866,21.01,77.349,90.409,79.394,58.786,113.187,133.867,110.424,70.134,129.316,139.598,114.455,76.115,136.479,146.953,119.581,89.48,146.9,175.344,137.946,98.2,158.4,178.9,151,99.181,174.105,180.8391,129.562,85.511,198.879,211.848,153.216,90.301,154.039,163.791,110.414,69.195,159.557,196.682,157.371,83.905,163.373,197.213,138.182,92.233,210.375,227.256,178.612,163.894,257.883,272.892,237.307,167.195,285.233,277.392,221.083,154.45,245.226,200.846,149.19,77.607,145.834,154.48,68.041,0.894,122.335,126.747,50.749,-7.106,100.84,115.78,74.355,21.958,105.939,126.923,79.206,17.655,132.895,158.983,117.347,34.092,174.788,209.042,169.659,77.865,234.449,291.29,253.93,164.718,292.184,304.209,239.705,159.979,290.017,303.758,241.517,159.334,323.184,343.142,275.284,191.675,370.502,400.643,293.081,201.723,396.519,380.498,302.7,229.3,398.364,394.061,351.7,268.8,446.2,492.9,349.9,302,583.3,591,472.2,304.9,592.2,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Operating Expenses,IS_OPERATING_EXPN,24.536,25.587,24.803,26.391,25.701,25.179,24.544,23.435,25.255,27.172,25.455,27.867,27.325,27.998,31.107,29.642,29.179,29.83,35.524,36.029,38.637,39.786,40.624,47.129,39.748,43.907,45.047,50.313,44.76,48.667,51.953,50.178,49.098,48.816,49.066,59.827,58.214,57.091,54.281,58.82,59.577,62.112,59.686,61.823,67.074,70.544,67.702,73.712,60.724,51.069,52.804,55.126,56.433,54.571,60.225,69.635,44.219,45.367,51.188,52.936,54.465,56.87,62.35,66.011,65.012,41.063,68.15,67.553,74.402,72.852,68.634,77.071,91.78,87.394,74.79,80.955,78.933,80.15,71.776,66.65,37.664,121.125,76.315,80.162,54.078,77.352,9.112,79.883,68.237,86.277,71.057,23.674,67.713,46.029,59.216,63.518,-160.577,71.542,68.711,69.769,67.106,80.673,79.084,80.893,99.797,78.398,77.133,65.906,87.579,98.051,76.28,92.313,78.151,92.931,93.958,88.795,87.242,94.428,97.267,99.505,89.422,97.623,92.394,106.3,-20.2,110.828,131.695,140.4,121.8,138.6,187.5,158.4,114.8,132.2,172.1,102.1,132,138.6,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.436,55.688,62.387,63.02,65.012,65.151,67.824,66.32,74.402,71.308,66.398,77.496,92.576,84.781,76.364,88.863,79.717,79.353,79.558,82.979,86.495,83.376,77.56,80.106,77.516,75.893,67.02,71.702,64.912,61.914,65.441,66.873,64.655,64.902,65.854,64.016,66.119,67.615,66.074,72.481,66.763,69.197,71.39,79.494,76.468,82.681,76.311,79.526,82.12,83.056,73.612,85.92,78.34,89.043,81.606,84.382,90.268,95.689,88.789,95.801,86.43,91.205,83.511,98.6,88.6,100.667,103.792,124.6,119,134.4,135.3,126.4,117.3,139.1,143.9,142.4,129.7,134.1,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.784,0.797,-7.782,-16.329,-48.831,37.749,-1.245,0.056,-23.438,1.459,-57.908,8.181,3.325,24.363,5.616,-43.199,3.058,-18.873,-6.638,-0.498,-226.696,3.927,2.637,-2.712,0.343,11.476,7.694,1.399,23.329,-4.283,0.822,-13.62,5.459,14.995,2.668,6.393,-0.189,3.888,12.352,4.413,-3.026,-1.261,8.478,3.704,2.992,6.418,8.883,7.7,-108.8,10.161,27.903,15.8,2.8,4.2,52.2,32,-2.5,-6.9,28.2,-40.3,2.3,4.5,
Operating Income (Loss),IS_OPER_INC,27.77,63.017,65.174,34.143,1.935,41.486,46.805,23.047,10.285,47.341,55.369,30.34,2.369,46.075,53.985,28.224,-8.169,47.519,54.885,43.365,20.149,73.401,93.243,63.295,30.386,85.409,94.551,64.142,31.355,87.812,95,69.403,40.382,98.084,126.278,78.119,39.986,101.309,124.619,92.18,39.604,111.993,121.153,67.739,18.437,128.335,144.146,79.504,29.577,102.97,110.987,55.288,12.762,104.986,136.457,87.736,39.686,118.006,146.025,85.246,37.768,153.505,164.906,112.601,98.882,216.82,204.742,169.754,92.793,212.381,208.758,144.012,62.67,157.832,126.056,68.235,-1.326,65.684,82.704,1.391,-36.77,1.21,50.432,-29.413,-61.184,23.488,106.668,-5.528,-46.279,19.662,55.866,55.532,-50.058,86.866,99.767,53.829,194.669,103.246,140.331,99.89,10.759,153.776,212.206,173.037,64.921,213.786,227.076,173.799,72.4,191.966,227.478,149.204,81.183,230.253,249.184,186.489,104.433,276.074,303.376,193.576,112.301,298.896,288.104,196.4,249.5,287.536,262.366,211.3,147,307.6,305.4,191.5,187.2,451.1,418.9,370.1,172.9,453.6,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.199,40.491,40.763,42.221,41.916,44.956,45.889,44.904,40.868,70.931,54.423,50.96,49.168,54.396,51.237,50.397,50.379,50.587,46.824,46.318,117.264,38.753,41.484,41.797,61.501,84.09,40.618,35.712,34.426,33.304,32.136,32.458,32.052,34.565,78.248,134.867,32.691,29.905,28.657,32.565,29.805,30.569,31.838,27.546,40.109,26.587,29.995,55.2,27.2,33.473,33.624,42.6,34.4,43.4,44.8,40.7,47.6,46.8,53,34.8,39.4,48.9,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.771,6.469,2.666,4.613,3.638,4.218,6.799,5.483,5.312,6.974,5.854,23.453,42.787,37.196,43.624,46.081,43.124,43.386,43.519,42.951,43.294,43.723,47.526,46.199,42.25,70.911,50.678,53.346,52.266,53.687,53.043,52.928,52.752,50.873,49.134,48.888,120.089,40.551,40.891,40.875,62.48,83.651,37.8,36.311,33.732,33.333,33.126,33.077,34.076,38.455,82.041,136.513,37.774,33.244,33.547,32.857,32.934,33.035,32.197,30.835,30.773,33.954,35.782,33.9,33.1,41.696,36.776,36.1,35.9,38.7,46.1,47.6,49,46.7,46.6,37.4,39.1,40.2,
    + Interest Expense,IS_INT_EXPENSE,0.951,1.169,2.248,3.39,2.744,2.808,2.982,2.671,2.363,2.669,2.592,2.144,2.394,2.49,2.345,1.942,2.21,2.205,2.804,2.602,2.521,3.075,3.054,2.449,2.171,2.289,1.903,2.273,1.767,1.712,1.773,1.662,1.948,1.559,1.622,1.653,11.605,13.689,13.657,9.625,11.188,11.059,10.463,15.377,15.357,16.283,15.371,14.269,13.104,13.624,13.946,14.206,13.486,13.643,13.76,13.23,12.951,9.183,8.982,9.164,9.258,9.615,9.15,9.123,6.285,5.69,7.713,6.621,6.635,8.091,6.499,26.994,43.458,38.193,44.579,46.583,43.919,44.073,43.952,,43.783,44.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694,0.899,0.958,0.895,0.98,0.763,0.873,0.855,0.998,0.924,1.125,1.48,1.537,1.01,1.106,1.945,2.487,3.146,6.484,4.51,2.647,1.472,0.914,1.138,1.323,1.117,0.645,3.541,0.671,0.997,0.955,0.502,0.795,0.687,0.433,,0.489,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075,-2.895,-2.756,-0.73,-1.378,1.233,-1.637,-1.295,-1.382,0.02,3.745,-2.386,-3.098,0.709,-1.806,-2.531,-2.373,-0.286,-2.31,-2.57,-2.825,-1.798,0.593,0.922,-0.979,0.439,2.818,-0.599,0.694,-0.029,-0.99,-0.619,-2.024,-3.89,-3.793,-1.646,-5.083,-3.339,-4.89,-0.292,-3.129,-2.466,-0.359,-3.289,9.336,-7.367,-5.787,21.3,-5.9,-8.223,-3.152,6.5,-1.5,4.7,-1.3,-6.9,-1.4,0.1,6.4,-2.6,0.3,8.7,
"Pretax Income (Loss), Adjusted",PRETAX_INC,28.174,60.074,63.541,27.44,-3.268,38.155,43.55,-4.99,6.914,44.821,51.366,27.625,-0.747,44.264,53.444,28.261,-7.684,49.484,55.132,48.974,24.481,73.811,92.751,67.378,31.455,91.296,96.551,66.278,32.823,94.339,100.498,72.841,54.329,102.808,130.514,87.194,39.826,94.146,125.103,92.486,34.358,109.663,121.705,38.669,3.265,118.149,130.727,63.429,18.041,92.73,103.567,47.163,2.929,91.876,126.606,89.343,30.268,112.184,139.819,93.015,32.553,147.716,172.913,127.055,107.469,224.662,204.363,167.038,133.036,210.146,206.857,117.614,21.177,204.578,80.854,20.831,-45.525,25.193,41.941,-40.83,-78.686,-43.746,4.543,-74.317,-102.052,-47.443,52.245,-56.488,-95.447,-34.734,4.629,5.135,-100.437,36.279,52.943,7.511,77.405,64.493,98.847,58.093,-50.742,69.686,171.588,137.325,30.495,180.482,194.94,141.341,40.348,157.401,149.23,14.337,48.492,200.348,220.527,153.924,74.628,245.505,271.538,166.03,72.192,272.309,258.109,141.2,222.3,254.063,228.742,168.7,112.6,264.2,260.6,150.8,139.6,404.3,365.9,335.3,133.5,404.7,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697,-0.757,-1.304,-1.61,-0.9646,,-4.852,-5.543,-1.877,-3.945,-80.498,-4.494,-7.537,-2.503,-0.654,-7.496,-16.451,-48.371,38.638,-0.476,-9.092,-26,-2.919,-61.475,9.299,3.539,23.459,2.253,-46.179,-2.601,-23.41,-9.35,-2.381,-227.257,0.745,4.892,0.425,-1.128,8.829,3.807,2.412,21.262,-6.265,-1.166,-3.341,2.952,-2.773,-0.5892,1.636,0.138,3.506,8.48,2.44,-7.297,-3.451,6.626,-8.392,0.969,5.058,4.624,30.775,-111.5,5.689,18.1806,36.4,2,2.4,49.3,42,-0.8,-12.1,25.2,-102.2,-0.5,-2,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.375,-0.249,-0.799,2.061,-0.555,-0.356,-2.023,-3.718,-0.369,-2.773,-1.488,-13.197,-2.929,-2.106,-2.104,-6.57,-7.297,-3.451,-0.234,-3.481,-0.999,0.258,-1.576,-1.681,,-0.211,-2.94,0.2,-2.6,-2,-23.5,17.7,,,-4.3,-53.7,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,,,9.646,0.86,,,,,,,,,,,,,,,,,,,,,,,,,67.8,0.1,,,28.3,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.107,0.745,5.144,5.562,,,,-0.443,,,,,,,0.784,1.547,,,,8.497,,,,-6.256,,0.8,5.9,0.269,-114.4,0.4,0.0004,0.5,0.3,0.4,0.4,19.5,,4.3,,-48.6,,1,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,-25.546,,-20.857,2.227,10.065,32.06,1.206,0.049,,,,,,,,,,,,,,-10.962,-0.214,0.162,,,,,,,,,,,,,,,,22.74,,,,12.1,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.503,-0.654,-7.496,-16.451,-48.371,-1.362,-0.476,-9.092,-0.454,-2.919,-41.457,-2.922,-6.526,-13.152,-2.009,-46.768,-4.11,-23.41,-9.35,-2.381,-236.364,,-1.002,-5.695,,2.608,,,,,,,,,0.0008,13.286,-1.178,4.466,0.22,,,,0.403,1.345,1.1,3.5,0.3,9.447,2.5,5.5,0.0247,12.1,,3.1,2.5,2.4,-1.7,-16.7,,,-0.6,-3.8,
"Pretax Income (Loss), GAAP",PRETAX_INC,28.174,60.074,63.541,27.44,-3.268,38.155,43.55,-4.99,6.914,44.821,51.366,27.625,-0.747,44.264,53.444,28.261,-7.684,49.484,55.132,48.974,24.481,73.811,92.751,67.378,31.455,91.296,96.551,66.278,32.823,94.339,100.498,72.841,54.329,102.808,130.514,87.194,39.826,94.146,125.103,92.486,34.358,109.663,121.705,38.669,3.265,118.149,130.727,63.429,18.041,92.73,103.567,47.163,2.929,91.876,126.606,89.343,30.268,112.184,139.819,93.015,32.553,147.716,172.913,127.055,107.469,224.662,204.363,167.038,133.036,210.146,206.857,117.614,21.177,204.578,80.854,20.831,-45.525,25.193,41.941,-40.83,-78.686,-43.746,4.543,-74.317,-102.052,-47.443,52.245,-56.488,-95.447,-34.734,4.629,5.135,-100.437,36.279,52.943,7.511,77.405,64.493,98.847,58.093,-50.742,69.686,171.588,137.325,30.495,180.482,194.94,141.341,40.348,157.401,149.23,14.337,48.492,200.348,220.527,153.924,74.628,245.505,271.538,166.03,72.192,272.309,258.109,141.2,222.3,254.063,228.742,168.7,112.6,264.2,260.6,150.8,139.6,404.3,365.9,335.3,133.5,404.7,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,9.497,20.41,21.413,7.631,-1.049,12.276,13.324,-3.684,2.282,14.584,15.611,7.269,-0.221,12.623,16.88,7.711,-2.458,15.75,17.532,17.106,8.519,26.08,33.603,23.979,11.324,32.744,34.442,18.475,10.897,31.575,27.192,21.692,17.82,32.778,40.587,27.751,13.461,31.42,39.319,27.668,11.509,35.662,39.616,5.558,2.92,39.118,40.001,19.334,5.006,28.334,25.782,11.051,0.93,28.41,31.074,27.557,9.595,28.593,47.828,28.275,11.119,45.764,44.592,34.927,35.564,72.314,63.433,51.991,43.697,66.465,62.929,31.324,6.835,63.492,21.038,5.357,-13.27,9.632,-5.983,-28.248,-34.212,-21.231,-6.048,-28.172,-37.43,-40.341,29.833,-30.545,-38.397,-17.749,-10.992,0.647,-38.818,6.151,10.793,-2.585,22.9,17.982,31.066,19.745,-14.075,19.867,45.386,43.766,-11.47,54.2,49.803,33.276,-3.175,45.652,39.08,-313.632,-4.903,40.046,40.663,29.645,10.693,47.598,53.472,23.434,12.194,61.352,56.984,25.3,60.6,57.283,51.77,30.4,18.7,63.7,82.3,28.5,16.6,92,85.8,105,28.9,94.4,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,18.677,39.664,42.128,19.809,-2.219,25.879,30.226,-1.306,4.632,30.237,35.755,20.356,-0.526,31.641,36.564,20.55,-5.226,33.734,37.6,31.868,15.962,47.731,59.148,43.399,20.131,58.552,62.109,47.803,21.926,62.764,73.306,51.149,36.509,70.03,89.927,59.443,26.365,62.726,85.784,64.818,22.849,74.001,82.089,33.111,0.345,79.031,90.726,44.095,13.035,64.396,77.785,36.112,1.999,63.466,95.532,61.786,20.673,83.591,91.991,64.74,21.434,101.952,128.321,92.128,71.905,152.348,140.93,115.047,89.339,143.681,143.928,86.29,14.342,141.086,59.816,15.474,-32.255,15.561,47.924,-12.582,-44.474,-22.515,10.591,-46.145,-64.622,-7.102,22.412,-25.943,-57.05,-16.985,15.621,4.488,-61.619,30.128,42.15,10.096,54.505,46.511,67.781,38.348,-36.667,49.819,126.202,93.559,41.965,126.282,145.137,108.065,43.523,111.749,110.15,327.969,53.395,160.302,179.864,124.279,63.935,197.907,218.066,142.596,59.998,210.957,201.125,115.9,161.7,196.78,176.972,138.3,93.9,200.5,178.3,122.3,123,312.3,280.1,230.3,104.6,310.3,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,-3.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047,0.468,0.885,19.692,10.294,-5.093,3.609,5.678,-4.205,-8.976,-20.587,-32.917,-19.595,6.105,1.485,1.82,1.715,5.243,1.187,0.465,1.67,8.515,1.527,0.552,0.47,0.766,0.661,0.525,-6.651,-6.308,0.767,-5.727,1.477,-2.655,0.852,-9.889,1.037,2.453,1.921,-4.997,1.298,1.361,1.005,-6.783,1.356,0.787,1.013,0.51,0.544,0.842,0.327,3.011,1.657,2.397,4.672,1.807,2.532,3.113,-4.536,-1.398,-8.39,1.571,0.423,0.416,0.65,0.713,0.256,0.636,0.349,2.353,1.504,-0.26,1.041,1.337,1.4,1.1,1.436,0.212,0.7,1.8,13.1,1.2,2.5,2.1,3.7,2.8,2.2,1.7,2,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,-6.651,-6.308,0.767,-5.727,1.477,-2.655,0.852,-9.889,1.037,2.453,1.921,-4.997,1.298,1.361,1.005,-6.783,1.356,0.787,1.013,0.51,0.544,0.842,0.327,3.011,1.657,2.397,4.672,1.807,2.532,3.113,-4.536,-1.398,-8.39,1.571,0.423,0.416,0.65,0.713,0.256,0.636,0.349,2.353,1.504,-0.26,1.041,1.337,1.4,1.1,1.436,0.212,0.7,1.8,13.1,1.2,2.5,2.1,3.7,2.8,2.2,1.7,2,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
