MLM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,,11.784,11.423,10.853,13.196,14.549,15.158,14.735,15.157,15.211,15.474,15.496,15.653,15.791,17.102,19.916,19.69,20.047,21.749,20.575,22.723,23.678,25.416,24.049,22.267,24.212,25.257,24.582,27.043,24.964,28.993,26.076,26.472,28.267,28.624,28.78,28.566,30.779,29.027,29.84,30.911,31.875,33.11,28.829,24.5,30.218,29.769,27.071,33.6,32.678,33.696,33.275,34.857,35.985,41.667,30.433,29.9,32.288,34.586,36.663,43.6,37.587,38.772,28.535,45.2,32.477,27.05,29.955,35.4,27.103,32.842,31.882,49.2,59.153,42.825,32.489,36.5,36.141,37.361,34.265,38.2,41.733,39.361,79.637,46.7,48.69,63.169,83.007,47.4,59.227,56.583,50.638,68.1,69.917,61.242,64.714,75.7,71.311,51.964,72.322,80.243,73.7,71,75.3,74,84.6,74.1,3.9,84.8,75.4,77.6,85,136.6,96.2,-53.4,81.9,91.9,106.7,97.1,109.4,113.3,-1149,119,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.827,,,31.801,,,36.161,37.148,35.254,38.102,38.273,44.309,36.439,36.2,37.696,42.039,37.734,33.9,37.157,36.766,32.932,32.5,33.571,33.559,31.235,34.1,28.64,31.001,32.774,31.7,33.029,35.275,32.095,38,37.648,37.843,37.14,37.5,34.247,36.566,48.427,50,49.45,56.783,54.887,57.1,58.349,59.781,54.773,68.7,69.535,68.373,57.219,67,70.121,71.07,68.441,70.922,78.3,72.4,78.2,73.7,78.7,71.2,71.1,84.9,79.8,82.4,86,102.8,97.1,104.1,94.9,100.7,104.3,111.6,108.1,118.7,118,117,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.163,0.051,,0.013,0.022,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,1.843,-4.448,12.7,-1.107,-6.531,-1.394,1.3,-1.537,1.841,-0.892,17.5,26.124,7.55,0.394,-1.5,-1.507,-0.482,-2.875,0.7,7.486,2.795,31.21,-3.3,-0.76,6.386,28.12,-9.7,0.878,-3.198,-4.135,-0.6,0.382,-7.131,7.495,8.7,1.19,-19.106,3.881,9.321,-4.6,-1.4,-2.9,0.3,5.9,2.9,-67.2,-0.1,-4.4,-4.8,-1,33.8,-0.9,-157.5,-13,-8.8,2.4,-14.5,1.3,-5.4,-1267,2,
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,,9.412,29.028,33.762,19.685,14.524,31.092,37.025,24.924,8.594,39.856,43.051,29.175,14.353,48.385,60.02,40.012,9.432,61.486,75.255,50.381,16.064,64.811,75.612,58.802,20.146,71.575,70.844,39.912,2.2,64.468,79.806,50.771,0.197,80.456,68.543,29.107,-8.776,72.107,74.298,52.961,2.431,71.707,82.576,68.5,19.451,99.856,107.818,76.9,51.285,119.444,116.012,102.366,58.211,136.255,136.881,99.9,42.86,104.883,114.911,60.4,10.948,72.945,89.213,14.5,-12.864,90.65,83.854,33.2,-4.448,64.701,80.011,20.7,-35.327,59.241,91.533,40.2,-23.32,69.635,108.843,62.8,-15.898,96.241,115.956,118.6,25.571,136.984,179.498,137.4,86.023,190.848,242.669,157.7,77.15,212.852,226.964,183.4,39.081,263.953,240.662,147.041,69.2,285.9,345.3,184.6,57.8,306.4,400.6,240.6,99.3,307.5,356.9,210.1,59.9,478.6,405.9,262.3,196.1,463.3,566.6,370.2,1421,398,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.547,17.311,16.985,18.5,17.016,18.154,16.559,16.9,17.904,14.061,15.545,12.9,11.632,13.214,13.844,13.3,14.119,13.075,13.619,12.9,15.664,12.655,17.964,19.4,20.224,16.076,14.437,14.9,21.258,15.3,12.322,21.3,20.315,18.625,22.662,19.8,26.584,25.849,31.22,31.003,31.3,46.5,30.5,28.3,31.8,27.4,24.7,32.3,17.9,19.4,38.7,42.2,29.7,21.1,35.5,29.3,26.1,23.5,26.5,27.3,7,26,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.246,9.713,9.797,10.655,10.169,10.651,10.68,10.395,10.494,13.311,12.119,10.868,11.133,11.213,11.179,10.503,10.121,10.883,10.905,,10.288,10.743,,,10.79,10.662,10.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,,3.156,1.079,1.304,1.326,2.112,2.382,2.457,2.782,3.174,2.522,2.268,2.157,2.201,3.564,5.615,5.519,5.31,5.952,5.823,6.674,9.246,9.713,9.797,10.655,10.169,10.651,10.68,10.395,10.494,13.311,12.119,10.868,11.133,11.213,11.179,10.503,10.121,10.883,10.905,10.678,10.288,10.743,10.751,11,10.79,10.662,10.772,10.4,9.976,9.708,10.07,10.605,11.2,16.702,17.24,15.8,15.838,19.301,19.498,19.7,18.525,18.651,18.181,18.1,17.616,16.82,17.104,16.9,18.165,13.725,13.398,13.3,13.487,13.256,13.224,13.4,13.496,13.619,13.518,12.8,12.201,12.947,19.805,21.1,19.331,19.087,18.926,18.9,20.034,20.294,20.568,20.8,20.851,24.045,23.141,23.4,35.087,32.971,35.468,33.542,32.9,33.3,32.4,30.7,29.8,31.2,28.7,28.4,27.4,28.1,44.3,42.8,40.5,43.1,42.8,42.6,42.2,42.2,40.8,40.2,40,40,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.022,-1.34,-1.196,0.4,-0.6,1.334,-0.545,0,-0.261,0.336,2.147,-0.4,-1.855,-0.042,0.62,-0.1,0.623,-0.544,0.101,0.1,3.463,-0.292,-1.841,-1.7,0.893,-3.011,-4.489,-4,1.224,-4.994,-8.246,0.5,-0.536,-5.42,-0.479,-3.6,-8.503,-7.122,-4.248,-2.539,-1.6,13.2,-1.9,-2.4,2,-3.8,-4,3.9,-9.5,-8.7,-5.6,-0.6,-10.8,-22,-7.3,-13.3,-16.1,-18.7,-14.3,-12.9,-33,-14,
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,,7.276,28.627,34.347,20.17,12.675,31.022,36.343,23.751,6.59,40.526,41.589,30.248,13.621,46.999,55.988,34.604,4.04,55.269,69.854,44.979,12.196,63.752,68.044,50.321,11.323,64.734,61.852,30.912,-7.011,59.096,66.723,39.631,-10.722,61.178,56.806,18.519,-18.77,58.509,65.271,47.286,-9.875,63.476,71.203,58.1,10.896,88.23,96.857,72.7,43.403,110.042,105.703,92.417,49.691,120.707,120.889,85.5,27.136,85.936,94.647,39.1,-8.599,55.634,72.228,-4,-29.88,72.496,67.295,16.3,-22.352,50.64,64.466,7.8,-46.959,46.027,77.689,26.9,-37.439,56.56,95.224,49.9,-31.562,83.586,97.992,99.2,5.347,120.908,165.061,122.5,64.765,175.548,230.347,136.4,56.835,194.227,204.302,163.6,12.497,238.104,209.442,116.038,37.9,239.4,314.8,156.3,26,279,375.9,208.3,81.4,288.1,318.2,167.9,30.2,457.5,370.4,233,170,439.8,540.1,342.9,1414,372,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,-6.7,0,,0,-2.766,,0,0,0,0,0,0,0,,0.796,4.85,-1.901,-1.325,-1.133,-2.886,-4.293,0.508,-2.07,1.387,0.233,4.3,26.348,7.954,-0.019,-0.098,-0.355,0.515,-0.492,-1.262,8.406,6.581,-19.95,-2.8,0.028,2.815,59.217,-10.775,0.199,0.087,0.725,0.3,0.095,-15.605,-16.339,3.9,-0.189,-20.45,13.911,25.378,-2.3,-1.5,-1.1,2.2,-1.2,-1.1,-67.7,144.3,-2.6,-6.1,7.4,88.2,-1.5,-168.1,-15.2,3,-0.2,-15.9,24.3,10.4,-1309,35,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.093,,,,,,,,,,,,,,,,,-1,,,,2,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,-3.625,,,,,,,,,,,,,,,,,,,,,,,28.709,,,,,,,,,,,,,,,,,,,,,,,,,,,-151.7,-0.2,,,,,,-1331,-5,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796,,-1.901,,-1.133,-2.886,-4.293,-0.192,-3.042,-0.348,-0.5,-11.6,0.447,-1.286,-0.019,-0.098,-0.662,0.24,-0.581,-1.262,-1.106,-0.641,-46.068,-4.5,-1.576,0.723,28.421,-13.475,-0.1,-0.161,0.419,0.2,0.073,-17.587,-17.653,-1.4,-0.9,-32.576,-1.64,16.97,-2.4,-1.5,-1.1,1.9,-1.5,-1.6,-68.1,144.2,-3.8,-15.4,,48.3,-2.9,-19.3,-16.8,,,-16.3,21,2.8,,,
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,7.276,28.627,34.347,20.17,12.675,31.022,36.343,23.751,6.59,40.526,41.589,30.248,13.621,46.999,55.988,34.604,4.04,55.269,69.854,44.979,12.196,63.752,68.044,50.321,11.323,64.734,61.852,30.912,-7.011,59.096,66.723,39.631,-10.722,61.178,56.806,18.519,-18.77,58.509,65.271,47.286,-9.875,63.476,71.203,58.1,10.896,88.23,96.857,72.7,43.403,110.042,105.703,92.417,49.691,120.707,120.889,85.5,27.136,85.936,94.647,39.1,-8.599,55.634,72.228,-4,-29.88,72.496,67.295,16.3,-22.352,50.64,64.466,7.8,-46.959,46.027,77.689,26.9,-37.439,56.56,95.224,49.9,-31.562,83.586,97.992,99.2,5.347,120.908,165.061,122.5,64.765,175.548,230.347,136.4,56.835,194.227,204.302,163.6,12.497,238.104,209.442,116.038,37.9,239.4,314.8,156.3,26,279,375.9,208.3,81.4,288.1,318.2,167.9,30.2,457.5,370.4,233,170,439.8,540.1,342.9,1414,372,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,2.558,10.116,12.243,7.158,4.446,11.065,12.918,7.811,2.253,13.719,14.099,10.254,4.714,16.63,19.714,11.625,1.404,18.913,23.947,14.265,4.256,22.479,24.093,17.704,3.993,22.612,19.801,10.388,-2.359,20.094,20.806,14.536,-3.149,18.351,17.995,2.442,-5.853,18.709,19.731,13.889,-3.509,18.565,17.772,22.5,2.286,25.449,20.81,24,13.741,34.155,29.199,29.966,16.786,38.32,31.048,29.2,6.874,26.322,26.173,12.6,-2.174,15.536,15.308,-1.3,-4.984,17.535,14.061,2.3,-6.111,13.834,14.13,-1.2,-9.875,8.553,13.701,5,-8.398,15.098,22.915,14.4,-8.424,23.906,44.089,35.3,-0.812,38.929,47.483,39.3,19.71,53.435,70.869,37.6,14.528,51.986,52.763,-213.7,2.457,52.601,29.089,21.557,-5,49.9,66.2,25.2,0.1,61.4,81.5,25.2,15.9,62.3,63.6,11.5,5.8,104.4,79.2,45.4,35.5,91.9,109.9,55.1,368,78,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,4.718,18.511,22.104,13.012,8.229,19.957,23.425,15.94,4.337,26.807,27.49,19.994,8.907,30.369,36.274,22.979,2.636,36.356,45.907,30.714,7.94,41.273,43.951,32.617,7.33,42.122,42.051,20.524,-4.652,39.002,45.917,25.095,-7.573,42.827,38.811,16.077,-12.917,39.8,45.54,33.397,-6.366,44.911,53.431,35.6,8.61,62.781,76.047,48.7,29.662,75.887,76.504,62.451,32.905,82.387,89.841,56.3,20.262,59.614,68.474,26.5,-6.425,40.098,56.92,-2.7,-24.896,54.961,53.234,14,-16.241,36.806,50.336,9,-37.084,37.474,63.988,21.9,-29.041,41.462,72.309,35.5,-23.138,59.68,53.903,63.9,6.159,81.979,117.578,83.2,45.055,122.113,159.478,98.8,42.307,142.241,151.539,377.3,10.04,185.503,180.353,94.481,42.9,189.5,248.6,131.1,25.9,217.6,294.4,183.1,65.5,225.8,254.6,156.4,24.4,353.1,291.2,187.6,134.5,347.9,430.2,287.8,1046,294,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,4.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.486,-10.535,-0.114,0,7.975,0.15,0.02,4.052,0.179,0.196,-0.572,-1.4,1.533,1.309,-0.313,0.9,-1.344,0.143,0.344,-0.015,-0.085,-0.565,-0.425,-0.2,0.211,-5.462,0.167,0.2,-0.052,-0.487,0.052,0.2,-0.148,0.013,-0.022,-1.2,1.456,0.952,0.004,-6.1,0.589,-0.334,0.319,0.2,0.288,-0.105,0.271,0.3,0.015,0.056,0.069,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,3.1,-13.3,-4.1,3.8,12.9,-0.7,13.6,5.2,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-0.487,0.052,0.2,-0.148,0.013,-0.022,-1.2,1.456,0.952,0.004,-6.1,0.589,-0.334,0.319,0.2,0.288,-0.105,0.271,0.3,0.015,0.056,0.069,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,3.1,-13.3,-4.1,3.8,12.9,-0.7,13.6,5.2,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,0.077,18.511,22.104,13.012,8.229,19.957,23.425,15.94,4.337,26.807,27.49,19.994,8.907,30.369,36.274,22.979,2.636,36.356,45.907,30.714,7.94,41.273,43.951,32.617,7.33,42.122,42.051,20.524,-4.652,39.002,45.917,25.095,-22.059,53.362,38.925,16.077,-20.892,39.65,45.52,29.345,-6.545,44.715,54.003,37,7.077,61.472,76.36,47.8,31.006,75.744,76.16,62.466,32.99,82.952,90.266,56.5,20.051,65.076,68.307,26.3,-6.373,40.585,56.868,-2.9,-24.748,54.948,53.256,15.2,-17.697,35.854,50.332,15.1,-37.673,37.808,63.669,21.7,-29.329,41.567,72.038,35.2,-23.153,59.624,53.834,64,6.159,81.979,117.578,83.2,45.055,122.113,159.478,98.8,42.307,142.241,151.539,377.3,10.04,185.503,180.353,94.481,42.9,189.5,248.6,131.1,25.9,217.6,294.4,183.1,65.5,225.8,254.6,156.9,21.3,366.4,295.3,183.8,121.6,348.6,416.6,282.6,1046,294,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,-0.813,1.272,1.981,1,-0.609,1.723,1.354,0.3,-0.568,0.549,1.266,0.4,-0.283,0.055,1.176,0.3,-0.941,1.057,0.747,0.2,-1.49,0.259,0.202,-0.8,-1.535,0.103,0.091,0,0.033,0.041,0.034,0,0.061,0.061,-0.001,-0.1,-0.027,-0.038,-0.007,0.1,0.017,0.126,0.132,0.103,0,0,0,0.1,0,0,0,0.1,0.2,0,0,0.1,-0.1,-0.1,0,0.2,0.2,0.3,-0.1,0.1,1,0,
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,0.077,18.511,22.104,13.012,8.229,19.957,23.425,15.94,4.337,26.807,27.49,19.994,8.907,30.369,36.274,22.979,2.636,36.356,45.907,30.714,7.94,41.273,43.951,32.617,7.33,42.122,42.051,20.524,-4.652,39.002,45.917,25.095,-22.059,53.362,38.925,16.077,-20.892,39.65,45.52,29.345,-6.545,44.715,54.003,37,7.077,61.472,76.36,47.8,31.006,75.744,76.16,62.466,32.99,82.952,90.266,56.5,20.864,63.804,66.326,25.3,-5.764,38.862,55.514,-3.2,-24.18,54.399,51.99,14.8,-17.414,35.799,49.156,14.8,-36.732,36.751,62.922,21.5,-27.839,41.308,71.836,36,-21.618,59.521,53.743,64,6.126,81.938,117.544,83.2,44.994,122.052,159.479,98.9,42.334,142.279,151.546,377.2,10.023,185.377,180.221,94.378,42.9,189.5,248.6,131,25.9,217.6,294.4,183,65.3,225.8,254.6,156.8,21.4,366.5,295.3,183.6,121.4,348.3,416.7,282.5,1045,294,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.246,0.213,0.275,1.369,-0.876,0.479,0.28,0.298,0.519,0.637,0.387,0.153,0.413,0.399,1.029,0.063,0.317,0.271,0.128,0.1,0.4,0.3,0.014,0,0.2,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,0.077,18.511,22.104,13.012,8.229,19.957,23.425,15.94,4.337,26.807,27.49,19.994,8.907,30.369,36.274,22.979,2.636,36.356,45.907,30.714,7.94,41.273,43.951,32.617,7.33,42.122,42.051,20.524,-4.652,39.002,45.917,25.095,-22.059,53.362,38.925,16.077,-20.892,39.65,45.52,29.345,-6.545,44.715,54.003,37,7.077,61.472,76.36,47.8,31.006,75.744,76.16,62.466,32.99,82.952,90.266,56.5,20.864,63.804,66.326,25.3,-5.764,38.862,55.514,-3.2,-24.18,54.399,51.99,14.8,-17.414,35.799,49.156,14.8,-36.732,36.751,62.922,21.5,-27.839,41.308,71.836,36,-21.685,59.275,53.53,63.725,4.757,82.814,117.065,82.92,44.696,121.533,158.842,98.513,42.181,141.866,151.147,376.171,9.96,185.06,179.95,94.25,42.8,189.1,248.3,130.986,25.9,217.4,294.1,182.9,65.3,225.6,254.6,156.6,21.4,366.5,295.3,183.6,121.4,348.3,416.7,282.5,1045,294,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
