NEE US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,,,,,,4,0,0,4,2,3,1,4,36,51,8,11,9,-86,-597,-94,-64,-108,-74,-95,-81,-131,-113,-146,-106,-186,-168,-184,-143,-251,-242,-267,-137,-255,-301,-231,-200,-296,-331,-326,
"Net Income, GAAP",NET_INCOME,50.86,107.628,-557.925,52.032,-53.558,84.943,197.875,52.574,84.783,114.898,198.832,112.337,103.227,121.189,151.234,95.762,104.369,135.722,232.123,86.055,111.993,138.302,240.449,105.969,100.146,156.079,255.882,91.075,106.779,168.723,267.384,94.114,112,180,291,96,213,81,295,123,125,208,318,68,114,223,338,121,-52,254,154,132,179,243,335,146,138,257,320,172,137,203,339,222,251,236,1013,271,150,405,1088,224,249,209,774,408,364,370,533,349,556,417,720,263,268,580,407,667,461,607,415,429,272,610,698,327,430,492,660,884,650,716,879,507,653,540,753,966,1583,793,847,2158,4431,781,1005,422,680,1234,879,975,421,1275,1229,-5,1666,256,447,1204,-451,1380,1696,1522,2086,2795,1219,1210,2268,1622,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,11.471,10.882,10.623,10.624,10.623,10.211,10.211,10.211,10.378,11.407,11.059,11.057,11.277,10.643,10.712,10.031,9.93,9.879,9.879,9.87,12.153,,,31.249,6.434,5.766,5.767,5.765,5.71,4.34,5.019,3.931,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,39.389,96.746,-568.548,41.408,-64.181,74.732,187.664,42.363,74.405,103.491,187.773,101.28,91.95,110.546,140.522,85.731,94.439,125.843,222.244,76.185,99.84,138.302,240.449,74.72,93.712,150.313,250.115,85.31,101.069,164.383,262.365,90.183,108,176,287,93,209,77,291,120,121,204,314,65,110,219,334,118,-56,250,150,129,175,239,331,145,138,257,320,172,137,203,339,222,251,236,1013,271,150,405,1088,224,249,209,774,408,364,370,533,349,556,417,720,263,268,580,407,667,461,607,415,429,272,610,698,327,430,492,660,884,650,716,879,507,653,540,753,966,1583,793,847,2158,4431,781,1005,422,680,1234,879,975,421,1275,1229,-5,1666,256,447,1204,-451,1380,1696,1522,2086,2795,1219,1210,2268,1622,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,39.389,96.746,-568.548,41.408,-64.181,74.732,187.664,42.363,74.405,103.491,187.773,101.28,91.95,110.546,140.522,85.731,94.439,125.843,222.244,76.185,99.84,138.302,240.449,74.72,93.712,150.313,250.115,85.31,101.069,164.383,262.365,90.183,108,176,287,93,209,77,291,120,121,204,314,65,110,219,334,118,-56,250,150,129,175,239,331,145,138,257,320,172,137,203,339,222,251,236,1013,271,150,405,1088,224,249,209,774,408,364,370,533,349,556,417,720,263,268,580,407,667,461,607,415,429,272,610,698,327,430,492,660,884,650,716,879,507,653,540,753,966,1583,793,847,2158,4431,781,1005,422,680,1234,879,975,421,1275,1229,-5,1666,256,447,1204,-451,1380,1696,1522,2086,2795,1219,1210,2268,1622,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,29,17,-26,-249,2,-174,57.3,109,-47.807,142.95,-277.49,-35.323,-114.63,-47.45,-14.8,32.2,4.15,-104,77.9,98.4,116.55,20.2,-418.85,-33.3,-20.25,-139.15,5.65,69.25,239,52.1816,-359.148,-792.25,85.2579,14.255,-1587.1151,-3552.56,320.97,3.77,257.29,341.29,-101,284,-283.9832,749,-5,78.05,726.01,-381.03,1122.9028,1025.73,-419.27,1855.44,199.57,-323.47,-1092.2654,-401.68,-1107.27,1235.03,-142.21,-452.67,208.54,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,-3.606,6.685,696.549,-10.448,135.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,222,,0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,1074.192,1081.632,1086.704,1132.896,1289.856,1294.016,1301.2159,1334.144,1372.4,1388.672,1429.176,1456.408,1470.2321,1483.84,1505.064,1517.728,1434.616,1433.36,1417.624,1411.024,1408.184,1401.8,1400.896,1399.92,1397.6479,1392.824,1390.8,1389.152,1385.776,1384.328,1384.328,1383.392,1382.4,1384,1376,1376,1376,1368,1368,1368,1360,1360,1360,1352,1348,1349.6,1350.4,1352,1352.8,1364.8,1405.6,1416,1414.4,1418.4,1422.4,1432,1427.2,1432.8,1436.8,1464,1482.8,1525.6,1535.2,1520.4,1556.8,1577.2,1579.6,1582.4,1587.2,1590.4,1592.4,1593.2,1596.4,1599.2,1601.6,1612,1609.2,1614.8,1620.4,1640,1630,1635.6,1643.6,1668,1663.2,1667.6,1669.6,1676,1649.2,1660,1677.2,1692,1684,1687.2,1695.2,1736,1734,1736.4,1738,1768,1769.2,1782,1816.4,1848,1842,1845.2,1853.2,1876,1870,1871.6,1877.6,1896,1882.8,1884.4,1892.4,1924,1913.2,1915.6,1927.6,1965,1957.2,1958.8,1959.6,1972,1961.6,1962.4,1962.7,1975,1974,1965.2,1972.5,1993,1999.9,2022,2031.3,2054,2051.5,2052.5,
"Basic EPS, GAAP",IS_EPS,0.0362,0.09,-0.5238,0.0362,-0.05,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.1525,0.0563,0.2125,0.0888,0.0888,0.15,0.2313,0.0488,0.0813,0.1625,0.2475,0.0875,-0.0413,0.1825,0.1063,0.0913,0.1238,0.1688,0.2325,0.1013,0.0975,0.1788,0.2225,0.12,0.0925,0.1325,0.22,0.145,0.16,0.15,0.3325,0.1713,0.095,0.255,0.335,0.1405,0.155,0.13,0.4825,0.2525,0.225,0.23,0.33,0.2125,0.34,0.255,0.4375,0.1575,0.16,0.3475,0.245,0.3975,0.28,0.365,0.2475,0.255,0.1625,0.3625,0.4125,0.1875,0.2475,0.2825,0.38,0.5,0.3675,0.4025,0.485,0.275,0.355,0.2925,0.4075,0.515,0.8475,0.4225,0.45,1.1375,2.3525,0.415,0.53,0.22,0.355,0.645,0.455,0.5,0.215,0.65,0.6275,0,0.85,0.13,0.23,0.61,-0.23,0.7,0.86,0.76,1.04,1.38,0.6,0.59,1.11,0.79,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.0325,0.0962,0.1175,0.0275,0.055,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.1525,0.0563,0.2125,0.0888,0.0888,0.15,0.2313,0.0488,0.0813,0.1625,0.2475,0.0875,0.1225,0.1825,0.1063,0.0913,0.1238,0.1688,0.235,0.1013,0.0975,0.1788,0.2225,0.12,0.0925,0.1325,0.22,0.145,0.16,0.15,0.3325,0.1713,0.095,0.255,0.335,0.1405,0.155,0.13,0.4825,0.2525,0.225,0.23,0.33,0.2125,0.34,0.255,0.4375,0.1575,0.16,0.3475,0.245,0.3975,0.28,0.365,0.2475,0.255,0.025,0.3625,0.4125,0.1875,0.2475,0.2825,0.38,0.5,0.3675,0.4025,0.485,0.275,0.355,0.2925,0.4075,0.515,0.8475,0.4225,0.45,1.1375,2.3525,0.415,0.53,0.22,0.355,0.645,0.455,0.5,0.215,0.65,0.6275,0,0.85,0.13,0.23,0.61,-0.23,0.7,0.86,0.76,1.04,1.38,0.6,0.59,1.11,0.79,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,0.0275,0.055,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.0825,0.1325,0.2125,0.0712,0.0888,0.15,0.2313,0.0788,0.095,0.1588,0.2475,0.085,0.1225,0.1825,0.2238,0.0938,0.1238,0.1688,0.235,0.0925,0.0988,0.175,0.2275,0.1625,0.1125,0.1675,0.2575,0.125,0.1475,0.15,0.29,0.1713,0.175,0.2175,0.31,0.1775,0.19,0.2325,0.315,0.225,0.2218,0.2471,0.3394,0.197,0.1883,0.2562,0.3322,0.192,0.2267,0.3191,0.3294,0.2324,0.2581,0.2966,0.2191,0.2448,0.0435,0.364,0.3504,0.2332,0.3047,0.3505,0.3914,0.2631,0.3486,0.3904,0.4073,0.2774,0.3921,0.4222,0.4345,0.3235,0.4229,0.4693,0.4587,0.3011,0.4666,0.5848,0.5331,0.3531,0.5338,0.5915,0.6033,0.3517,0.5978,0.6484,0.667,0.3656,0.6551,0.7027,0.7504,0.3973,0.7115,0.8038,0.6958,0.2156,0.8422,0.8347,1.2081,0.5199,0.8849,0.8919,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,1074.192,1081.632,1086.704,1132.896,1289.856,1294.016,1301.2159,1334.144,1372.4,1388.672,1429.176,1456.408,1470.2321,1483.84,1505.064,1517.728,1434.616,1433.36,1417.624,1411.024,1408.184,1401.8,1400.896,1399.92,1397.6479,1392.824,1390.8,1389.152,1385.776,1384.328,1384.328,1383.392,1382.4,1384,1376,1376,1376,1368,1371.2,1368,1360,1368,1364,1352,1349.6,1350.4,1352,1352,1354.4,1368.8,1407.2,1416,1416.8,1424.8,1426.4,1432,1436.8,1439.2,1448.8,1464,1506.8,1545.2,1559.2,1542.8,1571.6,1586.8,1590.4,1595.2,1598.8,1601.6,1603.6,1605.6,1608,1610.4,1612,1612,1619.2,1625.6,1632,1640,1640.4,1645.6,1654.8,1668,1673.6,1677.2,1679.2,1676,1658.8,1668.8,1686.8,1692,1694.8,1699.2,1707.2,1736,1752.8,1760.4,1762,1768,1795.2,1796.8,1824,1848,1853.6,1858.4,1864,1876,1880.8,1886.8,1894,1896,1897.2,1900.8,1909.6,1924,1927.2,1931.2,1944,1965,1966.8,1968,1968.8,1972,1973,1970.3,1972.9,1975,1974,1973,1978.9,1993,2005,2027.2,2036.2,2054,2055.2,2058.2,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.0362,0.09,-0.5238,0.0362,-0.05,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.1525,0.0563,0.2125,0.0888,0.0888,0.15,0.23,0.0475,0.0813,0.1625,0.2475,0.0875,-0.0413,0.1825,0.1063,0.0913,0.1238,0.1675,0.2325,0.1013,0.0963,0.1788,0.22,0.1175,0.09,0.13,0.2175,0.145,0.16,0.15,0.33,0.1699,0.095,0.2525,0.3325,0.1405,0.155,0.13,0.48,0.2525,0.225,0.2275,0.3275,0.2125,0.34,0.2525,0.435,0.1575,0.16,0.345,0.2425,0.3975,0.2775,0.3625,0.245,0.255,0.16,0.36,0.41,0.1875,0.245,0.28,0.375,0.5,0.3625,0.3975,0.4825,0.275,0.3525,0.29,0.405,0.515,0.8425,0.42,0.4475,1.1375,2.33,0.4025,0.525,0.22,0.3525,0.64,0.4525,0.5,0.215,0.6475,0.625,0,0.84,0.13,0.23,0.61,-0.23,0.7,0.86,0.76,1.04,1.38,0.6,0.59,1.1,0.79,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.0325,0.0962,0.1175,0.0275,0.055,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.1525,0.0563,0.2125,0.0888,0.0888,0.15,0.23,0.0475,0.0813,0.1625,0.2475,0.0875,0.1225,0.1825,0.1063,0.0913,0.1238,0.1675,0.235,0.1013,0.0963,0.1788,0.22,0.1175,0.09,0.13,0.2175,0.145,0.16,0.15,0.33,0.1699,0.095,0.2525,0.3325,0.1405,0.155,0.13,0.48,0.2525,0.225,0.2275,0.3275,0.2125,0.34,0.2525,0.435,0.1575,0.16,0.345,0.2425,0.3975,0.2775,0.3625,0.245,0.255,0.025,0.36,0.41,0.1875,0.245,0.28,0.375,0.5,0.3625,0.3975,0.4825,0.275,0.3525,0.29,0.405,0.515,0.8425,0.42,0.4475,1.1375,2.33,0.4025,0.525,0.22,0.3525,0.64,0.4525,0.5,0.215,0.6475,0.625,0,0.84,0.13,0.23,0.61,-0.23,0.7,0.86,0.76,1.04,1.38,0.6,0.59,1.1,0.79,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.0325,0.0962,0.1175,0.0275,0.055,0.0575,0.1437,0.0313,0.0538,0.075,0.1312,0.07,0.0625,0.075,0.0938,0.0563,0.0662,0.0875,0.1563,0.0538,0.0712,0.0988,0.1713,0.0538,0.0675,0.1075,0.18,0.0613,0.0725,0.1188,0.19,0.065,0.0788,0.1275,0.2075,0.0675,0.0825,0.1325,0.2125,0.0712,0.0888,0.15,0.23,0.0788,0.095,0.1588,0.2475,0.085,0.1225,0.1825,0.2238,0.0938,0.1238,0.1675,0.235,0.0925,0.0975,0.175,0.2238,0.1625,0.11,0.165,0.2525,0.125,0.1475,0.15,0.2875,0.1699,0.175,0.215,0.3075,0.1775,0.19,0.2325,0.3125,0.225,0.2207,0.2453,0.3379,0.1966,0.1882,0.2537,0.3299,0.1919,0.2251,0.3165,0.3276,0.2319,0.2581,0.2938,0.2169,0.2448,0.0435,0.3624,0.3491,0.2324,0.3047,0.3462,0.3865,0.2631,0.344,0.3862,0.4062,0.2774,0.3899,0.4186,0.433,0.3235,0.4213,0.4652,0.455,0.3004,0.4575,0.5714,0.527,0.3531,0.5296,0.5877,0.5986,0.3517,0.5958,0.645,0.6646,0.3656,0.6469,0.6999,0.7499,0.3973,0.7099,0.8012,0.6958,0.2119,0.8397,0.8338,1.2065,0.5199,0.8797,0.8913,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,N.A.,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,121.272,240.871,277.243,121.351,185.888,176.567,366.616,147.977,193.47,237.263,381.816,221.225,348.657,382.874,447.547,393.269,402.24,459.074,634.312,376.672,449.08,574.999,660.611,430.352,491.029,524.78,723.327,392.06,493.119,583.947,730.496,481.438,467,665,842,562,487,555,715,383,496,613,749,481,511,625,790,487,508,639,713,471,542,683,,565,575,744,763,717,554,645,1029,758,788,755,1205,749,626,1006,1247,813,823,701,-197,1160,1045,1118,1320,1127,1425,1163,1729,1017,830,1376,1486,1489,1199,1402,1272,1189,934,1576,1875,1377,1289,1646,2035,2310,1766,1971,2381,1717,1885,1985,2349,1766,3053,2233,2489,29,1984,2041,2155,2259,1997,3009,2906,1919,2903,2218,2346,1964,1492,1551,1677,2407,185,2175,3218,3292,3835,4350,3862,4341,3001,3141,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,14.9565,15.9358,14.374,15.9561,16.7075,17.0789,18.7012,18.8126,19.9058,22.7233,25.0849,26.1556,29.576,30.3186,31.1974,35.1998,34.5273,35.4011,37.3763,37.3507,37.8194,37.3646,36.4482,36.384,35.3035,34.8333,35.1505,34.7673,35.9397,36.1378,36.8157,37.7371,38.0724,37.951,36.7433,35.4046,33.2401,33.0921,33.6947,33.2246,33.0274,31.1582,29.3877,28.4717,28.6036,29.1556,29.4604,29.1915,28.2785,27.6479,27.4843,,,,,25.5305,23.6083,23.2235,22.1698,23.3637,25.2068,24.7826,23.6825,22.9887,22.2597,21.9393,23.4058,23.8653,24.1908,24.896,23.4601,15.0991,17.16,18.3487,20.8539,29.0333,29.4663,32.0653,32.8184,34.9871,34.8241,31.9577,32.5811,31.6253,33.7722,35.6272,36.4826,36.3649,35.5079,33.8676,34.6895,37.4572,38.0682,39.3857,39.34,39.701,42.7707,44.4502,45.4556,46.615,44.8098,46.2012,47.7841,48.0213,49.4244,56.1775,55.6931,56.5125,45.4038,39.4483,39.1047,37.9988,50.4544,49.882,52.7702,53.5119,51.1898,54.3838,52.4108,51.5998,52.4032,46.8732,43.6821,40.7114,41.7541,35.8529,36.846,40.251,42.3268,50.5205,54.5309,55.9797,58.2912,57.3335,55.4954,
EBIT,EBIT,121.272,240.871,277.243,121.351,185.888,176.567,366.616,147.977,193.47,237.263,381.816,221.225,205.925,235.606,294.853,237.574,235.245,288.878,428.125,196.194,248.797,312.191,447.935,188.183,223.374,299.288,459.133,189.026,225.256,321.456,464.259,217.029,218,317,528,189,208,311,470,107,237,347,511,212,271,380,543,236,256,409,522,248,294,413,565,260,261,434,523,335,234,320,559,377,478,441,883,425,298,664,900,425,443,313,-600,752,576,605,849,557,939,709,1125,469,428,907,911,1086,803,1000,742,732,434,981,1185,641,738,951,1163,1532,1129,1146,1481,876,1234,1169,1279,926,2362,1276,1351,186,1059,1146,968,1107,1135,1747,1593,878,1981,1186,1008,941,669,510,379,1355,-775,948,1862,2045,2942,2799,1836,2660,2013,1670,
Gross Margin,GROSS_MARGIN,63.3765,62.2654,62.5594,60.3494,62.3174,62.8047,62.9604,64.7696,68.1132,65.5307,62.6268,63.7593,66.836,64.8078,66.6935,69.6345,69.0547,67.1815,68.9128,68.4251,70.7082,68.7465,69.6975,67.8598,66.8809,66.0692,64.4855,61.5232,62.3885,64.6947,63.7668,67.684,67.4141,67.0213,68.1341,62.4387,64.1643,63.5688,63.3721,61.9737,63.079,63.7725,59.5113,52.8271,51.0046,51.3389,51.8072,57.4225,58.6674,54.4643,52.9974,63.9569,54.659,54.5532,52.5045,66.9815,50.2789,52.5391,50.1173,66.1738,49.1998,49.1791,47.8881,45.8281,42.7176,42.9247,43.4171,43.141,45.626,46.3986,46.6011,46.4838,49.7379,45.2162,21.4059,50.1874,51.1201,52.847,51.6208,55.3611,62.7554,59.482,57.557,57.6033,55.201,60.6917,56.3898,64.2081,64.9362,66.294,60.2914,65.1259,67.5206,67.0754,67.2736,67.1625,61.976,65.9221,66.3515,72.8774,66.7885,69.8027,70.2866,71.0986,75.8018,74.8494,74.6722,74.6959,77.3666,76.8847,75.5408,75.5495,78.7659,77.9966,75.4755,78.6788,76.2699,78.3903,77.2793,77.0052,82.2025,82.6118,76.7816,80.0683,75.6844,71.9124,68.3524,77.5268,52.7336,69.3421,71.2308,75.6489,79.6456,81.5077,78.3324,82.8704,78.9566,78.9092,
