TSLA US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0.0067,-0.0173,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.142,-0.1393,0.01,-0.052,-0.136,-0.136,-0.2467,-0.2673,-0.2793,-0.2813,0.1213,0.054,-0.2706,-0.154,0.0533,0.0387,0.006,0.0373,0.1178,0.0933,0.1533,0.3933,0.54,0.7633,1.0667,0.7267,1.05,1.18,0.8,0.85,0.58,2.49,0.37,0.46,0.68
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0.0067,-0.0173,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.142,-0.1393,0.01,-0.052,-0.136,-0.136,-0.2467,-0.2673,-0.2793,-0.2813,0.1213,0.054,-0.2706,-0.154,0.0533,0.0387,0.006,0.0373,0.1178,0.0933,0.1533,0.3933,0.54,0.7633,1.0667,0.7267,1.05,1.18,0.8,0.85,0.58,2.49,0.37,0.46,0.68
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0.0067,-0.008,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.1333,-0.1442,0.01,-0.0773,-0.1201,-0.1325,-0.238,-0.2445,-0.2634,-0.2287,0.1338,0.0646,-0.2517,-0.1103,0.0595,0.0579,0.0078,0.0387,0.1332,0.1085,0.1242,0.3983,0.5539,0.7633,1.0667,0.7622,1.05,1.1753,0.8,0.85,0.58,0.629,0.37,0.6172,0.6912
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3852,109.5291,114.652,1384.0608,1413.6,1427.8102,1466.359,1561.1525,1565.88,1571.7651,1578.6368,1583.3424,1706.445,1863.9794,1772.9041,1827.9375,1842.03,1852.0917,2114.22,1873.665,1882.455,1889.1999,1900.335,1935.09,1966.5,1990.14,2099.745,2354.025,2325.36,2431.935,2478.18,2509.41,2524.71,2537.19,2549.955,2672.94,2685.39,2594.835,2649.81,2760,2805,2985,3105,3315,3372,3399,3357,3369,3405,3471,3465,3468,3471,3468,3478,3493,3492,3484,3481,3497
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0,-0.0173,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.142,-0.1393,0.0093,-0.052,-0.136,-0.136,-0.2467,-0.2673,-0.2793,-0.2813,0.1167,0.052,-0.2706,-0.154,0.052,0.0373,0.0053,0.0333,0.0998,0.08,0.13,0.34,0.48,0.6833,0.9533,0.65,0.95,1.07,0.73,0.78,0.53,2.27,0.34,0.42,0.62
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0,-0.0173,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.142,-0.1393,0.0093,-0.052,-0.136,-0.136,-0.2467,-0.2673,-0.2793,-0.2813,0.1167,0.052,-0.2706,-0.154,0.052,0.0373,0.0053,0.0333,0.0998,0.08,0.13,0.34,0.48,0.6833,0.9533,0.65,0.95,1.07,0.73,0.78,0.53,2.27,0.34,0.42,0.62
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2253,-0.2693,-0.336,-0.0253,-0.036,-0.034,-0.04,-0.042,-0.052,-0.0573,-0.0667,-0.07,-0.0527,0,-0.0081,-0.0213,-0.0087,-0.0267,-0.0333,-0.04,-0.0573,-0.0813,-0.0967,-0.1187,-0.1627,-0.1335,-0.1442,0.0095,-0.0773,-0.1203,-0.1327,-0.238,-0.2445,-0.2634,-0.2287,0.1285,0.0621,-0.2517,-0.1103,0.058,0.0556,0.0072,0.0346,0.113,0.0917,0.1065,0.3454,0.492,0.6833,0.9533,0.6824,0.95,1.0777,0.73,0.78,0.53,0.5727,0.34,0.5612,0.6324
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP
EBITDA,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.99,-23.857,-28.879,-34.725,-48.755,-43.829,-54.421,-60.197,-76.123,-84.6,-101.827,-100.938,-78.091,12.266,10.406,-2.104,24.232,0.301,25.962,25.843,-6.862,-25.334,-78.799,-73.296,-116.61,-91.764,-54.808,366.09,60.241,119.053,148.255,-134.856,-128.535,-180.741,-136.137,919.582,910.273,80.55,517.215,901.851,1045,836,894,1393,1193,1215,1993,2765,3461,4483,3386,4644,4890,3710,3553,2999,3296,2417,2883,4065
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.4989,-116.6792,-107.7441,-104.0074,-103.0072,-114.8491,-148.5287,-209.7653,-248.4556,-88.4333,-28.4258,-11.8151,-3.3746,2.225,1.5845,1.9861,2.672,1.4146,0.5574,-2.2993,-4.8647,-7.2674,-8.4753,-7.3656,1.7354,3.9965,5.7382,6.8889,1.7916,0.0333,-2.3725,-4.2405,2.7059,7.0498,7.8528,9.7333,9.8685,10.3532,12.682,14.3024,14.7927,13.6859,13.0634,13.8407,15.2963,17.5278,20.4245,20.9853,21.3376,21.3633,19.3293,17.8638,15.7958,14.0101,12.9453,12.1645,13.0324
EBIT,EBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.925,-25.998,-31.362,-37.834,-51.645,-47.346,-58.739,-64.477,-80.927,-88.763,-106.175,-108.46,-90.883,-5.584,-11.792,-30.554,-13.353,-43.967,-28.753,-39.129,-74.838,-102.446,-170.188,-183.662,-260.333,-248.224,-238.04,85.622,-266.698,-257.549,-240.916,-535.48,-598.141,-596.974,-621.392,416.757,413.536,-521.831,-167.458,261,359,283,327,809,575,594,1312,2004,2613,3603,2464,3688,3901,2664,2399,1764,2064,1171,1605,2717
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.583,18.5086,22.0419,29.7558,31.1994,36.7693,31.8165,29.8686,19.8984,33.8449,17.8667,-17.4856,7.788,17.1451,24.8021,23.8481,25.4527,24.9988,27.6851,29.5668,27.3552,27.6709,22.343,24.7116,17.998,22.0102,21.6356,27.703,19.0524,24.773,23.8968,15.0482,13.3441,13.3928,15.4646,22.3267,19.9685,12.4573,14.5054,18.8958,18.838,20.6182,20.9907,23.5207,19.2293,21.3206,24.1177,26.6046,27.3548,29.1107,25.003,25.0862,23.7561,19.3364,18.1851,17.8929,17.6342,17.3513,17.9529,19.8435
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.3522,-124.9183,-110.4101,-121.1037,-142.3276,-96.5654,-100.9764,-111.8111,-205.5289,-294.2387,-398.3604,-216.4697,-29.6681,-0.994,-2.9106,-7.0834,-2.1704,-7.0853,-3.7373,-4.5937,-7.8228,-10.8999,-17.8212,-19.6055,-21.4375,-21.6402,-18.7431,3.7252,-11.6736,-9.552,-8.6364,-17.941,-18.1903,-17.513,-15.5261,6.1069,5.723,-11.4904,-2.6373,4.1409,4.8619,4.7285,5.4175,9.2236,5.3518,5.7176,10.9717,14.5671,14.7469,19.2099,14.5506,17.1903,16.0416,11.4193,9.6241,7.5546,8.2012,5.4974,6.2941,10.7895
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.4385,-141.8364,-135.5994,-111.8242,-141.5367,-99.8185,-101.2584,-112.8533,-206.9537,-297.9183,-396.2143,-221.148,-29.3577,2.0022,-7.5288,-8.9246,-2.6436,-8.0252,-8.0458,-8.7706,-11.2505,-16.4043,-19.2913,-24.5368,-26.3836,-24.6081,-23.0854,0.9519,-5.311,-12.2494,-12.0592,-20.7519,-20.5383,-20.8156,-17.9285,4.5647,1.9303,-15.4605,-6.4308,2.2688,1.422,0.2673,1.723,3.7738,2.513,4.216,9.5501,11.7613,13.0989,17.6903,13.34,15.3445,15.1616,10.772,10.8437,7.9358,31.5016,5.3002,5.7961,8.6054
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28769.3498,,,,,,,,,,,,,,,,,,,,94150.2805,,,,92998.8513,,,,128479.9798,,,,87586.2078,,,,148019.6038,,,,153782.0726,,,,151843.6338,,,,178457.045,,,,190199.8358,,,,179158.9843,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.2615,-118.0302,-183.6635,-166.5788,,-227.2216,-183.0266,-63.6139,,-18.6947,-23.4772,-20.2034,-24.3901,-35.9233,-42.7884,-58.3591,-56.7719,-84.5985,-107.4069,-67.7394,-43.1316,-22.9068,-24.0654,-19.9907,-38.019,-43.5915,-49.5606,-60.3918,-38.8458,-21.3107,-21.3923,-13.7078,-15.6981,-14.9459,-2.086,4.7136,5.0274,4.9995,7.0884,12.5695,16.0809,21.0593,29.4175,31.1082,33.4509,33.5305,28.6125,27.8724,23.0526,27.9435,24.2155,21.0684,20.5872
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.7588,-62.8839,-48.8931,-42.2424,-46.2761,-50.5554,-48.0726,-51.3795,-43.3578,-30.9827,-16.5113,-9.9269,-4.1921,-4.7859,-4.7955,-5.3308,-7.1302,-7.5029,-9.0386,-10.4104,-12.7878,-13.2807,-12.2779,-8.679,-4.3923,-4.222,-4.0416,-6.916,-7.6439,-8.9466,-10.0894,-6.2434,-3.3431,-3.4482,-2.2062,-2.6684,-2.6932,-0.4363,1.0513,1.4168,1.6679,2.5338,4.6762,6.6998,9.6588,14.1148,15.3907,16.9212,17.3823,15.3737,15.3296,12.7769,15.8735,13.8866,12.1795,11.8825
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.2794,,,,,,,-80.18,-72.3004,-51.5588,-23.9831,-15.4402,-5.6389,-5.6728,-5.6274,-6.4998,-9.7763,-9.9119,-13.2249,-16.3075,-22.6026,-24.6678,-22.2633,-16.2293,-7.6583,-7.8054,-7.7566,-13.3047,-13.3486,-14.3841,-16.0066,-9.1194,-3.1477,-2.3594,-0.2895,-0.7676,-1.1425,-2.6229,4.4119,4.3624,4.7619,5.6898,8.7175,11.453,15.4342,22.0599,24.044,26.7017,27.7133,24.6649,24.0852,19.7936,24.1889,21.1538,18.3859,17.8045
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.1532,-99.6364,-72.4503,-55.9628,-64.2116,-74.3074,-69.2529,-79.6614,-71.4216,-53.7203,-25.7126,-17.3689,-7.6465,-6.0411,-5.855,-6.6376,-9.6333,-9.2348,-12.8528,-15.6635,-21.3571,-23.9725,-21.6087,-15.5391,-8.417,-8.3797,-8.088,-13.5437,-12.7472,-14.1728,-16.135,-9.2254,-3.0663,-2.6261,-0.1785,-1.0221,-1.4529,2.4054,4.3216,4.942,5.1095,5.58,8.2517,10.773,14.9618,20.9663,22.9922,25.5559,27.1135,23.397,22.1025,17.52,21.0838,18.8142,16.5521,16.3012
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.583,18.5086,22.0419,29.7558,31.1994,36.7693,31.8165,29.8686,19.8984,33.8449,17.8667,-17.4856,7.788,17.1451,24.8021,23.8481,25.4527,24.9988,27.6851,29.5668,27.3552,27.6709,22.343,24.7116,17.998,22.0102,21.6356,27.703,19.0524,24.773,23.8968,15.0482,13.3441,13.3928,15.4646,22.3267,19.9685,12.4573,14.5054,18.8958,18.838,20.6182,20.9907,23.5207,19.2293,21.3206,24.1177,26.6046,27.3548,29.1107,25.003,25.0862,23.7561,19.3364,18.1851,17.8929,17.6342,17.3513,17.9529,19.8435
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.3522,-124.9183,-110.4101,-121.1037,-142.3276,-96.5654,-100.9764,-111.8111,-205.5289,-294.2387,-398.3604,-216.4697,-29.6681,-0.994,-2.9106,-7.0834,-2.1704,-7.0853,-3.7373,-4.5937,-7.8228,-10.8999,-17.8212,-19.6055,-21.4375,-21.6402,-18.7431,3.7252,-11.6736,-9.552,-8.6364,-17.941,-18.1903,-17.513,-15.5261,6.1069,5.723,-11.4904,-2.6373,4.1409,4.8619,4.7285,5.4175,9.2236,5.3518,5.7176,10.9717,14.5671,14.7469,19.2099,14.5506,17.1903,16.0416,11.4193,9.6241,7.5546,8.2012,5.4974,6.2941,10.7895
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-219.5674,-150.5045,-581.6318,,15.6462,24.937,20.4348,25.0998,,,,,,,,,,,19.7763,,,,,,,,24.7995,25.6926,6.6339,19.3374,-29.8721,,55.7541,,22.2042,6.4286,7.0618,16.6329,23.9671,29.2186,35.9627,23.1511,21.8787,19.5181,,,,,-73.6193,,52.0197
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.2063,-141.2695,-135.5677,-111.5585,-141.6386,-99.5125,-101.0194,-112.7025,-206.6692,-297.7227,-395.8054,-220.9165,-29.4057,2.029,-7.4545,-8.7443,-2.4229,-7.8949,-7.8963,-8.333,-10.8617,-16.0809,-18.9596,-24.3464,-25.9679,-24.2728,-22.798,1.3057,-9.1218,-13.7932,-13.8294,-22.4965,-23.7178,-22.8536,-18.2148,3.9757,3.2101,-14.1974,-5.8244,2.7923,2.3564,1.1696,2.4851,6.3277,3.5276,5.1304,10.8128,13.6803,14.871,19.3325,14.6097,16.9479,16.3788,12.0022,11.7824,8.758,8.7058,7.2907,7.4,11.0555
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.4385,-141.8364,-135.5994,-111.8242,-141.5367,-99.8185,-101.2584,-112.8533,-206.9537,-297.9183,-396.2143,-221.148,-29.3577,2.0022,-7.5288,-8.9246,-2.6436,-8.0252,-8.0458,-8.7706,-11.2505,-16.4043,-19.2913,-24.5368,-26.3836,-24.6081,-23.0854,0.9519,-9.6063,-14.7308,-14.3903,-22.487,-23.4413,-23.018,-18.5573,3.7318,2.9073,-14.7011,-6.1304,2.3798,1.7876,1.1362,2.1372,4.207,2.755,4.4663,9.8511,12.0593,13.2231,17.4877,13.3991,15.5262,15.2439,10.8834,10.4866,8.0428,31.5612,5.3706,5.8588,8.6689
Net Income Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.4385,-141.8364,-135.5994,-111.8242,-141.5367,-99.8185,-101.2584,-112.8533,-206.9537,-297.9183,-396.2143,-221.148,-29.3577,2.0022,-7.5288,-8.9246,-2.6436,-8.0252,-8.0458,-8.7706,-11.2505,-16.4043,-19.2913,-24.5368,-26.3836,-24.6081,-23.0854,0.9519,-5.311,-12.2494,-12.0592,-20.7519,-20.5383,-20.8156,-17.9285,4.5647,1.9303,-15.4605,-6.4308,2.2688,1.422,0.2673,1.723,3.7738,2.513,4.216,9.5501,11.7613,13.0989,17.6903,13.34,15.3445,15.1616,10.772,10.8437,7.9358,31.5016,5.3002,5.7961,8.6054
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.4385,-141.8364,-135.5994,-111.8242,-141.5367,-99.8185,-101.2584,-112.8533,-206.9537,-297.9183,-396.2143,-221.148,-29.3577,2.0022,-7.5288,-8.9246,-2.6436,-8.0252,-8.0458,-8.7706,-11.2505,-16.4043,-19.2913,-24.5368,-26.3836,-24.6081,-23.0854,0.9519,-5.311,-12.2494,-12.0592,-20.7519,-20.5383,-20.8156,-17.9285,4.5647,1.9303,-15.4605,-6.4308,2.2688,1.422,0.2673,1.723,3.7738,2.513,4.216,9.5501,11.7613,13.0989,17.6903,13.34,15.3445,15.1616,10.772,10.8437,7.9358,31.5016,5.3002,5.7961,8.6054
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3247,,,,,,,,,,,,,,27.1001,,,,,,,,6.1356,9.432,,,14.7727,24.1379,2.8571,14,33.5135,21.8997,12.9456,8.894,11.8491,11.0816,9.5422,8.2862,8.3883,6.9295,9.3214,10.9976,8.1663,,26.3361,20.8267,21.5876
