BYDDY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.026,1524.407,1790.398,797.629,129.596,200.967,,,117.411,1083.133,53.606,50.548,34.939,73.797,156.009,380.249,87.628,151.98,87.514,474.068,56.748,121.54,153.291,470.905,1558.346,955.654,897.646,1571.421,1502.584,1508.361,781.366,1383.797,1296.715,1455.058,264.141,610.22,1271.791,1410.041,888.497,759.809,246.542,224.009,321.968,2061.455,2518.448,1112.092,511.052,1299.719,1485.772,670.723,911.51,3021.626,6055.224,7724.744,4369.995,7069.724,10886.708,9017.643,4770.879,9342.337,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.026,1524.407,1790.398,797.629,129.596,200.967,,,117.411,1083.133,53.606,50.548,34.939,73.797,156.009,380.249,87.628,151.98,87.514,474.068,56.748,121.54,153.291,470.905,1558.346,955.654,897.646,1571.421,1502.584,1508.361,781.366,1383.797,1296.715,1455.058,264.141,610.22,1271.791,1410.041,888.497,759.809,246.542,224.009,321.968,2061.455,2518.448,1112.092,511.052,1299.719,1485.772,670.723,911.51,3021.626,6055.224,7724.744,4369.995,7069.724,10886.708,9017.643,4770.879,9342.337,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.397,69.265,86.271,80.578,118.253,110.074,,,40.044,51.238,26.566,61.319,30.327,13.301,43.622,65.698,49.466,64.021,75.548,125.343,28.53,76.924,32.345,125.191,63.646,93.573,46.938,162.433,98.154,120.333,175.571,266.678,228.194,180.015,161.716,233.546,223.837,156.9,138.765,54.968,126.819,183.855,209.332,511.661,767.308,291.395,273.696,363.504,216.231,68.647,103.102,234.755,339.036,413.763,239.932,245.642,473.957,343.728,202.086,279.873,
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.629,1455.142,1704.127,717.051,11.343,90.893,,,77.367,1031.895,27.04,-10.771,4.612,60.496,112.387,314.551,38.162,87.959,11.966,348.725,28.218,44.616,120.946,345.714,1494.7,862.081,850.708,1408.988,1404.43,1388.028,605.795,1117.119,1068.521,1275.043,102.425,376.674,1047.954,1253.141,749.732,704.841,119.723,40.154,112.636,1549.794,1751.14,820.697,237.356,936.215,1269.541,602.076,808.408,2786.871,5716.188,7310.981,4130.063,6824.082,10412.751,8673.915,4568.793,9062.464,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.155,0,132.166,0,110.87,0,134.643,0,103.757,0,135.705,0,105.683,0,167.338,0,55.649,0,61.6,-61.6,61.6,0,0,0,6.294,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.629,1455.142,1704.127,717.051,11.343,90.893,,,77.367,1031.895,27.04,-10.771,4.612,60.496,112.387,314.551,38.162,87.959,11.966,348.725,28.218,44.616,120.946,345.714,1494.7,862.081,850.708,1408.988,1404.43,1202.873,605.795,984.953,1068.521,1164.173,102.425,242.031,1047.954,1149.384,749.732,569.136,119.723,-65.529,112.636,1382.456,1751.14,765.048,237.356,874.615,1331.141,540.476,808.408,2786.871,5716.188,7304.687,4130.063,6824.082,10412.751,8673.915,4568.793,9062.464,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.629,1455.142,1704.127,717.051,11.343,90.893,,,77.367,1031.895,27.04,-10.771,4.612,60.496,112.387,314.551,38.162,87.959,11.966,348.725,28.218,44.616,120.946,345.714,1494.7,862.081,850.708,1408.988,1404.43,1202.873,605.795,984.953,1068.521,1164.173,102.425,242.031,1047.954,1149.384,749.732,569.136,119.723,-65.529,112.636,1382.456,1751.14,765.048,237.356,874.615,1331.141,540.476,808.408,2786.871,5716.188,7304.687,4130.063,6824.082,10412.751,8673.915,4568.793,9062.464,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94.176,0,18.6825,0,28.542,,,39.5395,-398.2554,-23.1701,1.3991,-57.2576,45.8215,-2.1257,-18.5303,-12.1934,-5.6264,-15.0918,22.3203,-386.3154,74.8731,-26.8527,-5.6897,-1082.162,30.3573,5.8342,109.2522,253.1159,-254.3775,-20.455,-24.5526,-24.5525,58.593,138.7436,-527.0812,-3.501,112.1288,-71.504,-42.1734,-1.5427,390.4028,-95.3024,313.1061,81.353,197.0895,-14.0961,-120.7055,-203.2636,220.3902,-92.2107,233.4583,24.7249,561.2606,11.647,220.5936,1.2007,102.8685,-166.3711,-169.2069,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS/IFRS,IAS/IFRS,IAS/IFRS,IAS/IFRS,IAS/IFRS,IAS/IFRS,,,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,CN GAAP,
EBITDA,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,EBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.442,1692.385,1983.528,881.821,301.623,304.867,,,289.941,696.056,214.916,113.338,87.516,-1068.561,375.584,464.04,324.343,151.353,330.981,646.501,-173.469,337.631,536.403,643.868,865.775,1365.544,1420.927,2116.904,2203.162,2056.758,1208.162,2336.587,2269.068,2117.188,1065.94,880.217,2017.606,3026.686,2109.446,1405.915,868.741,1750.913,1424.003,3315.922,4319.973,2061.295,1379.055,1841.416,2048.52,1207.062,1180.746,2912.589,6984.406,9638.024,5059.02,6978.539,12352.473,10603.028,4982.585,11200.36,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0575,23.2009,24.5069,17.9101,14.8679,12.8222,,,14.4205,18.0883,14.9107,11.8126,10.8202,2.2334,13.5406,14.0704,13.4349,12.5569,15.4327,15.0698,11.4937,14.5544,15.308,16.0106,17.2207,14.4821,17.8102,21.2959,20.5919,21.0569,21.0034,19.7229,19.1367,17.064,17.1438,13.2639,16.4107,17.516,19.0473,15.3363,13.8611,17.005,17.6569,20.531,22.3155,16.5879,12.595,12.9026,13.3282,13.1164,12.4015,14.3879,18.9606,18.9957,17.8633,18.7249,22.1248,21.2224,21.8825,18.6884,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4352,12.9102,15.673,7.6084,2.9409,2.5023,,,2.5064,4.9376,1.8868,1.0685,0.8488,-7.9233,2.9983,3.6024,2.6088,1.0952,2.8768,4.3841,-1.285,1.9308,3.5885,4.0308,5.1879,4.3863,7.1126,8.6916,8.0011,6.5085,5.7405,9.7392,7.8527,6.62,4.309,2.9926,5.7927,7.369,6.9609,4.41,2.7459,5.1624,7.2363,8.1224,9.7035,3.9967,3.3642,3.6907,3.7721,1.7013,1.7669,3.4764,5.9655,6.1635,4.2098,4.9864,7.6179,5.8892,3.9878,6.3573,
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3475,11.1004,13.4653,6.1868,0.1106,0.746,,,0.6688,7.3199,0.2374,-0.1015,0.0447,0.4486,0.8972,2.4419,0.307,0.6365,0.104,2.3648,0.209,0.2551,0.8091,2.1643,8.9566,2.7691,4.2583,5.7851,5.1004,4.3924,2.8784,4.6563,3.6979,3.9868,0.414,1.2806,3.0087,3.051,2.474,2.2109,0.3784,0.1184,0.5724,3.7962,3.9334,1.5913,0.579,1.8764,2.3377,0.8486,1.2097,3.3263,4.8823,4.6754,3.4367,4.8761,6.4217,4.8178,3.6567,5.1438,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81930.4625,,61000.5316,,67685.1333,,,,79364.4665,,64609.1657,,81042.2087,,70389.4098,,86674.2599,,86743.5765,,93498.4227,,79868.1,,158815.2898,,115979.2238,,163024.0454,,125609.9424,,159153.85,,132492.6351,,186568.2846,,,,148008.4397,,,,229958.3467,,,,246195.294,,,,274309.3499,,,,255919.6764,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1617,14.361,,,,,,,5.1011,0.3846,0.7848,2.3045,2.4576,2.578,2.1024,2.0747,2.0313,1.8418,2.2976,2.1084,7.6259,9.7934,12.9672,16.2344,12.225,12.2049,11.9264,10.5133,7.9649,7.7579,6.6838,5.1981,5.073,4.9639,6.1473,6.8526,5.0247,2.6489,1.4027,2.879,5.815,7.4182,6.2217,5.3125,4.6014,3.9557,4.0284,6.1473,10.6516,16.1244,18.8607,22.1709,24.6776,24.0481,23.5666,24.9324,
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9295,5.3343,,,,,,,1.6168,0.1212,0.2458,0.7085,0.734,0.7539,0.6177,0.6136,0.5783,0.504,0.6403,0.5931,2.0473,2.6955,3.4762,4.255,3.7627,3.878,3.7189,3.2783,2.7989,2.5166,2.1698,1.6362,1.5705,1.492,1.7996,1.92,1.4487,0.8275,0.501,0.9167,1.7486,2.135,2.0999,1.7813,1.4549,1.2259,1.3372,1.9221,2.924,4.2101,4.6157,5.1183,5.465,5.1203,4.9767,5.1227,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.111,10.9872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1507,5.8435,4.1957,4.9643,4.4727,4.2544,3.4934,3.4278,3.7943,5.6442,6.3716,5.745,5.2905,4.5051,4.1392,4.0619,5.3079,8.3297,12.8233,14.6898,17.5948,19.9775,18.9,18.2238,19.9514,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0866,11.0416,,,,,,,1.8363,-0.9472,-0.4735,0.0469,0.522,2.1136,1.997,2.0493,1.297,1.3155,1.5966,1.3124,2.31,3.5306,4.3889,5.6067,6.2492,6.4581,5.9984,5.8409,5.6154,5.5603,5.3357,4.1001,4.4575,4.0647,4.9694,4.6836,4.4673,3.5692,3.4411,3.9496,6.5235,7.0199,6.4382,5.8291,4.4756,4.0312,3.8238,4.5218,7.2231,11.5644,13.5408,15.6508,18.2487,16.2447,15.7508,17.5937,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0575,23.2009,24.5069,17.9101,14.8679,12.8222,,,14.4205,18.0883,14.9107,11.8126,10.8202,2.2334,13.5406,14.0704,13.4349,12.5569,15.4327,15.0698,11.4937,14.5544,15.308,16.0106,17.2207,14.4821,17.8102,21.2959,20.5919,21.0569,21.0034,19.7229,19.1367,17.064,17.1438,13.2639,16.4107,17.516,19.0473,15.3363,13.8611,17.005,17.6569,20.531,22.3155,16.5879,12.595,12.9026,13.3282,13.1164,12.4015,14.3879,18.9606,18.9957,17.8633,18.7249,22.1248,21.2224,21.8825,18.6884,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4352,12.9102,15.673,7.6084,2.9409,2.5023,,,2.5064,4.9376,1.8868,1.0685,0.8488,-7.9233,2.9983,3.6024,2.6088,1.0952,2.8768,4.3841,-1.285,1.9308,3.5885,4.0308,5.1879,4.3863,7.1126,8.6916,8.0011,6.5085,5.7405,9.7392,7.8527,6.62,4.309,2.9926,5.7927,7.369,6.9609,4.41,2.7459,5.1624,7.2363,8.1224,9.7035,3.9967,3.3642,3.6907,3.7721,1.7013,1.7669,3.4764,5.9655,6.1635,4.2098,4.9864,7.6179,5.8892,3.9878,6.3573,
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.9128,,,,20.4414,,,-16.1029,-288.9409,14.1442,15.4228,11.1617,366.3086,-4.367,9.7827,,5.0792,5.9671,,32.5957,7.5332,17.5857,17.5738,12.3289,147.3864,,,4.8482,15.8651,,,,10.0037,18.746,21.311,-35.9823,-17.8264,-6.4509,21.3545,26.7909,1.7577,,,,,,3.1609,7.863,9.8697,7.2697,7.2388,11.9105,4.0773,,11.6523,
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7486,12.5454,15.2838,7.2416,1.5718,1.7031,,,1.1832,7.8079,1.1717,0.244,1.0192,0.1949,1.4687,3.3724,0.7578,0.8645,1.0283,3.5983,0.2493,1.0944,1.3647,3.9224,11.4752,3.3709,5.7491,7.6391,6.6866,5.4369,4.8542,6.7873,5.3491,4.4557,1.2352,2.6569,3.8676,4.7512,3.497,2.553,0.9292,0.7769,1.9409,6.2368,6.1764,2.336,1.6006,3.1026,3.1715,0.8338,1.5779,4.2814,6.3867,5.7303,4.3414,5.8468,7.8109,6.2226,4.5759,6.5334,
