XOM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,910,769,781,710,1181,662,454,621,643,336,779,719,685,529,677,881,548,552,785,819,851,1044,991,1086,956,1082,987,1381,1364,1192,946,854,819,638,640,1842,193,730,1304,2062,2241,2706,2637,3507,3260,2587,2060,1060,1265,1652,1855,1715,3388,2578,2312,2728,3522,3690,3854,4845,5043,5119,6132,7008,7059,7844,7688,5311,6784,7668,7350,8062,9302,10526,11327,5375,3148,3571,4333,4067,5493,4960,5297,5811,8004,7721,8009,7317,7716,8537,7394,7398,6277,5793,6120,6073,5857,5034,5064,2060,1560,2692,1365,-202,-51,715,337,-1407,1828,892,1498,-5392,2457,2526,2634,1915,1883,1241,1474,684,512,-471,337,-6010,796,1526,2664,2650,2806,6359,5224,5787,4960,3503,4353,2613,3803,4094,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,1351,1210,1133,1588,2341,1172,1191,1063,1385,987,1237,1448,1250,1293,1424,1563,1214,923,1252,1944,1734,1716,1584,1737,2024,1650,1632,2588,2282,2061,1916,8111,1956,1642,1441,3370,1493,1961,2240,4361,3097,4110,4133,4905,5172,4368,3305,2727,2078,2646,2705,3791,6863,4270,3751,6770,5594,5932,5879,8701,7955,7839,10094,11041,8582,10613,10782,10574,9530,10448,9694,11943,11172,11905,15366,8424,4702,3946,4871,6139,6575,7746,7561,9516,10913,10898,10671,9724,9799,17654,9926,10302,9761,6975,8069,8643,9370,9117,8346,6782,5075,4262,4384,2830,1781,1681,2889,2024,4090,3264,4085,8409,4783,3986,6446,6206,2406,3391,3247,5730,-770,-1169,-709,-20603,2796,4781,6942,9079,5750,18574,20198,13055,11843,8153,9346,8012,8566,9571,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,-455,-530,-430,-315,-40,-175,0,-102,-27,-11,-11,-400,-550,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,1351,1210,1133,1588,2341,1172,1191,1063,1345,987,1237,1448,1250,1293,1424,1563,1214,923,1252,1944,1734,1716,1584,1737,2024,1650,1632,2588,2282,2061,1916,5498,1886,1642,1441,3350,1493,1961,2240,2346,3552,4640,4563,5220,5212,4543,3305,2971,2105,2657,2716,4191,7413,4270,3751,6770,5594,5932,5879,8701,7955,7839,10094,11041,8582,10613,10782,10574,9530,10448,9694,11943,11172,11905,15366,8424,4702,3946,4871,6139,6575,7746,7561,9516,10913,10898,10671,9724,9799,17654,9926,10302,9761,6975,8069,8643,9370,9117,8346,6782,5075,4262,4384,2830,1781,1681,2889,2024,4090,3264,4085,8409,4783,3986,6446,6206,2406,3391,3247,5730,-770,-1169,-709,-20603,2796,4781,6942,9079,5750,18574,20198,13055,11843,8153,9346,8012,8566,9571,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,71,110,58,33,101,47,76,-57,50,57,92,48,65,58,64,63,54,38,97,44,74,86,84,57,139,80,72,93,107,96,96,113,66,22,41,136,9,7,52,176,72,110,73,157,212,83,125,149,15,17,76,101,373,100,101,120,154,142,199,281,95,199,174,331,182,253,292,324,250,188,284,283,282,225,536,604,152,-4,141,89,275,186,211,266,263,218,341,324,349,1744,356,352,261,115,199,293,270,337,276,212,135,72,144,50,-29,-19,239,344,80,-86,115,29,133,36,206,206,56,261,77,40,-160,-89,-29,-533,66,91,192,209,270,724,538,305,413,273,276,382,346,331,
"Net Income, GAAP",NET_INCOME,1280,1100,1075,1555,2240,1125,1115,1120,1295,930,1145,1400,1185,1235,1360,1500,1160,885,1155,1900,1660,1630,1500,1680,1885,1570,1560,2495,2175,1965,1820,2500,1820,1620,1400,3234,1484,1954,2188,4185,3480,4530,4490,5220,5000,4460,3180,2680,2090,2640,2640,4090,7040,4170,3650,6650,5440,5790,5680,8420,7860,7640,9920,10710,8400,10360,10490,10250,9280,10260,9410,11660,10890,11680,14830,7820,4550,3950,4730,6050,6300,7560,7350,9250,10650,10680,10330,9400,9450,15910,9570,9950,9500,6860,7870,8350,9100,8780,8070,6570,4940,4190,4240,2780,1810,1700,2650,1680,4010,3350,3970,8380,4650,3950,6240,6000,2350,3130,3170,5690,-610,-1080,-680,-20070,2730,4690,6750,8870,5480,17850,19660,12750,11430,7880,9070,7630,8220,9240,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,19,19,19,18,18,17,17,17,16,15,15,15,13.5,13.5,13.5,13.5,11.5,11.5,11.5,11.5,9.5,9.5,9.5,9.5,6.75,6.75,6.75,6.75,4.25,4.25,4.25,4.25,2.5,2.5,2.5,2.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,1261,1081,1056,1537,2222,1108,1098,1103,1279,915,1130,1385,1171.5,1221.5,1346.5,1486.5,1148.5,873.5,1143.5,1888.5,1650.5,1620.5,1490.5,1670.5,1878.25,1563.25,1553.25,2488.25,2170.75,1960.75,1815.75,2495.75,1817.5,1617.5,1397.5,3231.5,1484,1954,2176,4185,3480,4530,4490,5220,5000,4460,3180,2680,2090,2640,2640,4090,7040,4170,3650,6650,5440,5790,5680,8420,7860,7640,9920,10710,8400,10360,10490,10250,9280,10260,9410,11660,10890,11680,14830,7820,4550,3950,4730,6050,6300,7560,7350,9250,10650,10680,10330,9400,9450,15910,9570,9950,9500,6860,7870,8350,9100,8780,8070,6570,4940,4190,4240,2780,1810,1700,2650,1680,4010,3350,3970,8380,4650,3950,6240,6000,2350,3130,3170,5690,-610,-1080,-680,-20070,2730,4690,6750,8870,5480,17850,19660,12750,11430,7880,9070,7630,8220,9240,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,1261,1081,1056,1537,2222,1108,1098,1103,1279,915,1130,1385,1171.5,1221.5,1346.5,1486.5,1148.5,873.5,1143.5,1888.5,1650.5,1620.5,1490.5,1670.5,1878.25,1563.25,1553.25,2488.25,2170.75,1960.75,1815.75,2495.75,1817.5,1617.5,1397.5,3231.5,1484,1954,2176,4185,3480,4530,4490,5220,5000,4460,3180,2680,2090,2640,2640,4090,7040,4170,3650,6650,5440,5790,5680,8420,7860,7640,9920,10710,8400,10360,10490,10250,9280,10260,9410,11660,10890,11680,14830,7820,4550,3950,4730,6050,6300,7560,7350,9250,10650,10680,10330,9400,9450,15910,9570,9950,9500,6860,7870,8350,9100,8780,8070,6570,4940,4190,4240,2780,1810,1700,2650,1680,4010,3350,3970,8380,4650,3950,6240,6000,2350,3130,3170,5690,-610,-1080,-680,-20070,2730,4690,6750,8870,5480,17850,19660,12750,11430,7880,9070,7630,8220,9240,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,,,305.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,0,0,200,409.75,1.3,0.65,0,0,0,0,0,-7500,0,-600,0,0,0,0,0,0,0,-269,0,0,0,0,0,0,0,2135,0,0,0,-4648,0,0,0,409,0,0,0,-3700,0,0,48,19599,31,12,0,-325,3353,-299,-978,1285,188,6,47,2333,0,0,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,-455,-530,-430,-315,-40,-175,0,-102,-27,-11,-11,-400,-550,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,4998.1758,4991.6318,4987.2002,4982.3701,4980.0962,4977.0518,4973.2002,4974.7842,4966.6958,4965.896,4966.1519,4966,4966.7441,4967.6001,4966.3999,4966,4967.6001,4966.3999,4965.6001,4966.7998,4967.6001,4970,4967.2002,4968,4968,4968.3999,4967.6001,4968,4968,4956,4940.6001,4922.4,4902,4886,4870,5904,6898,6902,6904,6906,6956,6962,6960,6938,6912,6883,6852,6823,6793,6767,6740,6712,6683,6654,6619,6580,6544,6506,6464,6411,6365,6310,6241,6148,6068,5971,5861,5752,5650,5555,5470,5423,5301,5201,5102,4980,4937,4851,4784,4760,4722,4716,5076,4973,4963,4906,4839,4771.5736,4715,4656,4597,4522.7273,4485,4433,4395,4361,4328,4297,4267,4235,4211,4200,4190,4183,4178,4178,4178,4176,4223,4271,4271,4270,4270,4271,4271,4270,4270,4271,4271,4269,4270,4271,4271,4272,4272,4276,4276,4275,4266,4233,4185,4138,4102,4066,4025,4010,3998,4317,
"Basic EPS, GAAP",IS_EPS,0.2525,0.2175,0.2125,0.3075,0.445,0.225,0.22,0.2225,0.2575,0.1825,0.2275,0.28,0.235,0.245,0.2725,0.3,0.23,0.175,0.23,0.3825,0.3325,0.325,0.3,0.3375,0.38,0.315,0.31,0.5,0.435,0.395,0.37,0.505,0.37,0.33,0.29,0.545,0.21,0.285,0.315,0.6,0.5,0.66,0.63,0.75,0.72,0.66,0.46,0.39,0.3,0.4,0.39,0.6,1.05,0.63,0.55,1.01,0.83,0.89,0.88,1.31,1.23,1.21,1.6,1.742,1.38,1.74,1.79,1.782,1.64,1.85,1.72,2.15,2.05,2.25,2.89,1.55,0.92,0.82,0.98,1.27,1.33,1.61,1.44,1.86,2.14,2.19,2.13,1.97,2,3.41,2.09,2.2,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.56,1.17,1,1.01,0.67,0.43,0.41,0.63,0.41,0.95,0.78,0.93,1.97,1.09,0.92,1.46,1.41,0.55,0.73,0.75,1.33,-0.14,-0.26,-0.15,-4.7,0.64,1.1,1.57,2.08,1.28,4.21,4.68,3.09,2.79,1.94,2.25,1.91,2.06,2.14,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,0.2525,0.2175,0.2125,0.3075,0.445,0.225,0.22,0.2225,0.2656,0.1825,0.2275,0.2794,0.235,0.245,0.2725,0.3,0.23,0.175,0.23,0.3825,0.3325,0.325,0.3,0.3375,0.38,0.315,0.31,0.5,0.435,0.395,0.37,0.505,0.385,0.33,0.29,0.545,0.21,0.285,0.315,0.6,0.435,0.58,0.57,0.705,0.71,0.64,0.46,0.39,0.3,0.39,0.39,0.54,0.97,0.63,0.55,1.01,0.83,0.89,0.88,1.31,1.23,1.21,1.6,1.742,1.38,1.74,1.79,1.782,1.64,1.85,1.72,2.15,2.05,2.25,2.89,1.55,0.92,0.82,0.98,1.27,1.33,1.61,1.44,1.86,2.14,2.19,2.13,1.97,2,3.41,2.09,2.2,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.56,1.17,1,1.01,0.67,0.43,0.41,0.63,0.41,0.95,0.78,0.93,1.97,1.09,0.92,1.46,1.41,0.55,0.73,0.75,1.33,-0.14,-0.26,-0.15,-4.7,0.64,1.1,1.57,2.08,1.28,4.21,4.68,3.09,2.79,1.94,2.25,1.91,2.06,2.14,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,0.3075,0.445,,0.22,0.2225,0.2656,,0.2275,0.2794,,,0.2725,0.3,0.23,0.175,0.23,0.3825,,,0.3,0.3375,0.3525,0.315,0.31,0.42,0.435,0.395,0.37,0.445,0.385,0.33,0.29,0.42,0.21,0.29,0.315,0.645,0.48,0.609,0.6234,0.68,0.72,0.64,0.46,0.42,0.3,0.39,0.44,0.56,0.717,0.63,0.55,0.672,0.83,0.89,0.96,1.31,1.16,1.24,1.34,1.742,1.38,1.74,1.79,1.782,1.64,1.85,1.72,2.15,2.05,2.31,2.61,1.55,0.92,0.8431,0.98,1.27,1.3765,1.6899,1.4482,1.8602,2.14,2.19,2.13,1.97,2,1.8063,2.09,2.0673,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.4878,1.17,1,1.01,0.67,0.43,0.41,0.63,0.9136,0.95,0.78,0.93,0.874,1.09,0.92,1.46,1.5009,0.55,0.73,0.75,0.4662,-0.14,-0.26,-0.148,-0.1103,0.6463,1.0996,1.57,1.9988,2.0706,4.1462,4.464,3.3917,2.8323,1.9395,2.2651,2.4845,2.06,2.14,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,4998.1758,4991.6318,4987.2002,4982.3701,4980.0962,4977.0518,4973.2002,4974.7842,4966.6958,4965.896,4966.1519,4966,4966.7441,4967.6001,4966.3999,4966,4967.6001,4966.3999,4965.6001,4966.7998,4967.6001,4970,4967.2002,4968,5024,5024,5024,5024,5034,5026,5012,4922.4,4966,4950,4930,5904,7032,7044,7042,6906,7044,7049,7043,7028,6989,6963,6924,6889,6858,6831,6787,6755,6714,6687,6652,6612,6582,6547,6508,6461,6421,6370,6303,6194,6126,6030,5922,5802,5714,5620,5536,5454,5362,5261,5160,5062,4959,4871,4803,4760,4736,4729,5089,5031,4971,4912,4843,4775,4716,4656,4597,4541,4485,4433,4395,4361,4328,4297,4267,4235,4211,4200,4190,4183,4178,4178,4178,4176,4223,4271,4271,4270,4270,4271,4271,4270,4270,4271,4271,4269,4270,4271,4271,4272,4272,4276,4276,4275,4266,4233,4185,4138,4102,4066,4025,4010,3998,4317,
"Diluted EPS, GAAP",IS_DILUTED_EPS,0.2525,0.2175,0.2125,0.3075,0.445,0.225,0.22,0.2225,0.2575,0.1825,0.2275,0.28,0.235,0.245,0.2725,0.3,0.23,0.175,0.23,0.3825,0.3325,0.325,0.3,0.3375,0.375,0.31,0.31,0.5,0.43,0.39,0.365,0.5,0.365,0.325,0.29,0.545,0.21,0.28,0.31,0.6,0.495,0.65,0.63,0.745,0.71,0.65,0.46,0.39,0.3,0.39,0.39,0.6,1.05,0.62,0.55,1.01,0.83,0.88,0.88,1.3,1.22,1.2,1.58,1.7291,1.37,1.72,1.77,1.7666,1.62,1.83,1.7,2.13,2.03,2.22,2.86,1.54,0.92,0.81,0.98,1.27,1.33,1.6,1.44,1.85,2.14,2.18,2.13,1.97,2,3.41,2.09,2.2,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.56,1.17,1,1.01,0.67,0.43,0.41,0.63,0.41,0.95,0.78,0.93,1.97,1.09,0.92,1.46,1.41,0.55,0.73,0.75,1.33,-0.14,-0.26,-0.15,-4.7,0.64,1.1,1.57,2.08,1.28,4.21,4.68,3.09,2.79,1.94,2.25,1.91,2.06,2.14,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,0.2525,0.2175,0.2125,0.3075,0.445,0.225,0.22,0.2225,0.2656,0.1825,0.2275,0.2794,0.235,0.245,0.2725,0.3,0.23,0.175,0.23,0.3825,0.3325,0.325,0.3,0.3375,0.375,0.31,0.31,0.5,0.43,0.39,0.365,0.505,0.38,0.325,0.29,0.545,0.21,0.28,0.31,0.6,0.43,0.57,0.57,0.7,0.7,0.63,0.46,0.39,0.3,0.38,0.39,0.54,0.97,0.62,0.55,1.01,0.83,0.88,0.88,1.3,1.22,1.2,1.58,1.7291,1.37,1.72,1.77,1.7666,1.62,1.83,1.7,2.13,2.03,2.22,2.86,1.54,0.92,0.81,0.98,1.27,1.33,1.6,1.44,1.85,2.14,2.18,2.13,1.97,2,3.41,2.09,2.2,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.56,1.17,1,1.01,0.67,0.43,0.41,0.63,0.41,0.95,0.78,0.93,1.97,1.09,0.92,1.46,1.41,0.55,0.73,0.75,1.33,-0.14,-0.26,-0.15,-4.7,0.64,1.1,1.57,2.08,1.28,4.21,4.68,3.09,2.79,1.94,2.25,1.91,2.06,2.14,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,0.2525,0.2175,0.2125,0.3075,0.445,0.225,0.22,0.2225,0.2656,0.1825,0.2275,0.2794,0.235,0.245,0.2725,0.3,0.23,0.175,0.23,0.3825,0.3325,0.325,0.3,0.3375,0.3475,0.31,0.31,0.42,0.43,0.39,0.365,0.445,0.38,0.325,0.29,0.42,0.21,0.285,0.31,0.645,0.475,0.57,0.6228,0.675,0.71,0.63,0.46,0.42,0.3,0.38,0.44,0.56,0.713,0.62,0.55,0.668,0.83,0.88,0.96,1.3,1.15,1.23,1.32,1.7291,1.37,1.72,1.77,1.7666,1.62,1.83,1.7,2.13,2.03,2.27,2.59,1.54,0.92,0.8387,0.98,1.27,1.3722,1.6866,1.4403,1.8501,2.14,2.18,2.13,1.97,2,1.7992,2.09,2.0673,2.12,1.55,1.79,1.91,2.1,2.05,1.89,1.4878,1.17,1,1.01,0.67,0.43,0.41,0.63,0.9136,0.95,0.78,0.93,0.874,1.09,0.92,1.46,1.5009,0.55,0.73,0.75,0.4633,-0.14,-0.26,-0.148,-0.1122,0.6463,1.0996,1.57,1.9988,2.066,4.1394,4.4463,3.3917,2.8323,1.9395,2.2617,2.4845,2.06,2.14,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,3608,3204,3148,4191,4483,2910,2814,2688,3084,2528,3089,3227,2915,2900,2964,3409,3012,2598,3024,3415,3482,3681,3715,3706,3697,3588,3640,4462,4634,10005,3962,7176,3519,3097,2788,7852,3346,4009,5138,10026,7362,8063,8080,9804,9382,7980,6562,5434,4733,5578,6031,6938,8883,8089,7226,8032,9995,10549,11102,13993,13031,13772,14826,17626,15787,18314,18156,16098,16310,17915,17069,18611,20077,21332,24367,12071,8850,8574,10023,10709,12189,13319,13811,15563,17954,18453,17789,15491,16600,15522,17264,16383,15193,13642,14546,14102,14472,13011,13936,9960,8163,8737,8704,5327,4970,5958,6027,6289,8386,6915,8824,7842,9139,9203,11520,9722,7357,8249,8199,7783,4786,3265,4116,3189,7259,9714,12916,13951,14861,25162,25715,21848,18286,14028,16093,15981,14730,16649,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,13.4109,13.8324,13.4617,13.3825,12.538,11.4862,11.0718,11.0162,11.5626,11.436,11.7801,11.9829,12.459,12.7215,12.4676,12.3259,12.0873,12.163,12.7686,13.2952,13.5171,13.5858,13.4844,13.1668,13.1819,13.5261,18.5338,18.8456,20.7259,20.7009,15.5266,15.06,11.413,10.7837,10.5573,10.7667,11.4336,12.5383,13.6635,14.3893,16.1629,16.897,16.8254,16.605,15.7156,14.2147,13.2564,12.8193,12.5333,13.559,14.3774,14.57,15.1173,15.2605,15.504,16.1378,17.2882,17.5988,17.7137,17.7284,18.0538,18.5313,19.3843,20.3581,20.3992,20.664,20.5792,20.0921,19.4939,19.0613,18.2033,18.543,18.3139,17.6945,16.9263,14.7048,13.8465,13.8518,14.6163,15.2405,16.0672,16.7214,16.7499,16.6277,16.0745,15.429,15.041,15.2406,15.6714,15.8795,15.7745,15.1781,14.7129,14.6197,14.3702,14.3917,14.1339,13.7054,13.7641,13.6483,13.0615,12.6155,12.1513,11.3184,11.5674,12.3926,12.5401,13.3249,13.479,13.2941,13.3846,13.6415,14.171,13.7191,13.5682,12.8549,12.3592,11.6501,11.2379,10.1858,8.5992,9.8507,11.3101,13.7182,15.8443,16.7632,18.9923,20.6013,21.9693,23.065,21.9373,20.2948,19.2377,18.3525,18.6268,
