NVDA US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,0.1,-0.9,,-0.8,-0.2,-0.5,-0.3,-0.3,-0.7,-0.3,-0.2,-0.1,-0.3,-0.1,0.1,-0.1,-0.2,-0.1,-0.1,-0.1,-1.6,-0.1,-0.6,-0.3,,,0.2,-3,,,1,-3,,,-1,,,,-2,-6,-2,-2,1,,,,,6,2,4,-9,-134,1,-20,53,17,7,11,10,14,-62,69,-260,-69,-193,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.954,,,,119.993,-24.115,,,181.193,,,,,,,,,,,,,,-10.856,-17,3,,,,32,-4,5,1,2,,,,,,,,,,,,,7,,,474,106,164,167,158,156,86,,,,120,,,,,,-3,
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.327,9.345,9.832,15.537,21.452,26.892,33.121,41.277,43.518,38.072,47.037,59.021,108.619,118.922,7.505,-48.636,72.766,28.21,26.661,5.553,26.249,26.687,6.399,32.349,60.01,83.182,82.812,75.718,115.016,109.248,104.522,128.327,151.559,153.789,200.851,266.799,279.902,213.018,-146.6,61.003,-170.375,-224.821,-107.101,110.207,139.421,150.725,-169.047,103.585,185.906,156.485,177.547,204.787,124.577,77.095,145.208,253.628,186.108,88.062,111.82,141.484,168.888,163,155,209,228,172,72,245,253,241,317,621,726,536,684,896,1078,1311,1180,1081,324,389,606,959,1016,981,609,1348,1470,2044,2394,2638,2865,1805,475,613,1289,2209,6981,10522,14106,17279,19214,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,3.084,3.146,4.973,6.865,8.605,10.599,13.209,13.926,11.422,14.111,17.706,32.586,35.677,2.251,0,21.83,8.463,2.511,-0.803,2.083,5.338,1.28,6.47,12.001,17.66,8.979,11.271,17.702,18.572,17.769,21.816,-11.947,21.53,28.119,31.138,22.909,36.213,-25.671,-0.745,-22.71,-23.483,-1.799,2.63,8.345,13.131,-28.086,18.723,14.255,21.266,25.974,26.514,8.552,16.658,26.162,44.548,12.135,10.171,15.372,22.75,21.971,26,27,36,35,38,46,-1,46,33,56,79,71,29,101,58,-40,67,79,-149,-243,-5,54,60,66,64,-13,12,13,132,20,174,-138,187,-181,-67,-125,166,793,1279,1821,2398,2615,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.662,6.261,6.686,10.564,14.587,18.287,22.522,28.068,29.592,26.65,32.926,41.315,76.033,83.245,5.254,-48.636,50.936,19.747,24.15,6.356,24.166,21.349,5.119,25.879,48.009,65.522,73.833,64.447,97.374,90.676,86.753,106.511,163.506,132.259,172.732,235.661,256.993,176.805,-120.929,61.748,-147.665,-201.338,-105.302,107.577,131.076,137.594,-140.961,84.862,171.651,135.219,151.573,178.273,116.025,60.437,119.046,209.08,173.973,77.891,96.448,118.734,146.917,137,128,173,193,134,26,246,207,208,261,542,655,507,583,838,1118,1244,1101,1230,567,394,552,899,950,917,622,1336,1457,1912,2374,2464,3003,1618,656,680,1414,2043,6188,9243,12285,14881,16599,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.662,6.261,6.686,10.564,14.587,18.287,22.522,28.068,29.592,26.65,32.926,41.315,76.033,83.245,5.254,-48.636,50.936,19.747,24.15,6.356,24.166,21.349,5.119,25.879,48.009,65.522,73.833,64.447,97.314,90.676,86.753,106.511,163.506,132.259,172.732,235.661,256.993,176.805,-120.929,61.748,-147.665,-201.338,-105.302,107.577,131.076,137.594,-140.961,84.862,171.651,135.219,151.573,178.273,116.025,60.437,119.046,209.08,173.973,77.891,96.448,118.734,146.917,137,128,173,193,134,26,246,207,208,261,542,655,507,583,838,1118,1244,1101,1230,567,394,552,899,950,917,622,1336,1457,1912,2374,2464,3003,1618,656,680,1414,2043,6188,9243,12285,14881,16599,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.662,6.261,6.686,10.564,14.587,18.287,22.522,28.068,29.592,26.65,32.926,41.315,76.033,83.245,5.254,-48.636,50.936,19.747,24.15,6.356,24.166,21.349,5.119,25.879,48.009,65.522,73.833,64.447,97.374,90.676,86.753,106.511,163.506,132.259,172.732,235.661,256.993,176.805,-120.929,61.748,-147.665,-201.338,-105.302,107.577,131.076,137.594,-140.961,84.862,171.651,135.219,151.573,178.273,116.025,60.437,119.046,209.08,173.973,77.891,96.448,118.734,146.917,137,128,173,193,134,26,246,207,208,261,542,655,507,583,838,1118,1244,1101,1230,567,394,552,899,950,917,622,1336,1457,1912,2374,2464,3003,1618,656,680,1414,2043,6188,9243,12285,14881,16599,
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.662,6.261,6.686,10.564,14.587,18.287,22.522,28.068,29.592,26.65,32.926,41.315,76.033,83.245,5.254,-48.636,50.936,19.747,24.15,6.356,24.166,21.349,5.119,25.879,48.009,65.522,73.833,64.447,97.374,90.676,86.753,106.511,163.506,132.259,172.732,235.661,256.993,176.805,-120.929,61.748,-147.665,-201.338,-105.302,107.577,131.076,137.594,-140.961,84.862,171.651,135.219,151.573,178.273,116.025,60.437,119.046,209.08,173.973,77.891,96.448,118.734,146.917,137,128,173,193,134,26,246,207,208,261,542,655,507,583,838,1118,1244,1101,1230,567,394,552,899,950,917,622,1336,1457,1912,2374,2464,3003,1618,656,680,1414,2043,6188,9243,12285,14881,16599,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.662,6.261,6.686,10.564,14.587,18.287,22.522,28.068,29.592,26.65,32.926,41.315,76.033,83.245,5.254,-48.636,50.936,19.747,24.15,6.356,24.166,21.349,5.119,25.879,48.009,65.522,73.833,64.447,97.374,90.676,86.753,106.511,163.506,132.259,172.732,235.661,256.993,176.805,-120.929,61.748,-147.665,-201.338,-105.302,107.577,131.076,137.594,-140.961,84.862,171.651,135.219,151.573,178.273,116.025,60.437,119.046,209.08,173.973,77.891,96.448,118.734,146.917,137,128,173,193,134,26,246,207,208,261,542,655,507,583,838,1118,1244,1101,1230,567,394,552,899,950,917,622,1336,1457,1912,2374,2464,3003,1618,656,680,1414,2043,6188,9243,12285,14881,16599,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,-0.845,162.0859,17.587,3.113,131.221,115.844,-30.502,-0.195,-0.195,165.1544,-0.195,-56.8852,1.0194,6.422,5.4507,9.911,4.1896,3.8938,3.9637,3.9631,4.138,5.1063,1.5603,-7.6087,-14.2807,2.3684,0,0.13,8.45,120.884,10.2955,42.0216,9.5062,1.4444,4.6667,2.8824,4.7273,4.3258,0.8198,-133.8605,-2.8613,-1.6667,-143.2667,-241.129,15.7236,6.3636,6.2121,9.6522,9.115,617.7014,175.5971,135.8885,129.4298,197.9689,160.7536,103.19,1193.8361,100.9365,116.9246,279.7489,135.1564,92.4557,147.6942,-75.344,23.4261,-16.6419,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7586.4001,14052.96,14085.12,14407.1997,14808.4799,15206.4,15508.08,15840.72,15719.7602,16637.2797,17025.1208,17282.0398,17704.0796,18082.0807,18275.5206,18408.9606,18921.9598,19034.6393,19209.2395,19389.8401,19614.7192,19820.5206,19950.2399,19934.6393,19999.08,40475.28,40546.32,20415.24,20525.04,20876.22,21014.64,31739.16,21526.86,21649.86,21892.2,22198.64,22285.72,22226.92,22216.68,21752.28,21503.8,21692.28,21865.56,22051.32,22299.16,22687.32,22910.56,23092.92,23337.56,23792.08,24053.6,24282.52,24457.28,24631.2,24759.84,24894.08,24806.76,24674.88,23413.8,23234.8,22739.32,22360,22320,21920,21760,21960,21640,21680,21560,21480,21360,21520,22120,23680,23880,24120,24240,24240,24280,24360,24360,24280,24360,24400,24480,24560,24640,24720,24760,24840,24930,24990,25040,25060,24950,24830,24640,24700,24730,24680,24660,24620,24578,
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0004,0.0005,0.0008,0.001,0.0012,0.0015,0.0018,0.0019,0.0016,0.0019,0.0024,0.0043,0.0046,0.0002,-0.0027,0.0027,0.001,0.0013,0.0003,0.0013,0.0011,0.0002,0.0013,0.0024,0.0016,0.0018,0.0032,0.0047,0.0043,0.0042,0.0033,0.0077,0.0062,0.0078,0.0105,0.0115,0.008,-0.0055,0.0028,-0.0068,-0.0093,-0.0048,0.005,0.006,0.006,-0.0063,0.0038,0.0073,0.0058,0.0063,0.0073,0.0048,0.0025,0.0048,0.0085,0.007,0.0033,0.004,0.005,0.0065,0.006,0.0058,0.008,0.0087,0.006,0.0013,0.0113,0.0095,0.0098,0.0123,0.0253,0.0295,0.0215,0.0245,0.0347,0.046,0.0513,0.0453,0.0505,0.0233,0.0163,0.0228,0.0368,0.0388,0.0373,0.025,0.054,0.0588,0.077,0.095,0.099,0.12,0.065,0.026,0.027,0.057,0.083,0.25,0.375,0.498,0.604,0.68,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0004,0.0005,0.0008,0.001,0.0012,0.0015,0.0018,0.0019,0.0016,0.0019,0.0024,0.0043,0.0046,0.0002,-0.0027,0.0027,0.001,0.0013,0.0003,0.0013,0.0011,0.0002,0.0013,0.0024,0.0016,0.0018,0.0032,0.0047,0.0043,0.0042,0.0033,0.0077,0.0062,0.0078,0.0105,0.0115,0.008,-0.0055,0.0028,-0.0068,-0.0093,-0.0048,0.005,0.006,0.006,-0.0063,0.0038,0.0073,0.0058,0.0063,0.0073,0.0048,0.0025,0.0048,0.0085,0.007,0.0033,0.004,0.005,0.0065,0.006,0.0058,0.008,0.0087,0.006,0.0013,0.0113,0.0095,0.0098,0.0123,0.0253,0.0295,0.0215,0.0245,0.0347,0.046,0.0513,0.0453,0.0505,0.0233,0.0163,0.0228,0.0368,0.0388,0.0373,0.025,0.054,0.0588,0.077,0.095,0.099,0.12,0.065,0.026,0.027,0.057,0.083,0.25,0.375,0.498,0.604,0.68,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0004,0.0005,0.0008,0.001,0.0012,0.0015,0.0018,0.0019,0.002,0.0021,0.0026,0.0044,0.0046,0.0002,-0.0005,0.0027,0.001,0.0013,0.0009,0.0013,0.0011,0.0002,0.0013,0.0024,0.0016,0.0018,0.0038,0.0047,0.0053,0.0042,0.0038,0.0082,0.0062,0.0078,0.0105,0.0115,0.0079,0.0019,0.0036,-0.0067,-0.0032,0.0005,0.0035,0.0059,0.0061,0.0011,0.0037,0.0049,0.0057,0.0066,0.0076,0.0051,0.0026,0.005,0.0086,0.0072,0.0033,0.0043,0.0052,0.0061,0.0055,0.0058,0.008,0.0089,0.0065,0.0068,0.0118,0.0116,0.0101,0.0123,0.0254,0.0297,0.0216,0.0246,0.0348,0.0406,0.0512,0.0453,0.0446,0.0134,0.0169,0.0229,0.0371,0.0392,0.0377,0.0503,0.0611,0.0643,0.0822,0.1032,0.105,0.124,0.1122,0.0303,0.0321,0.0687,0.0882,0.254,0.3805,0.4951,0.6054,0.6747,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13844.1595,17017.9195,17018.401,17246.8799,18024.4794,18666.72,19076.88,19304.4,15719.7602,19885.4407,20435.7605,20419.0796,21267.5995,21907.8003,20252.4005,18408.9606,20102.0398,20151.0004,20946.1194,20777.8802,21174.8401,21417.4805,21290.2808,20744.2804,21270.84,43323.48,43400.88,22011.42,22311.06,23422.2,23135.34,35203.98,23939.64,23931.96,24153.18,24519.4,24366.92,23679.56,22216.68,22581.44,21503.8,21692.28,21865.56,22975.24,23283.24,23639.88,22910.56,23305.92,24062.36,24538.96,24557.36,24542.4,24743.96,24951.44,24925.72,25153.8,24880.72,24772.08,23680.24,23550.08,23094.24,22800,22840,22320,22280,22720,22240,22600,23720,23960,25360,26120,26400,25640,25320,25120,25120,25080,25040,25000,24760,24640,24640,24720,24840,24880,25040,25200,25240,25280,25320,25380,25450,25370,25160,24990,24770,24900,24990,24940,24900,24890,24848,
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,0.0004,0.0004,0.0006,0.0008,0.001,0.0012,0.0015,0.0019,0.0013,0.0016,0.002,0.0036,0.0039,0.0002,-0.0027,0.0025,0.001,0.0012,0.0003,0.0012,0.001,0.0002,0.0013,0.0023,0.0015,0.0017,0.003,0.0043,0.0038,0.0037,0.003,0.0068,0.0055,0.0072,0.0095,0.0105,0.0075,-0.0055,0.0028,-0.0068,-0.0093,-0.0048,0.0048,0.0058,0.0058,-0.0063,0.0038,0.0073,0.0055,0.0063,0.0073,0.0048,0.0025,0.0048,0.0083,0.007,0.0033,0.004,0.005,0.0063,0.006,0.0055,0.0078,0.0087,0.006,0.0013,0.011,0.0087,0.0087,0.0102,0.0207,0.0248,0.0198,0.023,0.0333,0.0445,0.0495,0.044,0.0493,0.023,0.016,0.0225,0.0363,0.0383,0.0368,0.025,0.053,0.0578,0.076,0.094,0.097,0.118,0.064,0.026,0.027,0.057,0.082,0.248,0.371,0.493,0.598,0.67,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,0.0004,0.0004,0.0006,0.0008,0.001,0.0012,0.0015,0.0019,0.0013,0.0016,0.002,0.0036,0.0039,0.0002,-0.0027,0.0025,0.001,0.0012,0.0003,0.0012,0.001,0.0002,0.0013,0.0023,0.0015,0.0017,0.003,0.0043,0.0038,0.0037,0.003,0.0068,0.0055,0.0072,0.0095,0.0105,0.0075,-0.0055,0.0028,-0.0068,-0.0093,-0.0048,0.0048,0.0058,0.0058,-0.0063,0.0038,0.0073,0.0055,0.0063,0.0073,0.0048,0.0025,0.0048,0.0083,0.007,0.0033,0.004,0.005,0.0063,0.006,0.0055,0.0078,0.0087,0.006,0.0013,0.011,0.0087,0.0087,0.0102,0.0207,0.0248,0.0198,0.023,0.0333,0.0445,0.0495,0.044,0.0493,0.023,0.016,0.0225,0.0363,0.0383,0.0368,0.025,0.053,0.0578,0.076,0.094,0.097,0.118,0.064,0.026,0.027,0.057,0.082,0.248,0.371,0.493,0.598,0.67,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,0.0004,0.0004,0.0006,0.0008,0.001,0.0012,0.0015,0.0019,0.0017,0.0017,0.0022,0.0037,0.0039,0.0002,-0.0005,0.0025,0.001,0.0012,0.0008,0.0012,0.001,0.0002,0.0013,0.0023,0.0015,0.0017,0.0035,0.0043,0.0048,0.0037,0.0035,0.0073,0.0055,0.0072,0.0095,0.0105,0.0075,0.0018,0.0035,-0.0067,-0.0032,0.0005,0.0034,0.0057,0.0057,0.001,0.0037,0.0049,0.0055,0.0065,0.0075,0.0051,0.0026,0.0049,0.0084,0.0072,0.0033,0.0042,0.0051,0.0059,0.0054,0.0056,0.0078,0.0088,0.0064,0.0067,0.0115,0.0105,0.0091,0.0103,0.0209,0.0249,0.0199,0.0232,0.0333,0.0392,0.0494,0.0439,0.0435,0.0133,0.0166,0.0228,0.0365,0.0386,0.0371,0.0497,0.06,0.0631,0.0811,0.1018,0.1033,0.1221,0.1111,0.03,0.0317,0.0683,0.0874,0.2517,0.3769,0.49,0.5989,0.6693,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.461,11.645,17.61,23.702,28.612,32.334,41.009,42.016,48.329,55.453,73.307,122.585,129.865,20.234,-33.784,85.731,42.306,44.242,41.703,48.094,47.292,27.873,52.784,88.241,103.706,102.363,157.919,134.478,124.716,120.024,142.644,172.806,172.58,216.652,280.871,299.435,244.337,-109.086,106.1,-127.028,-180.307,-60.785,156.615,182.196,194.54,-128.634,150.659,226.171,202.626,226.189,249.477,174.212,127.317,195.818,309.365,241.974,142.525,167.374,203.714,221.762,206,219,268,285,230,125,293,298,290,364,687,780,601,737,944,1127,1352,1216,1126,372,476,691,1047,1127,1114,1090,1734,1835,2276,2772,3013,3322,2246,924,1056,1737,2583,7232,10858,14076,17399,19159,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9338,18.0474,18.7853,19.4666,19.5809,19.7759,20.3673,20.2126,21.8825,22.2742,18.415,12.2879,10.5814,6.6119,7.8511,11.7587,9.6736,9.5949,8.7459,9.1896,10.7555,12.8467,15.4903,19.5893,20.982,21.0004,20.7681,18.4827,18.2545,18.818,20.2554,22.3346,23.6596,23.6284,16.3953,13.0421,3.338,-10.5706,-9.293,-7.4866,2.9376,12.8974,10.9421,10.9567,12.495,12.8676,21.7223,23.0078,21.3236,19.6223,18.7243,19.5498,20.4309,20.6422,20.2979,18.4612,17.805,18.6716,19.3106,19.9938,20.8885,21.1839,18.9958,19.1975,18.8822,19.481,22.8902,26.7025,30.6946,32.2461,33.617,34.1132,35.0937,37.8733,39.0587,38.8102,34.7047,29.7325,26.1659,25.8135,30.6008,33.7833,33.5094,34.2762,34.6207,36.0147,39.3524,40.7679,42.294,38.4313,31.9625,26.423,22.1065,24.345,38.579,49.9443,57.0385,62.1318,63.85,
