AMT US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375,7.7,11.813,9.819,26.782,26.781,26.781,26.781,26.782,26.781,26.8,26.8,22.843,18.907,18.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,562.618,0,0,-562.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,,,,,,,,,,,,,,,-634.389,-101.168,-353.877,-52.445,-91.623,-107.715,-52.862,-73.121,-48.238,-65.197,-60.122,-81.907,-31.561,-36.151,-22.08,-91.567,-1.941,7.664,3.472,18.933,22.226,-19.991,59.628,-5.547,42.155,158.786,60.466,85.839,58.601,56.289,67.355,64.35,96.318,99.665,93.439,83.514,91.842,115.211,-15.701,205.11,221.306,48.209,232.089,135.679,171.407,99.821,180.123,99.982,202.499,230.056,199.893,168.574,183.498,129.274,76.218,205.921,248.378,160.768,237.728,202.4,289.3,344.208,298.361,219.6,275.8,306.7,366.9,277.6,397.4,429.1,498.6,562.7,415,446.1,464.4,365.1,645,746.3,723,453.4,711.7,898.2,839.7,-683.8,335.8,475.7,586.9,84.9,917.4,900.3,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,,,,,,,,,,,,,,,-634.389,-101.168,-353.877,-52.445,-91.623,-107.715,-52.862,-73.121,-48.238,-65.197,-60.122,-81.907,-31.561,-36.151,-22.08,-91.567,-1.941,7.664,3.472,18.933,22.226,-19.991,59.628,-5.547,42.155,158.786,60.466,85.839,58.601,56.289,67.355,64.35,96.318,99.665,93.439,83.514,91.842,115.211,-15.701,205.11,221.306,48.209,232.089,135.679,171.407,99.821,180.123,99.982,202.499,230.056,199.893,168.574,183.498,129.274,76.218,205.921,248.378,160.768,237.728,202.4,289.3,344.208,298.361,219.6,275.8,306.7,366.9,277.6,397.4,429.1,498.6,562.7,415,446.1,464.4,365.1,645,746.3,723,453.4,711.7,898.2,839.7,-683.8,335.8,475.7,586.9,84.9,917.4,900.3,
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.985,7.969,84.392,9.895,12.187,43.834,4.391,17.441,11.967,36.761,54.468,58.696,17.819,17.861,20.507,91.005,-20.063,3.43,1.05,28.191,-3.908,30.293,-0.089,41.3598,0.814,0.794,2.895,11.59,3.189,8.008,3.417,22.748,,,,1.886,0,0,0,0,0.398,0,0,0,35.298,2.669,0,0.734,0.238,1.284,-2.969,4.92,3.725,75.068,1.2,0.813,0,0.83,0,-0.338,55.4,-0.274,14.183,0.3,0,0,,3.3,0.1,22.1,,0,34.6,0,37.2,0,25.7,0,0,12.5,0,0,0.4,0,0,0.3,322,80,0,0,
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.111,0,0,0,0,0,0,-0.043,-0.004,-0.007,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.668,,,,,,,,,,,,,,,,195.288,195.361,195.565,195.602,195.703,202.913,213.788,219.988,220.408,223.578,224.839,228.519,230.158,230.793,334.141,414.948,417.379,423.252,425.942,431.527,421.627,417.682,410.071,403.288,397.128,396.935,393.567,396.158,397.18,397.418,397.315,401.587,402.346,402.733,400.602,398.927,397.768,396.599,395.183,393.347,393.885,394.743,395.244,395.195,395.239,395.42,394.759,394.751,395.146,395.872,396.243,396.553,405.111,423.154,423.375,423.736,424.059,424.909,425.517,426.071,427.279,427.298,429.281,428.836,435.124,441.497,440.889,440.838,441.351,442.203,442.763,442.94,443.055,443.436,443.766,444.293,444.486,450.617,455.224,455.502,455.946,458.776,465.594,465.609,465.741,466.087,466.168,466.249,466.519,467.038,
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,-3.2485,-0.5179,-1.8095,-0.2681,-0.4682,-0.5308,-0.2473,-0.3324,-0.2189,-0.2916,-0.2674,-0.3584,-0.1371,-0.1566,-0.0661,-0.2207,-0.0046,0.0181,0.0082,0.0439,0.05,-0.05,0.15,-0.0138,0.11,0.4,0.15,0.2167,0.15,0.14,0.17,0.1602,0.24,0.25,0.23,0.2093,0.23,0.29,-0.04,0.52,0.56,0.12,0.59,0.34,0.43,0.25,0.46,0.25,0.51,0.58,0.5,0.43,0.45,0.31,0.18,0.49,0.59,0.38,0.56,0.48,0.68,0.81,0.7,0.51,0.63,0.69,0.83,0.63,0.9,0.97,1.13,1.27,0.94,1.01,1.05,0.82,1.45,1.66,1.59,1,1.56,1.96,1.8,-1.47,0.72,1.02,1.26,0.18,1.97,1.93,
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,-3.1684,-0.3465,-0.756,-0.2498,-0.41,-0.3952,-0.1763,-0.3032,-0.2066,-0.2813,-0.2609,-0.3373,-0.1317,-0.1475,-0.0633,-0.1345,-0.0039,0.0195,0.0089,0.0424,0.05,0.03,0.15,-0.0018,0.11,0.13,0.15,0.2092,0.14,0.13,0.17,0.1601,0.24,0.25,0.23,0.2094,0.23,0.29,-0.04,0.52,0.56,0.12,0.59,0.34,0.43,0.25,0.46,0.25,0.51,0.58,0.5,0.43,0.45,0.31,0.18,0.49,0.59,0.38,0.56,0.48,0.68,0.81,0.7,0.51,0.63,0.69,0.83,0.63,0.9,0.97,1.13,1.27,0.94,1.01,1.05,0.82,1.45,1.66,1.59,1,1.56,1.96,1.8,-1.47,0.72,1.02,1.26,0.18,1.97,1.93,
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1275,-0.3057,-0.3245,-0.1992,-0.3477,-0.1792,-0.1763,-0.224,-0.1389,-0.1037,-0.0019,-0.0805,-0.1196,-0.1411,-0.0415,0.008,-0.0011,0.0068,-0.0053,0.0848,0.05,0.03,0.15,0.1008,0.11,0.13,0.15,0.2385,0.14,0.13,0.17,0.1601,0.24,0.25,0.23,0.2141,0.23,0.29,-0.04,0.52,0.5629,0.12,0.59,0.34,0.523,0.2592,0.46,0.2551,0.5131,0.5844,0.497,0.4375,0.4622,0.4829,0.1829,0.4879,0.59,0.3803,0.56,0.4742,0.8067,0.8049,0.7281,0.5128,0.63,0.69,0.83,0.6372,0.9006,1.0203,1.13,1.27,1.0148,1.01,1.1303,0.82,1.5089,1.66,1.59,1.0228,1.56,1.96,1.8044,-1.47,0.72,1.0213,1.9497,0.3537,1.97,1.93,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.668,,,,,,,,,,,,,,,,195.288,195.361,195.565,195.602,195.703,202.913,213.788,219.988,220.408,223.578,224.839,228.519,230.158,230.793,334.141,414.948,417.379,423.252,435.138,469.099,439.557,429.846,418.012,416.901,421.622,421.617,416.541,413.648,408.25,408.832,405.728,404.982,406.08,405.024,403.455,401.729,401.899,400.25,395.183,397.724,398.453,398.811,399.487,399.625,399.659,399.458,398.348,398.609,399.12,399.588,400.397,400.899,409.399,426.933,427.227,427.802,427.888,429.004,429.925,429.896,430.199,430.487,432.831,432.472,438.52,444.362,444.121,444.304,444.621,445.337,445.829,445.923,445.832,445.867,446.156,446.347,446.294,452.354,456.977,457.131,457.211,459.819,466.801,466.696,466.81,466.979,467.161,467.453,467.66,467.781,
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,-3.2485,-0.5179,-1.8095,-0.2681,-0.4682,-0.5308,-0.2473,-0.3324,-0.2189,-0.2916,-0.2674,-0.3584,-0.1371,-0.1566,-0.0661,-0.2207,-0.0046,0.0181,0.008,0.0404,0.05,-0.05,0.14,-0.0138,0.1,0.38,0.15,0.2075,0.15,0.14,0.17,0.1589,0.24,0.25,0.23,0.2079,0.23,0.29,-0.04,0.52,0.56,0.12,0.58,0.34,0.43,0.25,0.45,0.25,0.51,0.58,0.5,0.42,0.45,0.3,0.18,0.48,0.58,0.37,0.55,0.47,0.67,0.8,0.69,0.51,0.63,0.69,0.83,0.62,0.89,0.96,1.12,1.26,0.93,1,1.04,0.82,1.45,1.65,1.58,0.99,1.56,1.95,1.8,-1.47,0.72,1.02,1.26,0.18,1.96,1.92,
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,-3.1684,-0.3465,-0.756,-0.2498,-0.41,-0.3952,-0.1763,-0.3032,-0.2066,-0.2813,-0.2609,-0.3373,-0.1317,-0.1475,-0.0633,-0.1345,-0.0039,0.0195,0.0087,0.0404,0.0474,0.03,0.14,-0.0138,0.1,0.12,0.15,0.2075,0.14,0.13,0.17,0.1589,0.24,0.25,0.23,0.2079,0.23,0.29,-0.04,0.52,0.56,0.12,0.58,0.34,0.43,0.25,0.45,0.25,0.51,0.58,0.5,0.42,0.45,0.3,0.18,0.48,0.58,0.37,0.55,0.47,0.67,0.8,0.69,0.51,0.63,0.69,0.83,0.62,0.89,0.96,1.12,1.26,0.93,1,1.04,0.82,1.45,1.65,1.58,0.99,1.56,1.95,1.8,-1.47,0.72,1.02,1.26,0.18,1.96,1.92,
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1275,-0.3057,-0.3245,-0.1992,-0.3477,-0.1792,-0.1763,-0.224,-0.1389,-0.1037,-0.0019,-0.0805,-0.1196,-0.1411,-0.0415,0.008,-0.0011,0.0068,-0.0053,0.0848,0.05,0.03,0.14,0.0855,0.1,0.12,0.15,0.2355,0.14,0.13,0.17,0.1589,0.24,0.25,0.23,0.2126,0.23,0.29,-0.04,0.52,0.561,0.12,0.58,0.34,0.5183,0.2567,0.45,0.2518,0.5106,0.5832,0.4926,0.4323,0.4591,0.4758,0.1828,0.4819,0.58,0.3719,0.55,0.4692,0.7988,0.7994,0.7228,0.5107,0.63,0.69,0.83,0.6274,0.8902,1.0096,1.12,1.26,1.0076,1,1.1234,0.82,1.5076,1.65,1.58,1.0173,1.56,1.95,1.8009,-1.47,0.72,1.0206,1.9493,0.3511,1.96,1.92,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US GAAP,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,
EBITDA,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.717,255.07,360.389,264.796,253.342,270.924,287.646,294.133,289.684,299.119,328.755,327.546,349.531,364.347,370.418,391.353,424.101,442.558,439.613,457.723,485.49,497.42,493.801,537.739,599.4,647.926,633.873,609.525,683.486,718.13,742.021,754.452,793.487,830.571,877.073,877.502,952.5,973.269,993.491,795.1,849.2,995.7,1016.1,1154.8,1459.4,1534.8,1561.9,777.6,1459.8,1384.2,1501.6,1447.8,1602.5,1672.4,1734.5,1570.3,1847.4,1913,1860.1,1309.7,1876.4,1952.2,1737.9,1794.6,2112.4,2173,
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4719,69.9752,69.6794,63.9199,64.1515,64.5464,64.4434,64.258,62.7151,62.3306,61.6949,60.3874,60.39,60.1477,60.811,61.4907,61.3359,61.2099,60.7851,60.6822,59.9288,60.0762,60.5213,60.5385,60.7487,61.3759,60.9722,60.6719,60.7373,60.3868,59.4475,58.9122,58.3961,57.8721,58.113,58.4207,55.7385,53.1859,52.5986,52.1354,53.9751,61.5839,67.7799,73.3248,70.3627,68.7384,66.5969,65.3244,72.0438,72.3306,72.4362,71.4751,70.3192,69.2241,69.0359,68.8029,64.7011,64.3298,64.1149,62.1577,66.0532,67.7641,68.9427,
EBIT,EBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.338,,,,,,,,,,,,,,,,-9.264,-7.451,-2.24,5.565,5.757,12.988,19.662,-9.368,18.13,18.512,27.479,18.534,33.029,32.223,43.26,60.834,69.223,70.705,72.164,73.043,86.354,94.681,98.294,108.232,145.645,155.373,156.303,160.622,153.474,168.461,182.103,187.388,178.849,188.716,213.372,203.441,218.3,225.789,228.305,247.738,274.446,270.486,295.552,279.235,299.686,312.812,308.879,292.928,353.637,402.499,384.807,345.979,419.966,389.774,400.925,402.124,451.853,432.806,479.074,489.3,531.4,576.909,561.151,329,402.9,546,567.2,388.9,614.9,683.9,728.3,661.3,736.8,691.3,785.1,674.3,828.7,849.2,827.5,626.6,725.1,782.3,652.9,192,775.6,873.7,658.7,716.9,1236.6,1284.3,
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1924,,,,,,,,,,,,,,,,-4.9642,-4.493,-1.2804,3.7682,3.5654,7.4098,10.5215,-8.6048,10.7411,10.7445,15.1918,10.0349,17.916,17.1344,16.3402,19.7754,21.6046,21.6978,21.6405,21.633,24.4994,26.416,26.7405,28.6243,38.1086,39.462,38.1909,39.3369,37.5538,39.7916,41.0045,41.8302,39.3564,40.1577,41.5669,37.1485,38.7954,37.8057,36.2157,37.9269,39.4026,38.7663,41.4324,36.341,37.3334,38.6746,38.2333,31.0974,35.9355,39.0224,37.0653,33.0665,38.9149,33.1899,32.3872,31.4149,35.0533,30.0096,31.6253,31.781,32.8796,34.7027,33.3866,19.3018,23.1312,30.6587,31.767,18.2419,33.9087,36.1928,37.2799,34.3765,36.9675,36.137,39.0034,31.7691,38.3924,36.9394,33.7163,25.6257,27.2563,29.2525,24.4395,7.098,28.0283,31.5222,23.3698,25.7258,43.6329,44.2816,
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1754,,,,,,,,,,,,,,,,-38.4592,-61.0045,-202.2778,-416.4752,-56.7441,-61.4524,-28.2875,-67.1636,-28.5785,-37.841,-33.2384,-44.3469,-17.1197,-19.2231,-8.3401,-29.7658,-0.6058,2.3519,1.0412,5.6074,6.3057,-5.5775,16.2216,-1.467,11.03,40.3289,14.7742,21.0223,14.3392,13.2958,15.1665,14.3647,21.1952,21.2082,18.2028,15.2497,16.3218,19.2907,-2.4906,31.4008,31.7732,6.9094,32.5358,17.6579,21.3531,12.3414,22.2958,10.6141,20.5773,22.7281,19.9957,17.2402,17.9132,13.2884,8.3204,18.1793,21.3459,13.0042,17.4611,14.887,19.5582,22.0791,18.8764,13.9924,16.3739,17.2216,20.5489,13.0212,21.9146,22.7085,25.5221,29.2509,20.8218,23.3194,23.0712,17.2014,29.8819,32.4634,29.4585,18.5425,26.7526,33.5864,31.4318,-25.2791,12.135,17.1628,20.8224,3.0466,32.3701,31.0416,
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77727.8947,,,,,,,,,,,,340293.1416,,,,339342.7136,,,,336398.5765,,,,340838.0634,,,,315473.9437,,,,,,,,,,,,315943.2566,,,,346822.1649,,,,351820.4438,,,,379721.4476,,,,341601.9525,,,,358691.0774,,,,424174.2937,,,,352713.6047,,,,377803.4888,,,,383380.37,,,,423251.4473,,,,493833.0675,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.5719,-31.6532,-17.1715,-19.4192,-16.6718,-14.3537,-14.5998,-16.5825,-15.2854,-13.6357,-5.4852,-6.0325,-5.1753,-3.721,-1.8259,0.6302,1.2444,0.6151,2.0824,1.5206,2.2078,7.6569,8.2326,11.549,12.1389,8.5466,8.8304,7.8205,8.7028,10.0598,10.5881,10.9421,,,,11.6801,,,,18.5788,16.429,18.5866,16.5694,15.5146,15.8639,19.4588,20.5635,29.0608,17.2863,14.9029,13.5372,17.878,12.7682,13.6424,18.1924,17.9445,18.1013,21.676,22.9713,20.8808,20.2997,20.6523,22.2827,21.1987,23.0901,26.6805,30.269,36.3335,42.4299,42.2608,42.0905,36.9574,51.0947,47.3796,54.2366,55.9735,56.9822,43.8342,49.6536,33.1494,25.8115,15.957,13.2149,30.3625,43.6812,55.1849,
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.6528,-19.9935,-15.3214,-5.9404,-5.1633,-4.4574,-4.6287,-4.9238,-4.7178,-4.1982,-2.4787,-2.6146,-2.2327,-1.6068,-0.9473,0.3233,0.6157,0.29,0.9613,0.6727,0.9235,3.0634,3.133,4.2497,4.4036,3.1184,3.2446,2.9489,3.3448,3.8388,3.9652,3.9505,,,,3.5069,,,,4.8404,4.3346,4.7248,3.7699,3.209,3.3395,4.0756,3.8398,3.972,3.52,3.1166,2.6629,2.8445,2.8943,2.7912,3.3341,3.3104,3.3739,3.7433,3.9051,3.866,3.637,3.5127,3.6617,3.734,3.6797,4.0704,4.4283,4.9802,4.7805,4.7709,4.6755,3.7554,4.3784,4.4196,4.8619,4.3847,4.5146,4.3844,4.5701,2.5763,2.0353,1.4332,1.0814,2.2268,3.0936,3.7516,
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.1559,-21.5122,-16.3474,-6.4104,-5.5831,-4.7846,-4.9171,-5.2354,-4.9734,-4.4434,-2.614,-2.804,-2.4016,-1.7278,-1.0147,0.3495,0.6704,0.3159,1.0522,0.7389,1.022,3.3855,3.493,4.7466,4.9295,3.4911,3.6551,3.3267,3.7723,4.3413,4.5178,4.4954,,,,3.869,,,,5.1466,4.6339,5.0798,3.8379,3.1614,3.3559,4.2264,4.0464,4.3816,3.9108,3.5297,3.0217,3.1679,3.2129,3.1573,3.8162,3.8483,3.8754,4.4098,4.6727,4.4754,4.2205,4.0371,4.1916,4.4988,4.3577,4.817,5.2123,5.8334,5.4835,5.4755,5.334,4.2747,4.9976,5.0691,5.6373,5.0065,5.0973,4.9493,5.152,2.8152,2.1702,1.4736,1.0889,2.3274,3.355,4.1381,
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9854,1.408,1.6152,2.839,2.6823,3.1265,3.6703,3.7318,4.9254,5.1185,5.0539,5.1933,4.9792,5.4829,6.2625,6.2346,6.5402,,,,-3.952,,,,7.8351,7.9167,9.1778,7.8362,6.9852,7.3248,7.7099,7.4044,7.6451,7.0375,6.8612,6.0948,6.1657,5.7008,5.252,6.1787,6.2567,6.4358,6.7305,6.9654,6.8534,6.3071,6.418,6.5583,6.7513,6.4749,6.9058,7.3008,7.8176,7.6929,7.7137,7.8077,6.659,7.0137,6.3083,6.388,5.4076,5.278,4.8295,4.6099,3.7614,3.6965,3.86,3.884,3.9573,4.684,5.187,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
